,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position,player
0,0,38.0,0.0,0.0,0,24,0,4.0,31.0,1.9,2.0,0.0,488,0.0,0.0,3,1.0,1,0,2.9,488.0,17.2,0.0,2016-08-13T14:00:00Z,13 Aug 15:00,0.0,0.0,90,0.0,0.0,17,0,0.0,0,0,8.0,0,1,0,7699,1.0,5.0,0.0,1,1,10.0,2,0,0,0,50,True,0.0,0,,,,,,3,325
1,0,51.0,0.0,0.0,0,24,0,4.0,45.0,14.1,1.0,0.0,488,0.0,0.0,18,0.0,1,0,3.4,1013.0,18.2,1.0,2016-08-20T14:00:00Z,20 Aug 15:00,0.0,0.0,90,0.0,0.0,19,0,0.0,0,0,6.0,0,2,0,10249,0.0,4.0,0.0,2,1,2.0,2,545,1242,697,50,False,0.0,0,,,,,,3,325
2,0,67.0,0.0,0.0,0,17,1,2.0,61.0,23.7,2.0,0.0,488,0.0,0.0,23,2.0,0,0,4.2,1553.0,18.6,2.0,2016-08-27T14:00:00Z,27 Aug 15:00,0.0,0.0,90,0.0,0.0,14,0,0.0,0,0,9.0,0,3,0,10877,1.0,0.0,0.0,0,1,0.0,3,-51,1137,1188,50,True,0.0,0,,,,,,3,325
3,1,106.0,1.0,0.0,0,27,1,1.0,101.0,41.8,2.0,0.0,488,0.0,0.0,40,1.0,0,0,8.5,2103.0,36.2,3.0,2016-09-12T19:00:00Z,12 Sep 20:00,0.0,0.0,90,0.0,1.0,15,0,0.0,0,0,5.0,0,4,0,11497,0.0,1.0,2.0,3,0,7.0,5,-52,1456,1508,50,False,0.0,1,,,,,,3,325
4,0,87.0,0.0,0.0,1,34,0,2.0,74.0,18.4,3.0,0.0,488,0.0,0.0,42,0.0,1,0,4.7,2684.0,26.6,1.0,2016-09-17T16:30:00Z,17 Sep 17:30,0.0,0.0,90,0.0,0.0,12,0,0.0,0,0,12.0,0,5,0,17730,1.0,8.0,0.0,1,3,2.0,3,5630,6688,1058,50,True,0.0,0,,,,,,3,325
5,0,45.0,0.0,0.0,0,16,0,2.0,41.0,13.8,0.0,0.0,488,0.0,0.0,52,4.0,1,0,2.4,3268.0,10.2,1.0,2016-09-24T14:00:00Z,24 Sep 15:00,0.0,0.0,80,0.0,0.0,2,0,0.0,0,0,9.0,0,6,0,23164,0.0,3.0,0.0,0,1,0.0,1,4559,6833,2274,50,False,0.0,1,,,,,,3,325
6,0,55.0,0.0,1.0,0,9,0,0.0,44.0,18.1,3.0,0.0,488,0.0,0.0,62,2.0,1,0,4.5,3854.0,6.6,1.0,2016-09-30T19:00:00Z,30 Sep 20:00,0.0,0.0,90,0.0,1.0,5,0,0.0,0,0,7.0,0,7,0,23625,0.0,0.0,0.0,1,1,20.0,1,19,2258,2239,50,True,0.0,1,,,,,,3,325
7,0,26.0,0.0,0.0,0,12,0,5.0,18.0,1.9,0.0,0.0,488,0.0,0.0,76,0.0,1,0,1.9,4443.0,17.0,0.0,2016-10-15T14:00:00Z,15 Oct 15:00,0.0,0.0,90,0.0,0.0,10,0,0.0,0,0,8.0,0,8,0,22160,4.0,3.0,0.0,1,1,0.0,2,-1904,870,2774,50,False,0.0,0,,,,,,3,325
8,0,66.0,0.0,0.0,0,11,0,1.0,62.0,10.3,1.0,0.0,488,0.0,0.0,83,2.0,1,0,4.4,5035.0,10.4,0.0,2016-10-22T14:00:00Z,22 Oct 15:00,0.0,0.0,82,0.0,1.0,3,0,0.0,0,0,3.0,0,9,0,20342,1.0,1.0,0.0,1,2,23.0,1,-1969,492,2461,50,False,0.0,1,,,,,,3,325
9,0,60.0,0.0,0.0,0,12,1,6.0,52.0,16.3,0.0,0.0,488,0.0,0.0,92,3.0,0,0,4.9,5629.0,14.2,1.0,2016-10-30T13:30:00Z,30 Oct 13:30,0.0,0.0,90,0.0,0.0,20,0,0.0,0,0,6.0,0,10,0,18777,0.0,1.0,0.0,0,2,18.0,2,-1669,275,1944,50,True,0.0,1,,,,,,3,325
