,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
0,0,0,0,0,0,0.0,506,9,0,0,0.0,0.0,2019-08-11T15:30:00Z,0,12,0,0,0,0,1,0,3524,0,4,0.0,0,0,0,0,50,False,0,,,,,,2
1,1,0,0,0,0,0.0,506,14,0,0,0.0,0.0,2019-08-18T15:30:00Z,0,9,0,0,0,0,2,0,4028,1,1,0.0,0,-794,274,1068,50,True,0,,,,,,2
2,2,0,0,0,0,0.0,506,26,0,0,0.0,0.0,2019-08-24T11:30:00Z,0,14,0,0,0,0,3,0,3385,3,2,0.0,0,-736,92,828,50,False,0,,,,,,2
3,3,0,0,0,0,0.0,506,33,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,15,0,0,0,0,4,0,3063,2,2,0.0,0,-386,90,476,50,True,0,,,,,,2
4,4,0,0,0,0,0.0,506,50,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,20,0,0,0,0,5,0,3144,5,2,0.0,0,16,486,470,50,False,0,,,,,,2
5,5,0,0,0,0,0.0,506,53,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,10,0,0,0,0,6,0,3174,2,1,0.0,0,-18,215,233,50,True,0,,,,,,2
6,6,0,0,0,0,0.0,506,63,0,0,0.0,0.0,2019-09-28T14:00:00Z,0,4,0,0,0,0,7,0,6370,0,2,0.0,0,2870,3207,337,50,True,0,,,,,,2
7,7,0,0,0,0,0.0,506,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,16,0,0,0,0,8,0,7221,4,1,0.0,0,624,1394,770,50,False,0,,,,,,2
8,8,0,0,3,0,0.0,506,83,0,0,0.0,0.0,2019-10-19T14:00:00Z,1,13,0,0,0,0,9,0,6283,0,1,0.0,1,-1073,374,1447,50,True,0,,,,,,2
9,9,0,0,7,0,1.3,506,93,2,0,2.5,15.2,2019-10-26T16:30:00Z,27,5,0,0,0,0,10,0,6136,4,2,8.0,0,-343,251,594,50,False,0,,,,,,2
10,10,0,0,3,0,0.0,506,109,0,0,0.0,0.0,2019-11-02T17:30:00Z,1,18,0,0,0,0,11,0,6370,2,1,0.0,1,-69,608,677,50,False,0,,,,,,2
11,11,0,0,23,1,3.5,506,112,0,0,1.3,9.6,2019-11-09T12:30:00Z,90,7,0,0,0,0,12,0,7039,0,2,0.0,6,341,890,549,50,True,0,,,,,,2
12,12,0,0,6,0,4.6,506,127,0,0,1.1,6.2,2019-11-23T17:30:00Z,31,11,0,0,0,0,13,0,11860,1,2,0.0,1,4016,4779,763,50,False,0,,,,,,2
13,13,0,0,22,0,10.8,506,132,1,0,3.1,16.8,2019-11-30T15:00:00Z,90,19,0,0,0,0,14,0,14301,1,0,3.0,2,2089,2987,898,50,True,0,,,,,,2
14,14,1,1,26,0,32.8,506,147,1,0,7.0,33.4,2019-12-04T19:30:00Z,90,2,0,0,0,0,15,0,16742,1,2,4.0,6,2184,2892,708,50,True,0,,,,,,2
15,15,0,0,19,0,21.2,506,154,2,0,3.5,9.6,2019-12-07T12:30:00Z,81,8,0,0,0,0,16,0,30436,1,3,4.0,1,12598,13446,848,50,False,0,,,,,,2
16,16,0,0,0,0,0.0,506,163,0,0,0.0,0.0,2019-12-14T15:00:00Z,0,3,0,0,0,0,17,0,39560,1,0,0.0,0,8450,11482,3032,50,True,0,,,,,,2
17,17,0,0,3,0,1.7,506,178,0,0,2.0,0.4,2019-12-22T16:30:00Z,10,17,0,0,0,0,18,0,33179,2,0,18.0,1,-5335,1237,6572,50,False,0,,,,,,2
18,18,0,0,0,0,0.0,506,183,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,16,0,0,0,0,19,0,31696,2,0,0.0,0,-2750,1360,4110,50,True,0,,,,,,2
19,19,0,0,0,0,0.0,506,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,1,0,0,0,0,20,0,24743,2,1,0.0,0,-6936,169,7105,50,False,0,,,,,,2
20,20,0,0,21,0,16.2,506,202,1,0,5.7,23.2,2020-01-01T12:30:00Z,90,4,0,0,0,0,21,0,17512,1,1,18.0,1,-7321,61,7382,50,False,1,,,,,,2
21,21,1,2,35,1,46.9,506,213,0,0,11.1,36.0,2020-01-11T15:00:00Z,90,5,0,0,0,0,22,0,19350,0,3,28.0,11,1262,2895,1633,50,True,0,,,,,,2
22,22,0,2,32,1,36.1,506,226,0,0,6.1,24.4,2020-01-18T17:30:00Z,74,13,0,0,0,0,23,0,48196,0,1,0.0,8,26735,29489,2754,50,False,0,,,,,,2
23,23,0,0,0,0,0.0,506,238,0,0,0.0,0.0,2020-01-21T20:15:00Z,0,1,0,0,0,0,24,0,44581,2,2,0.0,0,-1893,4822,6715,50,True,0,,,,,,2
24,24,0,0,16,0,1.5,506,244,2,0,1.9,15.8,2020-02-01T12:30:00Z,90,9,0,0,0,0,25,0,40749,2,2,2.0,1,-4316,2079,6395,50,False,0,,,,,,2
25,25,0,0,8,0,16.7,506,254,2,0,4.4,4.2,2020-02-17T20:00:00Z,90,12,0,0,0,0,26,0,48918,2,0,23.0,1,7124,9713,2589,50,True,0,,,,,,2
26,26,0,0,11,0,27.9,506,263,1,0,5.1,13.8,2020-02-22T12:30:00Z,90,17,0,0,0,0,27,0,53184,1,2,9.0,2,3842,6636,2794,50,True,0,,,,,,2
27,27,0,0,19,0,59.3,506,272,2,0,9.0,23.0,2020-02-29T15:00:00Z,90,3,0,0,0,0,28,0,76325,2,2,8.0,1,16407,18824,2417,50,False,0,,,,,,2
28,28,0,0,3,0,0.3,506,283,0,0,1.1,10.4,2020-03-08T14:00:00Z,30,8,0,0,0,0,29,0,68783,0,4,0.0,1,-727,5741,6468,50,True,0,,,,,,2
29,29,0,0,0,0,0.5,506,291,0,0,0.3,2.2,2020-06-21T15:15:00Z,1,2,0,0,0,0,39,0,61750,2,1,0.0,1,-6419,14965,21384,51,False,0,,,,,,2
30,30,0,0,0,0,0.0,506,302,0,0,0.0,0.0,2020-06-25T19:15:00Z,0,11,0,0,0,0,40,0,57891,1,2,0.0,0,-4289,1531,5820,51,True,0,,,,,,2
31,31,0,0,0,0,0.0,506,320,0,0,0.0,0.0,2020-07-01T19:15:00Z,0,19,0,0,0,0,41,0,53717,2,3,0.0,0,-4727,655,5382,50,False,0,,,,,,2
32,32,0,0,28,1,20.3,506,322,0,0,3.5,14.4,2020-07-04T19:00:00Z,90,18,0,0,0,0,42,0,49033,0,3,0.0,6,-4874,923,5797,49,True,0,,,,,,2
33,33,0,0,18,0,18.3,506,335,2,0,4.6,25.6,2020-07-07T17:00:00Z,90,7,0,0,0,0,43,0,54024,3,2,2.0,1,3995,5571,1576,49,False,0,,,,,,2
34,34,0,0,26,0,47.4,506,347,2,0,8.6,32.0,2020-07-11T16:30:00Z,74,15,0,0,0,0,44,0,56521,0,3,7.0,1,2373,4686,2313,49,False,0,,,,,,2
35,35,0,0,3,0,1.1,506,353,0,0,0.3,1.4,2020-07-14T19:15:00Z,10,14,0,0,0,0,45,0,75739,0,1,0.0,1,13874,16695,2821,49,True,0,,,,,,2
36,36,0,0,20,0,42.3,506,364,5,0,5.9,15.2,2020-07-22T19:15:00Z,90,10,0,0,0,0,46,0,61635,3,5,1.0,0,-7140,863,8003,49,False,0,,,,,,2
37,37,0,0,21,1,18.1,506,373,0,0,3.7,10.8,2020-07-26T15:00:00Z,90,20,0,0,0,0,47,0,64916,0,2,8.0,6,1445,5426,3981,49,True,0,,,,,,2
38,38,1,3,44,0,30.3,123,7,1,1,11.8,76.8,2020-09-14T19:15:00Z,90,3,0,0,0,0,1,0,304155,3,1,11.0,14,0,0,0,50,False,0,,,,,,2
39,39,0,0,15,0,5.0,123,11,2,0,3.2,24.8,2020-09-20T15:30:00Z,90,11,0,0,0,0,2,0,593870,2,0,2.0,1,163043,219376,56333,50,True,0,,,,,,2
40,40,0,1,27,0,89.7,123,27,3,0,13.1,36.8,2020-09-26T16:30:00Z,90,18,0,0,0,0,3,0,1135471,3,3,4.0,1,426692,522263,95571,51,False,1,,,,,,2
41,41,0,0,0,0,0.0,123,31,0,0,0.0,0.0,2020-10-03T11:30:00Z,0,6,0,0,0,0,4,0,1152060,0,4,0.0,0,24920,129142,104222,51,True,0,,,,,,2
42,42,0,0,2,0,0.3,123,39,1,0,0.2,1.2,2020-10-17T14:00:00Z,3,16,0,0,0,0,5,0,957377,3,3,0.0,1,-195624,52523,248147,51,True,0,,,,,,2
43,43,0,2,32,1,3.7,123,55,0,0,4.3,18.8,2020-10-24T16:30:00Z,90,13,0,0,0,0,6,0,785928,0,0,20.0,8,-178983,11973,190956,50,False,0,,,,,,2
44,44,0,0,25,1,9.9,123,60,0,0,3.0,6.8,2020-10-31T15:00:00Z,90,4,0,0,0,0,7,0,833926,3,0,13.0,6,30239,66708,36469,50,False,0,,,,,,2
45,45,0,0,13,0,22.3,123,71,1,0,5.4,16.2,2020-11-07T17:30:00Z,90,15,0,0,0,0,8,0,901837,1,4,15.0,2,62788,88908,26120,50,True,0,,,,,,2
46,46,0,2,28,1,11.1,123,85,0,0,3.5,13.2,2020-11-21T12:30:00Z,90,14,0,0,0,0,9,0,936916,2,0,11.0,8,29343,82283,52940,50,False,0,,,,,,2
47,47,0,1,27,1,48.0,123,91,0,0,6.5,17.2,2020-11-29T16:30:00Z,90,17,0,0,0,0,10,0,975673,0,0,0.0,6,41159,68964,27805,51,True,1,,,,,,2
48,48,1,0,26,0,28.8,123,102,1,0,6.5,30.2,2020-12-05T20:00:00Z,90,10,0,0,0,0,11,0,1223340,1,3,6.0,5,208720,227125,18405,52,True,0,,,,,,2
49,49,0,0,6,0,5.3,123,111,1,0,5.4,16.8,2020-12-12T20:00:00Z,90,7,0,0,0,0,12,0,1340242,0,1,32.0,1,130398,155129,24731,53,False,1,,,,,,2
50,50,0,0,11,0,23.1,123,126,2,0,4.7,12.6,2020-12-15T18:00:00Z,90,20,0,0,0,0,13,0,1400542,1,2,11.0,1,56416,87003,30587,53,False,0,,,,,,2
51,51,0,0,0,0,0.0,123,131,0,0,0.0,0.0,2020-12-21T20:00:00Z,0,19,0,0,0,0,14,0,1424039,0,3,0.0,0,19976,66186,46210,53,True,0,,,,,,2
52,52,0,0,10,0,29.3,123,139,3,0,4.0,9.6,2020-12-26T17:30:00Z,90,1,0,0,0,0,15,0,988256,1,3,1.0,1,-422668,9788,432456,52,False,0,,,,,,2
53,53,0,0,0,0,0.0,123,151,0,0,0.0,0.0,2020-12-28T17:30:00Z,0,2,0,0,0,0,16,0,993066,1,1,0.0,0,-12379,40390,52769,52,True,0,,,,,,2
54,54,0,0,0,0,0.0,123,161,0,0,0.0,0.0,2021-01-03T16:30:00Z,0,12,0,0,0,0,17,0,794896,3,1,0.0,0,-197082,8234,205316,52,True,0,,,,,,2
55,55,0,0,0,0,0.0,123,181,0,0,0.0,0.0,2021-01-16T17:30:00Z,0,8,0,0,0,0,19,0,584609,1,0,0.0,0,-20524,38997,59521,51,False,0,,,,,,2
56,56,0,0,17,0,34.9,123,173,2,0,9.3,24.0,2021-01-19T20:15:00Z,90,9,0,0,0,0,19,0,584609,0,2,34.0,1,-20524,38997,59521,51,False,0,,,,,,2
57,57,0,0,0,0,0.0,123,194,0,0,0.0,0.0,2021-01-27T18:00:00Z,0,20,0,0,0,0,20,0,548096,0,0,0.0,0,-34776,15788,50564,51,True,0,,,,,,2
58,58,0,0,2,0,3.7,123,201,0,0,3.2,5.2,2021-01-31T12:00:00Z,17,4,0,0,0,0,21,0,512195,0,2,23.0,1,-36519,6379,42898,51,True,0,,,,,,2
59,59,0,2,32,1,43.1,123,218,0,0,8.4,15.2,2021-02-04T20:00:00Z,90,17,0,0,0,0,22,0,481212,1,0,26.0,8,-31551,2650,34201,51,False,0,,,,,,2
60,60,0,0,17,0,22.3,123,226,1,0,6.1,12.2,2021-02-07T19:15:00Z,90,15,0,0,0,0,23,0,520289,2,1,26.0,2,36418,49964,13546,50,False,0,,,,,,2
61,61,0,0,2,0,0.5,123,231,0,0,2.3,3.0,2021-02-15T20:00:00Z,12,14,0,0,0,0,24,0,533287,0,2,19.0,1,11563,30934,19371,50,True,0,,,,,,2
62,62,0,1,17,0,14.7,123,246,1,0,3.6,11.6,2021-02-20T12:30:00Z,90,16,0,0,0,0,25,0,520771,1,1,10.0,3,-13690,13558,27248,50,False,0,,,,,,2
63,63,0,0,10,0,14.3,123,249,0,0,4.5,10.4,2021-02-28T16:30:00Z,45,13,0,0,0,0,26,0,499508,0,0,20.0,1,-21362,12205,33567,50,True,0,,,,,,2
