,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
0,0,0,0,0,0,0.0,713,263,0,0,0.0,0.0,2022-02-26T15:30:00Z,0,4,0,0,0,0,27,0,0,2,0,0.0,0,0,0,0,45,False,0,,,,,,3
1,1,0,0,0,0,0.0,713,271,0,0,0.0,0.0,2022-03-05T15:00:00Z,0,16,0,0,0,0,28,0,58,0,4,0.0,0,39,46,7,45,True,0,,,,,,3
2,2,0,0,0,0,0.0,713,196,0,0,0.0,0.0,2022-03-10T19:45:00Z,0,10,0,0,0,0,28,0,58,3,0,0.0,0,39,46,7,45,False,0,,,,,,3
3,3,0,0,0,0,0.0,713,290,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,19,0,0,0,0,29,0,93,1,2,0.0,0,6,30,24,45,False,0,,,,,,3
4,4,0,0,0,0,0.0,713,291,0,0,0.0,0.0,2022-03-19T12:30:00Z,0,1,0,0,0,0,30,0,156,1,0,0.0,0,19,37,18,45,True,0,,,,,,3
5,5,0,0,0,0,0.0,713,310,0,0,0.0,0.0,2022-04-02T14:00:00Z,0,20,0,0,0,0,31,0,130,1,2,0.0,0,-2,24,26,45,False,0,,,,,,3
6,6,0,0,0,0,0.0,713,312,0,0,0.0,0.0,2022-04-09T16:30:00Z,0,17,0,0,0,0,32,0,137,4,0,0.0,0,1,13,12,45,True,0,,,,,,3
7,7,0,0,0,0,0.0,713,337,0,0,0.0,0.0,2022-04-23T14:00:00Z,0,9,0,0,0,0,34,0,194,0,0,0.0,0,30,49,19,45,False,0,,,,,,3
8,8,0,0,0,0,0.0,713,341,0,0,0.0,0.0,2022-04-30T14:00:00Z,0,15,0,0,0,0,35,0,201,0,2,0.0,0,-7,25,32,45,True,0,,,,,,3
9,9,0,0,0,0,0.0,713,354,0,0,0.0,0.0,2022-05-07T14:00:00Z,0,5,0,0,0,0,36,0,222,3,1,0.0,0,13,36,23,45,False,0,,,,,,3
10,10,0,0,0,0,0.0,713,321,0,0,0.0,0.0,2022-05-10T19:00:00Z,0,11,0,0,0,0,36,0,222,2,1,0.0,0,13,36,23,45,True,0,,,,,,3
11,11,0,0,0,0,0.0,713,361,0,0,0.0,0.0,2022-05-15T13:00:00Z,0,7,0,0,0,0,37,0,254,1,1,0.0,0,18,46,28,45,True,0,,,,,,3
12,12,0,0,0,0,0.0,713,171,0,0,0.0,0.0,2022-05-19T19:00:00Z,0,5,0,0,0,0,37,0,254,1,1,0.0,0,18,46,28,45,True,0,,,,,,3
