,Unnamed: 0,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
0,0,0,44.0,0.0,0.0,0,8,0,1.0,39.0,14.3,1.0,0.0,306,0.0,0.0,7,2.0,1,0,2.2,306.0,5.0,1.0,2016-08-13T14:00:00Z,13 Aug 15:00,0.0,0.0,54,0.0,0.0,18,0,0.0,0,0,8.0,0,1,0,12530,0.0,0.0,1.0,1,1,3.0,1,0,0,0,55,True,0.0,0,,,,,,3
1,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,306,0.0,0.0,11,0.0,0,0,0.0,831.0,0.0,0.0,2016-08-19T19:00:00Z,19 Aug 20:00,0.0,0.0,0,0.0,0.0,11,0,0.0,0,0,0.0,0,2,0,12106,0.0,0.0,0.0,0,2,0.0,0,-1280,163,1443,55,False,0.0,0,,,,,,3
2,2,1,6.0,0.0,0.0,0,13,0,1.0,6.0,10.8,0.0,0.0,306,0.0,0.0,26,0.0,0,0,3.7,1371.0,18.4,1.0,2016-08-27T14:00:00Z,27 Aug 15:00,0.0,0.0,9,0.0,0.0,15,0,0.0,0,0,1.0,0,3,0,10530,0.0,0.0,0.0,1,1,8.0,4,-1781,202,1983,54,True,0.0,0,,,,,,3
3,3,0,5.0,0.0,0.0,0,3,0,1.0,4.0,11.4,0.0,0.0,306,0.0,0.0,31,1.0,1,0,1.9,1921.0,3.2,1.0,2016-09-10T14:00:00Z,10 Sep 15:00,0.0,0.0,11,0.0,0.0,1,0,0.0,0,0,0.0,0,4,0,9591,0.0,0.0,0.0,1,2,4.0,1,-1148,288,1436,54,False,0.0,0,,,,,,3
4,4,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,306,0.0,0.0,48,0.0,0,0,0.0,2502.0,0.0,0.0,2016-09-18T13:15:00Z,18 Sep 14:15,0.0,0.0,0,0.0,0.0,16,0,0.0,0,0,0.0,0,5,0,8714,0.0,0.0,0.0,0,1,0.0,0,-931,73,1004,53,True,0.0,0,,,,,,3
5,5,0,7.0,0.0,0.0,0,22,0,2.0,5.0,2.3,0.0,0.0,306,0.0,0.0,59,0.0,0,1,7.5,3086.0,38.2,0.0,2016-09-25T15:00:00Z,25 Sep 16:00,0.0,0.0,11,0.0,0.0,20,0,0.0,0,0,1.0,0,6,0,7681,0.0,0.0,0.0,3,0,34.0,6,-1087,39,1126,53,False,0.0,0,,,,,,3
6,6,0,7.0,0.0,0.0,0,3,0,0.0,7.0,1.0,0.0,0.0,306,0.0,0.0,64,0.0,0,0,0.1,3672.0,0.0,0.0,2016-10-02T13:15:00Z,02 Oct 14:15,0.0,0.0,8,0.0,0.0,8,0,0.0,0,0,1.0,0,7,0,7726,0.0,0.0,0.0,0,0,0.0,1,-32,421,453,52,False,0.0,0,,,,,,3
7,7,0,4.0,0.0,0.0,0,5,0,0.0,3.0,14.5,0.0,0.0,306,0.0,0.0,78,0.0,0,0,3.1,4261.0,7.6,1.0,2016-10-16T15:00:00Z,16 Oct 16:00,0.0,0.0,3,0.0,1.0,3,0,0.0,0,0,1.0,0,8,0,7573,0.0,0.0,0.0,1,3,9.0,1,-218,214,432,52,True,0.0,0,,,,,,3
8,8,0,7.0,0.0,0.0,0,6,0,1.0,3.0,3.1,0.0,0.0,306,0.0,0.0,88,0.0,0,0,0.6,4853.0,3.2,0.0,2016-10-23T12:30:00Z,23 Oct 13:30,0.0,0.0,8,0.0,0.0,10,0,0.0,0,0,3.0,0,9,0,7181,0.0,1.0,0.0,1,1,0.0,1,-414,81,495,52,False,0.0,0,,,,,,3
9,9,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,306,0.0,0.0,95,0.0,0,0,0.0,5447.0,0.0,0.0,2016-10-30T16:00:00Z,30 Oct 16:00,0.0,0.0,0,0.0,0.0,4,0,0.0,0,0,0.0,0,10,0,6910,0.0,0.0,0.0,2,0,0.0,0,-295,42,337,51,True,0.0,0,,,,,,3
