,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
0,0,0,0,0,0,0.0,709,254,0,0,0.0,0.0,2022-02-19T15:00:00Z,0,6,0,0,0,0,26,0,0,1,0,0.0,0,0,0,0,40,True,0,,,,,,2
1,1,0,0,0,0,0.0,709,178,0,0,0.0,0.0,2022-02-23T19:30:00Z,0,18,0,0,0,0,26,0,0,4,1,0.0,0,0,0,0,40,False,0,,,,,,2
2,2,0,0,0,0,0.0,709,265,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,5,0,0,0,0,27,0,763,1,1,0.0,0,186,206,20,40,True,0,,,,,,2
3,3,0,0,0,0,0.0,709,280,0,0,0.0,0.0,2022-03-05T15:00:00Z,0,20,0,0,0,0,28,0,473,2,0,0.0,0,89,154,65,40,False,0,,,,,,2
4,4,0,0,0,0,0.0,709,285,0,0,0.0,0.0,2022-03-14T20:00:00Z,0,12,0,0,0,0,29,0,811,0,0,0.0,0,161,230,69,40,True,0,,,,,,2
5,5,0,0,0,0,0.0,709,304,0,0,0.0,0.0,2022-04-04T19:00:00Z,0,1,0,0,0,0,31,0,967,0,3,0.0,0,95,157,62,40,True,0,,,,,,2
6,6,0,0,0,0,0.0,709,315,0,0,0.0,0.0,2022-04-10T13:00:00Z,0,9,0,0,0,0,32,0,1073,1,2,0.0,0,65,121,56,40,False,0,,,,,,2
7,7,0,0,0,0,0.0,709,296,0,0,0.0,0.0,2022-04-20T18:45:00Z,0,14,0,0,0,0,33,0,1282,0,1,0.0,0,77,151,74,40,False,0,,,,,,2
8,8,0,0,0,0,0.0,709,336,0,0,0.0,0.0,2022-04-25T19:00:00Z,0,10,0,0,0,0,34,0,1374,0,0,0.0,0,95,149,54,40,True,0,,,,,,2
9,9,0,0,0,0,0.0,709,346,0,0,0.0,0.0,2022-04-30T14:00:00Z,0,16,0,0,0,0,35,0,1476,2,1,0.0,0,54,117,63,40,False,0,,,,,,2
10,10,0,0,0,0,0.0,709,356,0,0,0.0,0.0,2022-05-07T14:00:00Z,0,18,0,0,0,0,36,0,1614,0,1,0.0,0,56,142,86,40,True,0,,,,,,2
11,11,0,0,0,0,0.0,709,361,0,0,0.0,0.0,2022-05-15T13:00:00Z,0,2,0,0,0,0,37,0,1926,1,1,0.0,0,145,237,92,40,False,0,,,,,,2
12,12,0,0,0,0,0.0,709,322,0,0,0.0,0.0,2022-05-19T18:45:00Z,0,8,0,0,0,0,37,0,1926,2,3,0.0,0,145,237,92,40,False,0,,,,,,2
13,13,0,0,0,0,0.0,709,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,13,0,0,0,0,38,0,1997,0,1,0.0,0,102,199,97,40,True,0,,,,,,2
14,14,0,0,0,0,0.0,766,363,0,0,0.0,0.0,2023-05-20T14:00:00Z,0,9,0,0,0,0,37,0,0,2,2,0.0,0,0,0,0,40,False,0,0.0,0.0,0.0,0.0,0.0,2
15,15,0,0,0,0,0.0,766,375,0,0,0.0,0.0,2023-05-28T15:30:00Z,0,16,0,0,0,0,38,0,319,1,1,0.0,0,183,195,12,40,True,0,0.0,0.0,0.0,0.0,0.0,2
16,16,0,0,0,0,0.0,763,167,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,13,0,0,0,0,17,0,0,2,2,0.0,0,0,0,0,40,False,0,0.0,0.0,0.0,0.0,0.0,2
17,17,0,0,0,0,0.0,763,172,0,0,0.0,0.0,2023-12-21T20:00:00Z,0,5,0,0,0,0,18,0,261,1,1,0.0,0,122,146,24,40,True,0,0.0,0.0,0.0,0.0,0.0,2
18,18,0,0,0,0,0.0,763,186,0,0,0.0,0.0,2023-12-27T19:30:00Z,0,7,0,0,0,0,19,0,421,1,2,0.0,0,117,150,33,40,False,0,0.0,0.0,0.0,0.0,0.0,2
19,19,0,0,18,0,4.1,314,195,3,1,8.5,28.8,2023-12-30T12:30:00Z,90,7,0,0,0,0,20,0,108605,3,2,52.0,6,-9100,6953,16053,48,True,0,0.08,1.21,1.13,1.5,1.0,2
20,20,0,0,3,0,21.8,314,190,2,0,7.0,17.4,2023-12-26T15:00:00Z,70,17,0,0,0,0,19,0,118258,3,2,31.0,2,17483,23362,5879,48,False,0,0.02,0.1,0.08,2.46,1.0,2
21,21,0,0,4,1,22.5,314,175,0,0,6.4,8.4,2023-12-23T15:00:00Z,79,15,0,0,0,0,18,0,100937,0,1,33.0,2,19517,25143,5626,48,True,0,0.03,0.6,0.57,1.28,1.0,2
22,22,0,1,27,0,11.7,314,156,2,1,8.4,35.4,2023-12-10T14:00:00Z,90,13,0,0,0,0,16,0,63358,2,1,37.0,7,1439,3483,2044,48,True,0,0.02,0.27,0.25,1.6,1.0,2
23,23,0,0,28,0,2.3,314,146,3,1,7.1,34.0,2023-12-05T20:15:00Z,60,1,0,0,0,0,15,0,61540,4,3,35.0,6,-2087,850,2937,48,True,0,0.0,0.21,0.21,1.72,1.0,2
24,24,0,0,1,0,0.1,314,133,1,0,0.7,0.4,2023-12-02T15:00:00Z,29,4,0,0,0,0,14,0,63471,1,3,6.0,1,-3093,1284,4377,48,False,0,0.0,0.02,0.02,1.79,0.0,2
