,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,position,player
0,0,0,0,0,0.0,711,376,0,0,0.0,0.0,2021-05-23T15:00:00Z,0,4,0,0,0,0,38,0,0,0,1,0.0,0,0,0,0,45,True,0,,,,,,4,648
1,0,0,0,0,0.0,648,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,7,0,0,0,0,3,0,1904,0,3,0.0,0,133,274,141,40,False,0,0.0,0.00,0.00,0.00,0.00,4,648
2,0,0,0,0,0.0,648,38,0,0,0.0,0.0,2023-09-01T19:00:00Z,0,19,0,0,0,0,4,0,2244,2,1,0.0,0,-89,112,201,40,True,0,0.0,0.00,0.00,0.00,0.00,4,648
3,0,0,0,0,0.0,648,44,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,10,0,0,0,0,5,0,2493,0,1,0.0,0,-151,97,248,40,False,0,0.0,0.00,0.00,0.00,0.00,4,648
4,0,0,0,0,0.0,648,58,0,0,0.0,0.0,2023-09-23T14:00:00Z,0,20,0,0,0,0,6,0,2261,1,1,0.0,0,-236,0,236,40,True,0,0.0,0.00,0.00,0.00,0.00,4,648
5,0,0,0,0,0.0,648,63,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,9,0,0,0,0,7,0,2121,2,1,0.0,0,-139,0,139,40,False,0,0.0,0.00,0.00,0.00,0.00,4,648
6,0,0,0,0,0.0,648,15,0,0,0.0,0.0,2023-10-03T18:30:00Z,0,6,0,0,0,0,7,0,2121,2,1,0.0,0,-139,0,139,40,True,0,0.0,0.00,0.00,0.00,0.00,4,648
7,0,0,0,0,0.0,648,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,18,0,0,0,0,8,0,2060,1,0,0.0,0,-60,0,60,40,True,0,0.0,0.00,0.00,0.00,0.00,4,648
8,0,0,0,0,0.0,648,88,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,16,0,0,0,0,9,0,1999,2,2,0.0,0,-68,0,68,40,False,0,0.0,0.00,0.00,0.00,0.00,4,648
9,0,0,0,0,0.0,648,92,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,2,0,0,0,0,10,0,1972,1,3,0.0,0,-29,0,29,40,False,0,0.0,0.00,0.00,0.00,0.00,4,648
10,0,0,0,0,0.0,648,105,0,0,0.0,0.0,2023-11-05T16:30:00Z,0,11,0,0,0,0,11,0,1929,1,1,0.0,0,-40,0,40,40,True,0,0.0,0.00,0.00,0.00,0.00,4,648
11,0,0,0,0,0.0,648,118,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,14,0,0,0,0,12,0,1898,0,1,0.0,0,-30,0,30,40,False,0,0.0,0.00,0.00,0.00,0.00,4,648
12,0,0,0,0,0.0,648,125,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,8,0,0,0,0,13,0,1858,1,2,0.0,0,-42,0,42,40,True,0,0.0,0.00,0.00,0.00,0.00,4,648
13,0,0,0,0,0.0,648,133,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,4,0,0,0,0,14,0,1840,1,3,0.0,0,-20,0,20,40,False,0,0.0,0.00,0.00,0.00,0.00,4,648
14,0,0,0,0,0.0,648,146,0,0,0.0,0.0,2023-12-05T20:15:00Z,0,1,0,0,0,0,15,0,1834,4,3,0.0,0,-7,0,7,40,True,0,0.0,0.00,0.00,0.00,0.00,4,648
15,0,0,0,0,0.0,648,156,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,13,0,0,0,0,16,0,1817,2,1,0.0,0,-16,0,16,40,True,0,0.0,0.00,0.00,0.00,0.00,4,648
16,0,0,0,0,0.0,648,175,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,15,0,0,0,0,18,0,1786,0,1,0.0,0,-13,0,13,40,True,0,0.0,0.00,0.00,0.00,0.00,4,648
17,0,0,0,0,0.0,648,190,0,0,0.0,0.0,2023-12-26T15:00:00Z,0,17,0,0,0,0,19,0,1779,3,2,0.0,0,-8,0,8,40,False,0,0.0,0.00,0.00,0.00,0.00,4,648
18,0,0,0,0,0.0,648,195,0,0,0.0,0.0,2023-12-30T12:30:00Z,0,7,0,0,0,0,20,0,1769,3,2,0.0,0,-8,0,8,40,True,0,0.0,0.00,0.00,0.00,0.00,4,648
19,0,0,0,0,0.0,648,205,0,0,0.0,0.0,2024-01-12T19:45:00Z,0,6,0,0,0,0,21,0,1747,1,1,0.0,0,-24,0,24,40,False,0,0.0,0.00,0.00,0.00,0.00,4,648
