,Unnamed: 0,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
0,0,0,58.0,0.0,0.0,0,6,0,1.0,52.0,25.9,1.0,0.0,235,0.0,0.0,5,3.0,1,0,5.2,235.0,3.2,1.0,2016-08-13T16:30:00Z,13 Aug 17:30,0.0,0.0,90,0.0,0.0,15,0,0.0,0,0,4.0,0,1,0,176498,1.0,0.0,3.0,1,2,23.0,2,0,0,0,105,True,0.0,0,,,,,,3
1,1,1,51.0,0.0,0.0,0,19,0,0.0,39.0,51.8,1.0,0.0,235,0.0,0.0,14,1.0,1,0,8.5,760.0,21.2,3.0,2016-08-20T11:30:00Z,20 Aug 12:30,0.0,0.0,87,0.0,1.0,14,0,0.0,0,0,6.0,0,2,0,199367,1.0,0.0,0.0,4,1,12.0,4,-7066,6203,13269,105,False,0.0,1,,,,,,3
2,2,1,59.0,2.0,0.0,1,31,0,1.0,49.0,63.0,2.0,0.0,235,0.0,0.0,29,1.0,1,0,11.1,1300.0,26.6,4.0,2016-08-28T15:00:00Z,28 Aug 16:00,0.0,0.0,90,0.0,3.0,20,0,0.0,0,0,2.0,0,3,0,202158,1.0,0.0,1.0,1,3,21.0,6,-10163,10864,21027,105,True,0.0,0,,,,,,3
3,3,1,48.0,0.0,0.0,3,47,0,2.0,40.0,75.6,2.0,0.0,235,0.0,0.0,35,0.0,1,1,16.9,1850.0,48.0,6.0,2016-09-10T11:30:00Z,10 Sep 12:30,0.0,0.0,89,0.0,1.0,11,0,0.0,0,0,10.0,0,4,0,202166,1.0,1.0,4.0,2,1,45.0,13,-9429,11646,21075,105,False,0.0,0,,,,,,3
4,4,1,45.0,2.0,0.0,3,57,1,4.0,39.0,59.0,0.0,0.0,235,0.0,0.0,45,0.0,0,1,17.3,2431.0,71.6,3.0,2016-09-17T14:00:00Z,17 Sep 15:00,0.0,0.0,74,0.0,0.0,2,0,0.0,0,0,6.0,0,5,0,372086,0.0,2.0,0.0,0,4,42.0,14,152780,160832,8052,105,True,1.0,0,,,,,,3
5,5,2,40.0,1.0,0.0,2,39,0,1.0,32.0,47.3,3.0,0.0,235,0.0,0.0,58,1.0,1,0,9.7,3015.0,23.8,3.0,2016-09-24T14:00:00Z,24 Sep 15:00,0.0,0.0,80,0.0,2.0,16,0,0.0,0,0,7.0,0,6,0,809472,1.0,1.0,2.0,3,1,26.0,10,402374,416228,13854,108,False,0.0,0,,,,,,3
6,6,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,235,0.0,0.0,68,0.0,0,0,0.0,3601.0,0.0,0.0,2016-10-02T13:15:00Z,02 Oct 14:15,0.0,0.0,0,0.0,0.0,17,0,0.0,0,0,0.0,0,7,0,406614,0.0,0.0,0.0,0,2,0.0,0,-408685,27076,435761,107,False,0.0,0,,,,,,3
7,7,0,61.0,0.0,1.0,0,6,0,2.0,49.0,69.5,1.0,0.0,235,0.0,0.0,76,1.0,1,0,16.6,4190.0,21.6,4.0,2016-10-15T14:00:00Z,15 Oct 15:00,0.0,0.0,90,0.0,3.0,6,0,0.0,1,0,3.0,0,8,0,329474,4.0,1.0,2.0,1,1,75.0,0,-81759,17492,99251,106,True,0.0,0,,,,,,3
8,8,0,16.0,0.0,0.0,0,1,0,0.0,11.0,6.6,0.0,0.0,235,0.0,0.0,88,0.0,1,0,0.9,4782.0,0.4,0.0,2016-10-23T12:30:00Z,23 Oct 13:30,0.0,0.0,45,0.0,0.0,13,0,0.0,0,0,2.0,0,9,0,410409,2.0,0.0,0.0,1,1,2.0,1,73553,80927,7374,107,True,0.0,0,,,,,,3
9,9,1,8.0,0.0,0.0,0,14,0,1.0,7.0,14.6,0.0,0.0,235,0.0,0.0,100,0.0,0,0,3.9,5376.0,20.4,1.0,2016-10-29T14:00:00Z,29 Oct 15:00,0.0,0.0,23,0.0,1.0,19,0,0.0,0,0,1.0,0,10,0,365354,0.0,0.0,0.0,4,0,4.0,4,-47829,10559,58388,107,False,0.0,0,,,,,,3
