,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,position,player
0,0,0,0,0,0.0,350,8,0,0,0.0,0.0,2020-09-14T17:00:00Z,0,20,0,0,0,0,1,0,9649,2,0,0.0,0,0,0,0,45,True,0,,,,,,1,640
1,0,0,0,0,0.0,350,10,0,0,0.0,0.0,2020-09-21T17:00:00Z,0,2,0,0,0,0,2,0,10250,0,1,0.0,0,-919,252,1171,45,False,0,,,,,,1,640
2,0,0,0,0,0.0,350,25,0,0,0.0,0.0,2020-09-27T11:00:00Z,0,10,0,0,0,0,3,0,9815,1,0,0.0,0,-988,174,1162,45,True,0,,,,,,1,640
3,0,0,0,0,0.0,350,29,0,0,0.0,0.0,2020-10-04T13:00:00Z,0,1,0,0,0,0,4,0,9496,1,2,0.0,0,-658,104,762,45,False,0,,,,,,1,640
4,0,0,0,0,0.0,350,46,0,0,0.0,0.0,2020-10-18T11:00:00Z,0,8,0,0,0,0,5,0,9205,1,1,0.0,0,-594,230,824,44,True,0,,,,,,1,640
5,0,0,0,0,0.0,350,54,0,0,0.0,0.0,2020-10-24T19:00:00Z,0,11,0,0,0,0,6,0,9039,1,2,0.0,0,-291,215,506,44,False,0,,,,,,1,640
6,0,0,0,0,0.0,350,66,0,0,0.0,0.0,2020-10-31T12:30:00Z,0,12,0,0,0,0,7,0,8965,1,0,0.0,0,-182,161,343,44,True,0,,,,,,1,640
7,0,0,0,0,0.0,350,71,0,0,0.0,0.0,2020-11-07T17:30:00Z,0,5,0,0,0,0,8,0,8818,1,4,0.0,0,-200,87,287,44,False,0,,,,,,1,640
8,0,0,0,0,0.0,350,86,0,0,0.0,0.0,2020-11-22T14:00:00Z,0,19,0,0,0,0,9,0,8692,1,0,0.0,0,-241,97,338,44,True,0,,,,,,1,640
9,0,0,0,0,0.0,350,97,0,0,0.0,0.0,2020-11-28T20:00:00Z,0,18,0,0,0,0,10,0,8596,0,1,0.0,0,-143,63,206,44,False,0,,,,,,1,640
10,0,0,0,0,0.0,350,105,0,0,0.0,0.0,2020-12-06T14:15:00Z,0,9,0,0,0,0,11,0,8443,2,1,0.0,0,-201,46,247,44,True,0,,,,,,1,640
11,0,0,0,0,0.0,350,117,0,0,0.0,0.0,2020-12-13T12:00:00Z,0,16,0,0,0,0,12,0,8344,0,3,0.0,0,-160,55,215,44,False,0,,,,,,1,640
12,0,0,0,0,0.0,350,124,0,0,0.0,0.0,2020-12-17T20:00:00Z,0,13,0,0,0,0,13,0,8225,3,2,0.0,0,-140,29,169,44,True,0,,,,,,1,640
13,0,0,0,0,0.0,350,129,0,0,0.0,0.0,2020-12-20T12:00:00Z,0,3,0,0,0,0,14,0,8151,1,1,0.0,0,-109,28,137,44,False,0,,,,,,1,640
14,0,0,0,0,0.0,350,146,0,0,0.0,0.0,2020-12-26T20:00:00Z,0,7,0,0,0,0,15,0,8123,1,0,0.0,0,-94,102,196,43,True,0,,,,,,1,640
15,0,0,0,0,0.0,350,150,0,0,0.0,0.0,2020-12-29T18:00:00Z,0,4,0,0,0,0,16,0,8084,0,1,0.0,0,-71,60,131,43,False,0,,,,,,1,640
16,0,0,0,0,0.0,350,162,0,0,0.0,0.0,2021-01-02T15:00:00Z,0,6,0,0,0,0,17,0,8021,0,2,0.0,0,-97,61,158,43,False,0,,,,,,1,640
17,0,0,0,0,0.0,350,174,0,0,0.0,0.0,2021-01-12T18:00:00Z,0,14,0,0,0,0,18,0,8623,0,1,0.0,0,-86,197,283,43,True,0,,,,,,1,640
18,0,0,0,0,0.0,350,186,0,0,0.0,0.0,2021-01-17T14:00:00Z,0,17,0,0,0,0,19,0,7925,3,1,0.0,0,-85,88,173,43,True,0,,,,,,1,640
19,0,0,0,0,0.0,350,192,0,0,0.0,0.0,2021-01-27T20:15:00Z,0,13,0,0,0,0,20,0,7865,2,1,0.0,0,-114,82,196,43,False,0,,,,,,1,640
20,0,0,0,0,0.0,350,205,0,0,0.0,0.0,2021-01-30T15:00:00Z,0,12,0,0,0,0,21,0,7847,0,1,0.0,0,-40,59,99,43,False,0,,,,,,1,640
21,0,0,0,0,0.0,350,214,0,0,0.0,0.0,2021-02-02T18:00:00Z,0,18,0,0,0,0,22,0,7892,1,2,0.0,0,19,119,100,43,True,0,,,,,,1,640
22,0,0,0,0,0.0,350,226,0,0,0.0,0.0,2021-02-07T19:15:00Z,0,5,0,0,0,0,23,0,7895,2,1,0.0,0,-19,137,156,43,True,0,,,,,,1,640
23,0,0,0,0,0.0,350,238,0,0,0.0,0.0,2021-02-15T18:00:00Z,0,19,0,0,0,0,24,0,7862,0,3,0.0,0,-96,127,223,43,False,0,,,,,,1,640
24,0,0,0,0,0.0,350,243,0,0,0.0,0.0,2021-02-20T20:00:00Z,0,8,0,0,0,0,25,0,8042,0,1,0.0,0,125,304,179,43,False,0,,,,,,1,640
25,0,0,0,0,0.0,350,256,0,0,0.0,0.0,2021-02-28T19:15:00Z,0,11,0,0,0,0,26,0,7847,2,0,0.0,0,-230,185,415,43,True,0,,,,,,1,640
26,0,0,0,0,0.0,350,285,0,0,0.0,0.0,2021-03-03T18:00:00Z,0,2,0,0,0,0,26,0,7847,0,1,0.0,0,-230,185,415,43,True,0,,,,,,1,640
27,0,0,0,0,0.0,350,265,0,0,0.0,0.0,2021-03-06T15:00:00Z,0,16,0,0,0,0,27,0,7992,2,0,0.0,0,95,253,158,43,True,0,,,,,,1,640
