,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,position,player
0,0,0,0,0,0.0,565,139,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,17,0,0,0,0,14,0,0,2,3,0.0,0,0,0,0,45,False,0,,,,,,3,82
1,0,0,0,0,0.0,565,148,0,0,0.0,0.0,2019-12-03T19:30:00Z,0,7,0,0,0,0,15,0,38,0,1,0.0,0,22,25,3,45,False,0,,,,,,3,82
2,0,0,0,0,0.0,565,152,0,0,0.0,0.0,2019-12-07T15:00:00Z,0,10,0,0,0,0,16,0,66,3,0,0.0,0,15,31,16,45,True,0,,,,,,3,82
3,0,0,0,0,0.0,565,163,0,0,0.0,0.0,2019-12-14T15:00:00Z,0,6,0,0,0,0,17,0,120,1,0,0.0,0,21,40,19,45,False,0,,,,,,3,82
4,0,0,0,0,0.0,565,172,0,0,0.0,0.0,2019-12-21T15:00:00Z,0,5,0,0,0,0,18,0,156,1,0,0.0,0,11,37,26,45,True,0,,,,,,3,82
5,0,0,0,0,0.0,565,182,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,1,0,0,0,0,19,0,172,1,1,0.0,0,-4,17,21,45,True,0,,,,,,3,82
6,0,0,0,0,0.0,565,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,4,0,0,0,0,20,0,211,0,2,0.0,0,15,34,19,45,False,0,,,,,,3,82
7,0,0,0,0,0.0,565,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,19,0,0,0,0,21,0,244,0,4,0.0,0,1,39,38,45,False,0,,,,,,3,82
8,0,0,0,0,0.0,565,212,0,0,0.0,0.0,2020-01-12T14:00:00Z,0,18,0,0,0,0,22,0,257,3,0,0.0,0,-4,39,43,45,True,0,,,,,,3,82
9,0,0,0,0,0.0,565,227,0,0,0.0,0.0,2020-01-18T15:00:00Z,0,14,0,0,0,0,23,0,286,0,1,0.0,0,5,38,33,45,False,0,,,,,,3,82
10,0,0,0,0,0.0,565,232,0,0,0.0,0.0,2020-01-21T19:30:00Z,0,4,0,0,0,0,24,0,304,1,3,0.0,0,2,14,12,45,True,0,,,,,,3,82
11,0,0,0,0,0.0,565,241,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,2,0,0,0,0,25,0,325,1,2,0.0,0,4,31,27,45,True,0,,,,,,3,82
12,0,0,0,0,0.0,565,258,0,0,0.0,0.0,2020-02-09T14:00:00Z,0,15,0,0,0,0,26,0,360,1,2,0.0,0,10,34,24,45,False,0,,,,,,3,82
13,0,0,0,0,0.0,565,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,5,0,0,0,0,27,0,387,0,3,0.0,0,4,20,16,45,False,0,,,,,,3,82
14,0,0,0,0,0.0,565,272,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,6,0,0,0,0,28,0,388,2,2,0.0,0,-14,8,22,45,True,0,,,,,,3,82
15,0,0,0,0,0.0,565,286,0,0,0.0,0.0,2020-03-07T12:30:00Z,0,10,0,0,0,0,29,0,408,1,2,0.0,0,9,27,18,45,False,0,,,,,,3,82
16,0,0,0,0,0.0,565,292,0,0,0.0,0.0,2020-06-20T18:45:00Z,0,7,0,0,0,0,39,0,539,2,0,0.0,0,65,147,82,45,True,0,,,,,,3,82
17,0,0,0,0,0.0,565,310,0,0,0.0,0.0,2020-06-24T17:00:00Z,0,20,0,0,0,0,40,0,545,0,1,0.0,0,-8,18,26,45,False,0,,,,,,3,82
18,0,0,0,0,0.0,565,313,0,0,0.0,0.0,2020-07-01T17:00:00Z,0,13,0,0,0,0,41,0,555,4,1,0.0,0,-11,12,23,45,True,0,,,,,,3,82
19,0,0,0,0,0.0,565,325,0,0,0.0,0.0,2020-07-04T14:00:00Z,0,12,0,0,0,0,42,0,553,2,5,0.0,0,-6,22,28,45,False,0,,,,,,3,82
20,0,0,0,0,0.0,565,333,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,17,0,0,0,0,43,0,549,0,0,0.0,0,-7,14,21,45,True,0,,,,,,3,82
21,0,0,0,0,0.0,565,342,0,0,0.0,0.0,2020-07-12T18:00:00Z,0,9,0,0,0,0,44,0,562,1,4,0.0,0,5,19,14,45,True,0,,,,,,3,82
22,0,0,0,0,0.0,565,357,0,0,0.0,0.0,2020-07-15T17:00:00Z,0,11,0,0,0,0,45,0,562,1,2,0.0,0,-8,14,22,45,False,0,,,,,,3,82
23,0,0,0,0,0.0,565,362,0,0,0.0,0.0,2020-07-19T13:00:00Z,0,16,0,0,0,0,46,0,620,2,0,0.0,0,14,28,14,45,True,0,,,,,,3,82
24,0,0,0,0,0.0,565,375,0,0,0.0,0.0,2020-07-26T15:00:00Z,0,8,0,0,0,0,47,0,614,3,1,0.0,0,3,24,21,45,False,0,,,,,,3,82
25,0,1,32,0,14.8,82,14,3,1,8.4,38.4,2023-08-19T14:00:00Z,75,11,0,0,0,0,2,0,130520,1,3,31.0,6,33524,46499,12975,45,False,1,1.0,0.18,0.10,0.28,3.00,3,82
26,0,0,-4,0,2.2,82,22,2,0,1.1,0.0,2023-08-26T11:30:00Z,72,18,0,0,0,0,3,0,246922,2,0,10.0,2,101529,131178,29649,45,True,0,1.0,0.17,0.02,0.19,1.78,3,82
27,0,0,-3,0,1.3,82,32,1,0,2.7,3.2,2023-09-02T14:00:00Z,59,4,0,0,0,0,4,0,307508,2,2,22.0,1,54925,89377,34452,45,False,0,1.0,0.19,0.00,0.19,1.45,3,82
28,0,0,0,0,0.0,82,42,0,0,0.0,0.0,2023-09-17T13:00:00Z,0,7,0,0,0,0,5,0,323922,0,0,0.0,0,11552,51486,39934,45,True,0,0.0,0.00,0.00,0.00,0.00,3,82
