,Unnamed: 0,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
0,0,0,57.0,0.0,0.0,0,14,0,11.0,48.0,0.4,2.0,0.0,303,0.0,0.0,7,1.0,1,0,2.2,303.0,17.2,0.0,2016-08-13T14:00:00Z,13 Aug 15:00,0.0,0.0,90,0.0,0.0,18,0,0.0,0,0,6.0,0,1,0,456854,0.0,0.0,1.0,1,1,4.0,1,0,0,0,55,True,0.0,1,,,,,,2
1,1,0,41.0,0.0,0.0,0,15,0,12.0,34.0,1.3,0.0,0.0,303,0.0,0.0,11,2.0,2,0,5.0,828.0,20.4,0.0,2016-08-19T19:00:00Z,19 Aug 20:00,0.0,0.0,90,0.0,0.0,11,0,0.0,0,0,1.0,0,2,0,445780,0.0,1.0,1.0,0,2,28.0,1,-28625,2484,31109,55,False,0.0,0,,,,,,2
2,2,0,43.0,0.0,0.0,0,16,0,11.0,33.0,0.6,0.0,0.0,303,0.0,0.0,26,1.0,1,0,2.7,1368.0,22.2,0.0,2016-08-27T14:00:00Z,27 Aug 15:00,0.0,0.0,90,0.0,0.0,15,0,0.0,0,0,0.0,0,3,0,419286,0.0,2.0,0.0,1,1,4.0,2,-32322,5245,37567,55,True,0.0,0,,,,,,2
3,3,0,37.0,0.0,0.0,0,13,0,15.0,32.0,0.2,0.0,0.0,303,0.0,0.0,31,1.0,2,0,3.2,1918.0,28.2,0.0,2016-09-10T14:00:00Z,10 Sep 15:00,0.0,0.0,90,0.0,0.0,1,0,0.0,0,0,2.0,0,4,0,373615,0.0,0.0,0.0,1,2,4.0,0,-47861,1459,49320,55,False,0.0,1,,,,,,2
4,4,0,55.0,0.0,0.0,1,27,1,5.0,52.0,0.5,0.0,0.0,303,0.0,0.0,48,1.0,0,0,4.2,2499.0,14.2,0.0,2016-09-18T13:15:00Z,18 Sep 14:15,0.0,0.0,90,0.0,0.0,16,0,0.0,0,0,8.0,0,5,0,350633,0.0,0.0,0.0,0,1,27.0,7,-23990,1322,25312,54,True,0.0,0,,,,,,2
5,5,0,46.0,0.0,0.0,0,29,1,22.0,40.0,1.8,0.0,0.0,303,0.0,0.0,59,1.0,0,0,5.1,3083.0,46.8,0.0,2016-09-25T15:00:00Z,25 Sep 16:00,0.0,0.0,90,0.0,0.0,20,0,0.0,0,0,2.0,0,6,0,332240,0.0,0.0,0.0,3,0,2.0,5,-19527,2358,21885,54,False,0.0,1,,,,,,2
6,6,0,85.0,1.0,0.0,3,33,1,9.0,73.0,13.6,0.0,0.0,303,0.0,1.0,64,1.0,0,0,4.8,3669.0,26.6,1.0,2016-10-02T13:15:00Z,02 Oct 14:15,0.0,0.0,90,0.0,0.0,8,0,0.0,0,0,9.0,0,7,0,325793,0.0,1.0,0.0,0,0,8.0,9,-7636,3653,11289,54,False,0.0,0,,,,,,2
7,7,0,60.0,0.0,0.0,0,26,0,10.0,51.0,10.8,2.0,0.0,303,0.0,0.0,78,0.0,1,0,7.6,4258.0,38.4,1.0,2016-10-16T15:00:00Z,16 Oct 16:00,0.0,0.0,90,0.0,0.0,3,0,0.0,0,0,7.0,0,8,0,359413,0.0,3.0,0.0,1,3,27.0,2,28897,34343,5446,54,True,0.0,0,,,,,,2
8,8,0,23.0,0.0,0.0,0,17,0,14.0,17.0,0.2,1.0,0.0,303,0.0,0.0,88,0.0,1,0,4.3,4850.0,42.8,0.0,2016-10-23T12:30:00Z,23 Oct 13:30,0.0,0.0,90,0.0,0.0,10,0,0.0,0,0,6.0,0,9,0,359671,1.0,1.0,0.0,1,1,0.0,2,-2062,9614,11676,54,False,0.0,0,,,,,,2
9,9,0,52.0,0.0,0.0,0,11,0,4.0,46.0,1.4,0.0,0.0,303,0.0,0.0,95,3.0,2,0,2.2,5444.0,15.0,0.0,2016-10-30T16:00:00Z,30 Oct 16:00,0.0,0.0,90,0.0,0.0,4,0,0.0,0,0,2.0,0,10,0,364456,0.0,1.0,0.0,2,0,6.0,1,3166,10665,7499,54,True,0.0,0,,,,,,2
10,10,0,62.0,0.0,0.0,0,9,0,4.0,51.0,1.5,0.0,0.0,303,0.0,0.0,105,2.0,2,0,2.3,6042.0,8.4,0.0,2016-11-06T14:15:00Z,06 Nov 14:15,0.0,0.0,90,0.0,0.0,7,0,0.0,0,0,4.0,0,11,0,379178,0.0,0.0,2.0,1,2,13.0,1,12761,21268,8507,54,False,0.0,0,,,,,,2
11,11,0,45.0,0.0,0.0,1,29,1,6.0,36.0,0.1,0.0,0.0,303,0.0,0.0,115,0.0,0,0,2.5,6641.0,25.0,0.0,2016-11-19T15:00:00Z,19 Nov 15:00,0.0,0.0,90,0.0,0.0,9,0,0.0,0,0,7.0,0,12,0,376558,0.0,1.0,0.0,0,0,0.0,7,-4875,8074,12949,54,True,0.0,0,,,,,,2
12,12,0,45.0,0.0,0.0,1,28,1,8.0,31.0,21.4,1.0,0.0,303,0.0,0.0,128,1.0,0,0,6.4,7242.0,18.8,2.0,2016-11-27T16:30:00Z,27 Nov 16:30,0.0,0.0,90,0.0,0.0,6,0,0.0,0,0,7.0,0,13,0,394793,0.0,1.0,0.0,0,1,24.0,7,16065,19190,3125,55,True,0.0,0,,,,,,2
13,13,0,34.0,0.0,0.0,0,22,0,17.0,30.0,0.7,0.0,0.0,303,0.0,0.0,132,0.0,3,0,5.2,7846.0,42.2,0.0,2016-12-03T15:00:00Z,03 Dec 15:00,0.0,0.0,90,0.0,0.0,5,0,0.0,0,0,1.0,0,14,0,439161,1.0,3.0,1.0,0,3,9.0,1,40925,43774,2849,55,False,0.0,0,,,,,,2
14,14,0,53.0,0.0,0.0,3,34,1,14.0,46.0,0.8,2.0,0.0,303,0.0,0.0,150,1.0,0,0,3.0,8451.0,29.0,0.0,2016-12-11T14:15:00Z,11 Dec 14:15,0.0,0.0,90,0.0,0.0,12,0,0.0,0,0,7.0,0,15,0,457285,0.0,1.0,0.0,0,1,0.0,9,14739,22142,7403,56,True,0.0,0,,,,,,2
15,15,0,50.0,0.0,0.0,3,31,1,8.0,43.0,11.9,0.0,0.0,303,0.0,0.0,159,0.0,0,0,6.1,9061.0,27.2,1.0,2016-12-14T20:00:00Z,14 Dec 20:00,0.0,0.0,90,0.0,0.0,14,0,0.0,0,0,4.0,0,16,0,490358,0.0,2.0,1.0,0,0,22.0,9,29836,33395,3559,56,False,0.0,0,,,,,,2
16,16,0,47.0,0.0,0.0,0,21,0,7.0,41.0,0.5,0.0,0.0,303,0.0,0.0,161,0.0,1,0,3.3,9675.0,25.4,0.0,2016-12-18T13:30:00Z,18 Dec 13:30,0.0,0.0,90,0.0,0.0,2,0,0.0,0,0,7.0,0,17,0,536466,0.0,3.0,0.0,3,1,7.0,2,41574,44565,2991,57,False,0.0,0,,,,,,2
17,17,0,35.0,0.0,0.0,2,32,0,8.0,28.0,0.5,0.0,0.0,303,0.0,0.0,178,0.0,4,1,7.5,10291.0,55.4,0.0,2016-12-28T19:45:00Z,28 Dec 19:45,0.0,0.0,90,0.0,0.0,17,0,0.0,0,0,9.0,0,18,0,564637,1.0,2.0,0.0,4,1,19.0,8,20798,32762,11964,57,True,0.0,0,,,,,,2
18,18,0,54.0,0.0,0.0,0,7,0,9.0,48.0,1.0,0.0,0.0,303,0.0,0.0,188,3.0,2,0,1.6,10909.0,13.4,0.0,2016-12-31T15:00:00Z,31 Dec 15:00,0.0,0.0,88,0.0,0.0,19,0,0.0,0,0,10.0,1,19,0,632414,0.0,1.0,0.0,2,1,2.0,-2,62477,68754,6277,58,True,0.0,0,,,,,,2
19,19,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0,193,0.0,0,0,0.0,11531.0,0.0,0.0,2017-01-02T15:00:00Z,02 Jan 15:00,0.0,0.0,0,0.0,0.0,6,0,0.0,0,0,0.0,0,20,0,520662,0.0,0.0,0.0,0,3,0.0,0,-112940,9143,122083,58,False,0.0,0,,,,,,2
20,20,0,39.0,0.0,0.0,0,17,0,13.0,29.0,11.3,1.0,0.0,303,0.0,0.0,201,1.0,1,0,6.1,12155.0,25.6,1.0,2017-01-14T15:00:00Z,14 Jan 15:00,0.0,0.0,90,0.0,0.0,3,0,0.0,0,0,9.0,0,21,0,520174,0.0,0.0,1.0,0,1,24.0,2,-6067,28519,34586,58,False,0.0,0,,,,,,2
21,21,0,22.0,0.0,0.0,0,4,0,2.0,16.0,0.6,0.0,0.0,303,0.0,0.0,218,0.0,0,0,0.7,12786.0,4.0,0.0,2017-01-22T12:00:00Z,22 Jan 12:00,0.0,0.0,54,0.0,0.0,8,0,0.0,0,0,2.0,0,22,0,507893,0.0,0.0,0.0,0,3,2.0,1,-14446,11490,25936,58,True,0.0,0,,,,,,2
22,22,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0,226,0.0,0,0,0.0,13420.0,0.0,0.0,2017-01-31T19:45:00Z,31 Jan 19:45,0.0,0.0,0,0.0,0.0,16,0,0.0,0,0,0.0,0,23,0,408146,0.0,0.0,0.0,1,2,0.0,0,-100534,1965,102499,58,False,0.0,0,,,,,,2
23,23,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0,237,0.0,0,0,0.0,14063.0,0.0,0.0,2017-02-04T15:00:00Z,04 Feb 15:00,0.0,0.0,0,0.0,0.0,20,0,0.0,0,0,0.0,0,24,0,341822,0.0,0.0,0.0,3,1,0.0,0,-66440,465,66905,57,True,0.0,0,,,,,,2
24,24,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0,248,0.0,0,0,0.0,14712.0,0.0,0.0,2017-02-11T15:00:00Z,11 Feb 15:00,0.0,0.0,0,0.0,0.0,15,0,0.0,0,0,0.0,0,25,0,298919,0.0,0.0,0.0,4,0,0.0,0,-43123,503,43626,57,False,0.0,0,,,,,,2
25,25,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0,268,0.0,0,0,0.0,15914.0,0.0,0.0,2017-03-04T15:00:00Z,04 Mar 15:00,0.0,0.0,0,0.0,0.0,18,0,0.0,0,0,0.0,0,27,0,267835,0.0,0.0,0.0,4,3,0.0,0,-10159,325,10484,56,False,0.0,0,,,,,,2
26,26,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0,288,0.0,0,0,0.0,16859.0,0.0,0.0,2017-03-19T14:15:00Z,19 Mar 14:15,0.0,0.0,0,0.0,0.0,17,0,0.0,0,0,0.0,0,29,0,256812,0.0,0.0,0.0,1,2,0.0,0,-4332,179,4511,56,False,0.0,0,,,,,,2
27,27,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0,298,0.0,0,0,0.0,17513.0,0.0,0.0,2017-04-01T16:30:00Z,01 Apr 17:30,0.0,0.0,0,0.0,0.0,2,0,0.0,0,0,0.0,0,30,0,251753,0.0,0.0,0.0,0,0,0.0,0,-5205,657,5862,56,True,0.0,0,,,,,,2
28,28,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0,310,0.0,0,0,0.0,18170.0,0.0,0.0,2017-04-05T18:45:00Z,05 Apr 19:45,0.0,0.0,0,0.0,0.0,5,0,0.0,0,0,0.0,0,31,0,249665,0.0,0.0,0.0,1,3,0.0,0,-2123,271,2394,56,True,0.0,0,,,,,,2
29,29,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0,319,0.0,0,0,0.0,18831.0,0.0,0.0,2017-04-08T14:00:00Z,08 Apr 15:00,0.0,0.0,0,0.0,0.0,19,0,0.0,0,0,0.0,0,32,0,247111,0.0,0.0,0.0,1,0,0.0,0,-2583,224,2807,56,False,0.0,0,,,,,,2
30,30,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0,325,0.0,0,0,0.0,19493.0,0.0,0.0,2017-04-15T16:30:00Z,15 Apr 17:30,0.0,0.0,0,0.0,0.0,10,0,0.0,0,0,0.0,0,33,0,244094,0.0,0.0,0.0,3,0,0.0,0,-3086,231,3317,56,True,0.0,0,,,,,,2
31,31,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0,334,0.0,0,0,0.0,20230.0,0.0,0.0,2017-04-25T18:45:00Z,25 Apr 19:45,0.0,0.0,0,0.0,0.0,4,0,0.0,0,0,0.0,0,34,0,241731,0.0,0.0,0.0,2,4,0.0,0,-2427,217,2644,56,False,0.0,0,,,,,,2
32,32,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0,345,0.0,0,0,0.0,20896.0,0.0,0.0,2017-04-29T14:00:00Z,29 Apr 15:00,0.0,0.0,0,0.0,0.0,7,0,0.0,0,0,0.0,0,35,0,240233,0.0,0.0,0.0,0,0,0.0,0,-1549,283,1832,56,True,0.0,0,,,,,,2
33,33,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0,357,0.0,0,0,0.0,21600.0,0.0,0.0,2017-05-07T12:30:00Z,07 May 13:30,0.0,0.0,0,0.0,0.0,9,0,0.0,0,0,0.0,0,36,0,239067,0.0,0.0,0.0,0,0,0.0,0,-1211,255,1466,56,False,0.0,0,,,,,,2
34,34,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0,257,0.0,0,0,0.0,21599.0,0.0,0.0,2017-05-10T18:45:00Z,10 May 19:45,0.0,0.0,0,0.0,0.0,1,0,0.0,0,0,0.0,0,36,0,239067,0.0,0.0,0.0,2,0,0.0,0,-1211,255,1466,56,True,0.0,0,,,,,,2
35,35,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0,365,0.0,0,0,0.0,22442.0,0.0,0.0,2017-05-13T14:00:00Z,13 May 15:00,0.0,0.0,0,0.0,0.0,12,0,0.0,0,0,0.0,0,37,0,237948,0.0,0.0,0.0,2,1,0.0,0,-1161,218,1379,56,False,0.0,0,,,,,,2
36,36,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0,279,0.0,0,0,0.0,22441.0,0.0,0.0,2017-05-17T18:45:00Z,17 May 19:45,0.0,0.0,0,0.0,0.0,11,0,0.0,0,0,0.0,0,37,0,237948,0.0,0.0,0.0,0,0,0.0,0,-1161,218,1379,56,True,0.0,0,,,,,,2
37,37,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0,378,0.0,0,0,0.0,23308.0,0.0,0.0,2017-05-21T14:00:00Z,21 May 15:00,0.0,0.0,0,0.0,0.0,14,0,0.0,0,0,0.0,0,38,0,236688,0.0,0.0,0.0,1,0,0.0,0,-1314,231,1545,56,True,0.0,0,,,,,,2
38,38,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,311,0.0,0.0,6,0.0,0,0,0.0,311.0,0.0,0.0,2017-08-12T14:00:00Z,12 Aug 15:00,0.0,0.0,0,0.0,0.0,16,0,0.0,0,0,0.0,0,1,0,93099,0.0,0.0,0.0,0,0,0.0,0,0,0,0,55,True,0.0,0,,,,,,2
39,39,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,311,0.0,0.0,15,0.0,0,0,0.0,822.0,0.0,0.0,2017-08-19T14:00:00Z,19 Aug 15:00,0.0,0.0,0,0.0,0.0,20,0,0.0,0,0,0.0,0,2,0,86194,0.0,0.0,0.0,2,3,0.0,0,-16017,1309,17326,55,True,0.0,0,,,,,,2
40,40,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,311,0.0,0.0,24,0.0,0,0,0.0,1338.0,0.0,0.0,2017-08-26T14:00:00Z,26 Aug 15:00,0.0,0.0,0,0.0,0.0,8,0,0.0,0,0,0.0,0,3,0,76421,0.0,0.0,0.0,0,0,0.0,0,-12834,1730,14564,55,False,0.0,0,,,,,,2
41,41,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,311,0.0,0.0,36,0.0,0,0,0.0,1869.0,0.0,0.0,2017-09-09T14:00:00Z,09 Sep 15:00,0.0,0.0,0,0.0,0.0,18,0,0.0,0,0,0.0,0,4,0,70686,0.0,0.0,0.0,2,0,0.0,0,-8827,3059,11886,54,True,0.0,0,,,,,,2
42,42,0,0.0,0.0,0.0,0,3,0,1.0,0.0,0.0,0.0,0.0,311,0.0,0.0,42,0.0,0,0,0.2,2413.0,2.0,0.0,2017-09-16T11:30:00Z,16 Sep 12:30,0.0,0.0,3,0.0,0.0,6,0,0.0,0,0,0.0,0,5,0,64817,0.0,0.0,0.0,1,0,0.0,1,-6441,684,7125,54,False,0.0,0,,,,,,2
43,43,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,311,0.0,0.0,55,0.0,0,0,0.0,2959.0,0.0,0.0,2017-09-23T14:00:00Z,23 Sep 15:00,0.0,0.0,0,0.0,0.0,12,0,0.0,0,0,0.0,0,6,0,67582,0.0,0.0,0.0,1,0,0.0,0,541,3974,3433,54,True,0.0,0,,,,,,2
44,44,0,74.0,0.0,0.0,0,12,0,13.0,63.0,4.8,1.0,0.0,311,0.0,0.0,65,1.0,2,0,7.1,3509.0,36.6,0.0,2017-09-30T14:00:00Z,30 Sep 15:00,0.0,0.0,90,0.0,0.0,15,0,1.0,0,0,5.0,0,7,0,67891,0.0,0.0,2.0,1,2,30.0,1,-1398,3220,4618,54,False,0.0,0,,,,,,2
45,45,0,93.0,0.0,1.0,0,18,0,14.0,86.0,1.4,0.0,0.0,311,0.0,0.0,77,0.0,2,0,5.4,4063.0,46.8,0.0,2017-10-15T15:00:00Z,15 Oct 16:00,0.0,0.0,90,0.0,0.0,13,0,0.0,0,0,3.0,0,8,0,76626,0.0,1.0,1.0,2,2,6.0,1,6774,11079,4305,54,True,0.0,0,,,,,,2
46,46,0,71.0,1.0,0.0,3,34,1,9.0,58.0,22.7,0.0,0.0,311,0.0,0.0,86,0.0,0,0,5.3,4620.0,25.4,2.0,2017-10-21T16:30:00Z,21 Oct 17:30,0.0,0.0,90,0.0,0.0,19,0,0.0,0,0,12.0,0,9,0,82143,0.0,0.0,1.0,0,1,5.0,9,4422,7308,2886,54,True,0.0,0,,,,,,2
47,47,0,66.0,0.0,0.0,0,15,0,7.0,57.0,1.7,1.0,0.0,311,0.0,0.0,93,2.0,1,0,2.7,5179.0,23.0,0.0,2017-10-29T13:30:00Z,29 Oct 13:30,0.0,0.0,90,0.0,0.0,3,0,0.0,0,0,9.0,0,10,0,102840,0.0,0.0,0.0,1,1,2.0,2,18065,22067,4002,54,False,0.0,0,,,,,,2
48,48,0,61.0,0.0,0.0,0,16,0,10.0,53.0,1.1,0.0,0.0,311,0.0,0.0,105,0.0,1,0,2.9,5742.0,25.4,0.0,2017-11-04T15:00:00Z,04 Nov 15:00,0.0,0.0,90,0.0,0.0,4,0,0.0,0,0,4.0,0,11,0,118815,0.0,0.0,0.0,1,0,2.0,2,13596,17940,4344,54,True,0.0,0,,,,,,2
49,49,0,42.0,0.0,0.0,0,17,0,13.0,36.0,0.6,0.0,0.0,311,0.0,1.0,117,0.0,3,0,4.3,6308.0,22.6,0.0,2017-11-18T15:00:00Z,18 Nov 15:00,0.0,0.0,90,0.0,0.0,10,0,0.0,0,0,6.0,0,12,0,116038,0.0,0.0,0.0,0,3,20.0,1,-4877,6424,11301,54,False,0.0,0,,,,,,2
50,50,0,72.0,0.0,0.0,0,15,0,11.0,61.0,0.3,1.0,0.0,311,0.0,0.0,126,0.0,1,0,3.5,6877.0,25.6,0.0,2017-11-26T13:30:00Z,26 Nov 13:30,0.0,0.0,90,0.0,0.0,7,0,0.0,0,0,3.0,0,13,0,116038,1.0,0.0,1.0,1,4,9.0,2,-1049,4611,5660,54,True,0.0,0,,,,,,2
51,51,0,24.0,1.0,0.0,0,15,0,8.0,15.0,10.3,0.0,0.0,311,0.0,0.0,139,1.0,2,0,3.5,7447.0,15.6,1.0,2017-11-29T20:00:00Z,29 Nov 20:00,0.0,0.0,90,0.0,0.0,11,0,0.0,0,0,8.0,0,14,0,109875,1.0,1.0,1.0,1,2,9.0,1,-6703,1617,8320,54,False,0.0,0,,,,,,2
52,52,0,46.0,0.0,0.0,1,22,0,15.0,40.0,0.2,0.0,0.0,311,0.0,0.0,142,0.0,1,0,4.2,8018.0,33.6,0.0,2017-12-03T13:30:00Z,03 Dec 13:30,0.0,0.0,90,0.0,0.0,2,0,0.0,0,0,7.0,0,15,0,109905,0.0,2.0,1.0,1,1,8.0,3,-790,3408,4198,54,False,0.0,0,,,,,,2
53,53,0,35.0,0.0,0.0,0,12,0,8.0,27.0,0.9,0.0,0.0,311,0.0,0.0,160,1.0,1,0,1.4,8592.0,10.8,0.0,2017-12-10T12:00:00Z,10 Dec 12:00,0.0,0.0,90,0.0,0.0,1,0,0.0,0,0,5.0,0,16,0,109450,0.0,0.0,0.0,1,1,2.0,2,-1635,3531,5166,54,True,0.0,0,,,,,,2
54,54,0,49.0,0.0,0.0,0,20,0,10.0,46.0,1.5,2.0,0.0,311,0.0,0.0,168,1.0,4,0,3.2,9169.0,22.8,0.0,2017-12-13T19:45:00Z,13 Dec 19:45,0.0,0.0,90,0.0,0.0,9,0,0.0,0,0,9.0,0,17,0,110369,1.0,1.0,2.0,4,1,8.0,0,144,2862,2718,54,True,0.0,0,,,,,,2
55,55,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,311,0.0,0.0,174,0.0,0,0,0.0,9747.0,0.0,0.0,2017-12-16T15:00:00Z,16 Dec 15:00,0.0,0.0,0,0.0,0.0,5,0,0.0,0,0,0.0,0,18,0,106348,0.0,0.0,0.0,0,1,0.0,0,-4640,1535,6175,54,False,0.0,0,,,,,,2
56,56,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,311,0.0,0.0,187,0.0,0,0,0.0,10327.0,0.0,0.0,2017-12-23T15:00:00Z,23 Dec 15:00,0.0,0.0,0,0.0,0.0,8,0,0.0,0,0,0.0,0,19,0,108425,0.0,0.0,0.0,1,1,0.0,0,861,6469,5608,54,True,0.0,0,,,,,,2
57,57,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,311,0.0,0.0,198,0.0,0,0,0.0,10912.0,0.0,0.0,2017-12-26T12:30:00Z,26 Dec 12:30,0.0,0.0,0,0.0,0.0,17,0,0.0,0,0,0.0,0,20,0,102272,0.0,0.0,0.0,2,5,0.0,0,-6798,1617,8415,54,False,0.0,0,,,,,,2
58,58,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,311,0.0,0.0,206,0.0,0,0,0.0,11498.0,0.0,0.0,2017-12-30T17:30:00Z,30 Dec 17:30,0.0,0.0,0,0.0,0.0,12,0,0.0,0,0,0.0,0,21,0,118035,0.0,0.0,0.0,0,0,0.0,0,14463,23758,9295,54,False,0.0,0,,,,,,2
59,59,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,311,0.0,0.0,213,0.0,0,0,0.0,12365.0,0.0,0.0,2018-01-01T15:00:00Z,01 Jan 15:00,0.0,0.0,0,0.0,0.0,4,0,0.0,0,0,0.0,0,22,0,126154,0.0,0.0,0.0,2,1,0.0,0,4301,4165,1144,54,False,0.0,0,,,,,,2
