,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,position,player
24,0,0,0,0,0.0,507,96,0,0,0.0,0.0,2023-10-27T19:00:00Z,0,8,0,0,0,0,10,0,97572,2,1,0.0,0,-5428,95,5523,48,False,0,0.0,0.00,0.00,0.00,0.00,3,507
25,0,0,0,0,0.0,507,110,0,0,0.0,0.0,2023-11-06T20:00:00Z,0,7,0,0,0,0,11,0,93324,4,1,0.0,0,-4350,155,4505,47,True,0,0.0,0.00,0.00,0.00,0.00,3,507
26,0,0,0,0,0.0,507,120,0,0,0.0,0.0,2023-11-11T12:30:00Z,0,20,0,0,0,0,12,0,90743,1,2,0.0,0,-2644,115,2759,47,False,0,0.0,0.00,0.00,0.00,0.00,3,507
27,0,0,0,0,0.0,507,130,0,0,0.0,0.0,2023-11-26T14:00:00Z,0,2,0,0,0,0,13,0,88223,2,1,0.0,0,-2558,81,2639,47,True,0,0.0,0.00,0.00,0.00,0.00,3,507
28,0,0,0,0,0.0,507,137,0,0,0.0,0.0,2023-12-03T16:30:00Z,0,13,0,0,0,0,14,0,86979,3,3,0.0,0,-1352,56,1408,47,False,0,0.0,0.00,0.00,0.00,0.00,3,507
29,0,0,0,0,0.0,507,148,0,0,0.0,0.0,2023-12-07T20:15:00Z,0,19,0,0,0,0,15,0,86067,2,1,0.0,0,-940,36,976,47,True,0,0.0,0.00,0.00,0.00,0.00,3,507
30,0,0,0,0,0.0,507,159,0,0,0.0,0.0,2023-12-10T16:30:00Z,0,15,0,0,0,0,16,0,85189,1,4,0.0,0,-877,35,912,47,True,0,0.0,0.00,0.00,0.00,0.00,3,507
31,0,0,0,0,0.0,507,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,16,0,0,0,0,17,0,84181,2,0,0.0,0,-1015,56,1071,47,False,0,0.0,0.00,0.00,0.00,0.00,3,507
32,0,0,0,0,0.0,507,178,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,9,0,0,0,0,18,0,83532,1,2,0.0,0,-672,40,712,47,True,0,0.0,0.00,0.00,0.00,0.00,3,507
33,0,0,0,0,0.0,507,184,0,0,0.0,0.0,2023-12-28T19:30:00Z,0,5,0,0,0,0,19,0,83102,2,4,0.0,0,-465,37,502,47,False,0,0.0,0.00,0.00,0.00,0.00,3,507
34,0,0,0,0,0.0,507,198,0,0,0.0,0.0,2023-12-31T14:00:00Z,0,3,0,0,0,0,20,0,82567,1,3,0.0,0,-548,52,600,47,True,0,0.0,0.00,0.00,0.00,0.00,3,507
