,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
0,0,0,0,0,0,0.0,575,166,0,0,0.0,0.0,2019-12-14T12:30:00Z,0,18,0,0,0,0,17,0,0,0,2,0.0,0,0,0,0,40,True,0,,,,,,2
1,1,0,0,0,0,0.0,575,186,0,0,0.0,0.0,2019-12-26T20:00:00Z,0,9,0,0,0,0,19,0,1372,4,0,0.0,0,290,488,198,40,False,0,,,,,,2
2,2,0,0,0,0,0.0,575,194,0,0,0.0,0.0,2019-12-29T16:30:00Z,0,20,0,0,0,0,20,0,1553,0,1,0.0,0,55,234,179,40,True,0,,,,,,2
3,3,0,0,0,0,0.0,575,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,0,15,0,0,0,0,21,0,1974,0,2,0.0,0,199,653,454,40,True,0,,,,,,2
4,4,0,0,0,0,0.0,575,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,17,0,0,0,0,22,0,2394,1,0,0.0,0,118,609,491,40,False,0,,,,,,2
5,5,0,0,0,0,0.0,575,224,0,0,0.0,0.0,2020-01-19T16:30:00Z,0,12,0,0,0,0,23,0,3252,0,2,0.0,0,613,1461,848,40,True,0,,,,,,2
6,6,0,0,0,0,0.0,575,237,0,0,0.0,0.0,2020-01-23T20:00:00Z,0,20,0,0,0,0,24,0,3004,2,1,0.0,0,-327,556,883,40,False,0,,,,,,2
7,7,0,0,0,0,0.0,575,180,0,0,0.0,0.0,2020-01-29T19:45:00Z,0,19,0,0,0,0,24,0,3004,2,0,0.0,0,-327,556,883,40,False,0,,,,,,2
8,8,0,0,0,0,0.0,575,245,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,16,0,0,0,0,25,0,3369,0,4,0.0,0,57,647,590,40,True,0,,,,,,2
9,9,0,0,0,0,0.0,575,257,0,0,0.0,0.0,2020-02-15T17:30:00Z,0,14,0,0,0,0,26,0,3576,1,0,0.0,0,10,384,374,40,False,0,,,,,,2
10,10,0,0,0,0,0.0,575,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,19,0,0,0,0,27,0,4032,2,3,0.0,0,146,554,408,40,True,0,,,,,,2
11,11,0,0,0,0,0.0,575,279,0,0,0.0,0.0,2020-02-29T17:30:00Z,0,18,0,0,0,0,28,0,4155,0,3,0.0,0,-35,332,367,40,False,0,,,,,,2
12,12,0,0,0,0,0.0,575,286,0,0,0.0,0.0,2020-03-07T12:30:00Z,0,3,0,0,0,0,29,0,4878,1,2,0.0,0,278,597,319,40,True,0,,,,,,2
13,13,0,0,0,0,0.0,575,294,0,0,0.0,0.0,2020-06-21T18:00:00Z,0,8,0,0,0,0,39,0,7896,0,0,0.0,0,2213,4067,1854,40,False,0,,,,,,2
14,14,0,0,4,0,5.8,575,304,0,0,4.0,9.4,2020-06-24T19:15:00Z,16,7,0,0,0,0,40,0,8215,0,4,25.0,1,30,714,684,40,True,0,,,,,,2
