,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,position,player
0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,10,0.0,0,0,0.0,80.0,0.0,0.0,2016-08-15T19:00:00Z,15 Aug 20:00,0.0,0.0,0,0.0,0.0,20,0,0.0,0,0,0.0,0,1,0,1243,0.0,0.0,0.0,1,2,0.0,0,0,0,0,55,True,0.0,0,,,,,,2,237
1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,17,0.0,0,0,0.0,605.0,0.0,0.0,2016-08-20T14:00:00Z,20 Aug 15:00,0.0,0.0,0,0.0,0.0,18,0,0.0,0,0,0.0,0,2,0,968,0.0,0.0,0.0,2,1,0.0,0,-356,6,362,55,False,0.0,0,,,,,,2,237
2,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,21,0.0,0,0,0.0,1145.0,0.0,0.0,2016-08-27T14:00:00Z,27 Aug 15:00,0.0,0.0,0,0.0,0.0,3,0,0.0,0,0,0.0,0,3,0,817,0.0,0.0,0.0,0,3,0.0,0,-186,8,194,55,True,0.0,0,,,,,,2,237
3,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,39,0.0,0,0,0.0,1695.0,0.0,0.0,2016-09-11T15:00:00Z,11 Sep 16:00,0.0,0.0,0,0.0,0.0,16,0,0.0,0,0,0.0,0,4,0,743,0.0,0.0,0.0,2,2,0.0,0,-96,11,107,55,False,0.0,0,,,,,,2,237
4,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,41,0.0,0,0,0.0,2276.0,0.0,0.0,2016-09-16T19:00:00Z,16 Sep 20:00,0.0,0.0,0,0.0,0.0,9,0,0.0,0,0,0.0,0,5,0,716,0.0,0.0,0.0,2,1,0.0,0,-39,10,49,55,True,0.0,0,,,,,,2,237
5,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,51,0.0,0,0,0.0,2860.0,0.0,0.0,2016-09-24T16:30:00Z,24 Sep 17:30,0.0,0.0,0,0.0,0.0,1,0,0.0,0,0,0.0,0,6,0,724,0.0,0.0,0.0,0,3,0.0,0,-36,15,51,55,False,0.0,0,,,,,,2,237
6,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,63,0.0,0,0,0.0,3446.0,0.0,0.0,2016-10-01T14:00:00Z,01 Oct 15:00,0.0,0.0,0,0.0,0.0,7,0,0.0,0,0,0.0,0,7,0,741,0.0,0.0,0.0,2,0,0.0,0,-26,11,37,55,False,0.0,0,,,,,,2,237
7,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,73,0.0,0,0,0.0,4035.0,0.0,0.0,2016-10-15T11:30:00Z,15 Oct 12:30,0.0,0.0,0,0.0,0.0,8,0,0.0,0,0,0.0,0,8,0,816,0.0,0.0,0.0,0,3,0.0,0,-22,11,33,55,True,0.0,0,,,,,,2,237
8,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,84,0.0,0,0,0.0,4627.0,0.0,0.0,2016-10-23T15:00:00Z,23 Oct 16:00,0.0,0.0,0,0.0,0.0,11,0,0.0,0,0,0.0,0,9,0,846,0.0,0.0,0.0,0,4,0.0,0,-19,13,32,55,True,0.0,0,,,,,,2,237
9,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,95,0.0,0,0,0.0,5221.0,0.0,0.0,2016-10-30T16:00:00Z,30 Oct 16:00,0.0,0.0,0,0.0,0.0,13,0,0.0,0,0,0.0,0,10,0,880,0.0,0.0,0.0,2,0,0.0,0,-22,5,27,55,False,0.0,0,,,,,,2,237
