,Unnamed: 0,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,208,0.0,0.0,8,0.0,0,0,0.0,208.0,0.0,0.0,2016-08-14T15:00:00Z,14 Aug 16:00,0.0,0.0,0,0.0,0.0,1,0,0.0,0,0,0.0,0,1,0,27989,0.0,0.0,0.0,4,3,0.0,0,0,0,0,65,False,0.0,0,,,,,,3
1,1,0,93.0,0.0,0.0,0,17,0,0.0,87.0,55.2,1.0,0.0,208,0.0,0.0,12,0.0,2,0,7.7,733.0,17.4,4.0,2016-08-20T14:00:00Z,20 Aug 15:00,0.0,0.0,76,0.0,1.0,3,0,0.0,0,0,5.0,0,2,0,24302,2.0,0.0,0.0,0,2,4.0,2,-4867,315,5182,65,False,0.0,0,,,,,,3
2,2,0,55.0,0.0,0.0,3,36,0,7.0,42.0,27.3,0.0,0.0,208,0.0,0.0,27,0.0,1,1,10.3,1273.0,56.6,2.0,2016-08-27T11:30:00Z,27 Aug 12:30,0.0,0.0,90,0.0,0.0,17,0,0.0,0,0,8.0,0,3,0,24484,1.0,2.0,0.0,1,1,19.0,10,-1359,1073,2432,65,False,0.0,0,,,,,,3
3,3,1,58.0,0.0,0.0,0,24,0,5.0,45.0,28.3,1.0,0.0,208,0.0,0.0,34,0.0,1,0,7.1,1823.0,42.4,2.0,2016-09-10T16:30:00Z,10 Sep 17:30,0.0,0.0,90,0.0,1.0,8,0,0.0,0,0,6.0,0,4,0,41922,1.0,0.0,0.0,1,4,0.0,5,10687,14341,3654,65,True,0.0,0,,,,,,3
4,4,0,50.0,0.0,0.0,0,16,0,4.0,45.0,18.4,0.0,0.0,208,0.0,0.0,41,2.0,1,0,2.8,2404.0,9.8,1.0,2016-09-16T19:00:00Z,16 Sep 20:00,0.0,0.0,90,0.0,1.0,4,0,0.0,0,0,3.0,0,5,0,48155,1.0,1.0,0.0,2,1,0.0,2,3080,6542,3462,65,False,0.0,0,,,,,,3
5,5,0,78.0,1.0,0.0,3,58,0,0.0,68.0,32.8,4.0,0.0,208,0.0,0.0,53,1.0,1,2,15.7,2988.0,78.4,2.0,2016-09-24T14:00:00Z,24 Sep 15:00,0.0,0.0,90,0.0,0.0,7,0,0.0,0,0,6.0,0,6,0,52674,2.0,2.0,0.0,1,5,46.0,14,1414,7096,5682,65,True,1.0,1,,,,,,3
6,6,0,41.0,0.0,0.0,3,42,0,6.0,34.0,23.8,2.0,0.0,208,0.0,0.0,67,0.0,1,1,10.4,3574.0,59.2,2.0,2016-10-01T11:30:00Z,01 Oct 12:30,0.0,0.0,90,0.0,0.0,16,0,0.0,0,0,6.0,0,7,0,110988,4.0,3.0,0.0,2,1,21.0,10,51837,57317,5480,65,False,1.0,0,,,,,,3
7,7,0,48.0,0.0,0.0,0,13,1,3.0,37.0,17.3,0.0,0.0,208,0.0,0.0,75,0.0,0,0,3.1,4163.0,9.8,1.0,2016-10-17T19:00:00Z,17 Oct 20:00,0.0,0.0,85,0.0,1.0,11,0,0.0,0,0,6.0,0,8,0,261930,0.0,0.0,0.0,0,0,4.0,3,134697,142287,7590,67,True,0.0,0,,,,,,3
8,8,0,58.0,0.0,0.0,0,11,0,1.0,48.0,16.4,0.0,0.0,208,0.0,0.0,87,1.0,1,0,5.3,4755.0,11.2,1.0,2016-10-22T16:30:00Z,22 Oct 17:30,0.0,0.0,90,0.0,0.0,19,0,0.0,0,0,4.0,0,9,0,302836,1.0,1.0,1.0,1,2,25.0,2,34374,51982,17608,67,True,0.0,0,,,,,,3
9,9,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,208,0.0,0.0,91,0.0,0,0,0.0,5349.0,0.0,0.0,2016-10-29T16:30:00Z,29 Oct 17:30,0.0,0.0,0,0.0,0.0,5,0,0.0,0,0,0.0,0,10,0,282024,0.0,0.0,0.0,4,2,0.0,0,-24306,25618,49924,67,False,0.0,0,,,,,,3
10,10,0,60.0,0.0,0.0,0,21,0,4.0,44.0,26.3,1.0,0.0,208,0.0,0.0,107,0.0,1,0,11.0,5947.0,32.6,1.0,2016-11-06T14:15:00Z,06 Nov 14:15,0.0,0.0,90,0.0,3.0,18,0,0.0,0,0,7.0,0,11,0,228152,0.0,2.0,0.0,1,6,51.0,2,-54891,12358,67249,66,True,0.0,0,,,,,,3
11,11,0,59.0,0.0,0.0,0,15,1,1.0,53.0,30.4,3.0,0.0,208,0.0,0.0,115,1.0,0,0,4.2,6546.0,8.8,2.0,2016-11-19T15:00:00Z,19 Nov 15:00,0.0,0.0,90,0.0,0.0,13,0,0.0,0,0,5.0,0,12,0,218929,1.0,1.0,1.0,0,0,3.0,3,-11493,16131,27624,66,False,0.0,0,,,,,,3
12,12,0,61.0,0.0,0.0,1,30,1,2.0,53.0,23.3,0.0,0.0,208,0.0,0.0,126,0.0,0,1,10.0,7147.0,50.4,1.0,2016-11-26T15:00:00Z,26 Nov 15:00,0.0,0.0,90,0.0,1.0,15,0,0.0,0,0,2.0,0,13,0,219666,1.0,0.0,0.0,0,2,26.0,9,-308,15755,16063,66,True,0.0,0,,,,,,3
13,13,0,59.0,0.0,0.0,0,12,0,3.0,51.0,3.9,2.0,0.0,208,0.0,0.0,131,1.0,4,0,3.6,7751.0,9.8,0.0,2016-12-04T13:30:00Z,04 Dec 13:30,0.0,0.0,90,0.0,0.0,2,0,1.0,0,0,7.0,0,14,0,315351,1.0,1.0,0.0,3,4,22.0,2,93038,98458,5420,67,False,0.0,0,,,,,,3
14,14,0,59.0,0.0,0.0,0,13,0,3.0,47.0,32.6,0.0,0.0,208,0.0,0.0,146,1.0,2,0,6.7,8356.0,20.0,2.0,2016-12-11T16:30:00Z,11 Dec 16:30,0.0,0.0,90,0.0,1.0,20,0,0.0,0,0,1.0,0,15,0,314672,0.0,1.0,0.0,2,2,14.0,2,-2767,23524,26291,67,True,0.0,0,,,,,,3
15,15,0,59.0,0.0,0.0,0,18,1,5.0,49.0,5.8,1.0,0.0,208,0.0,0.0,158,2.0,0,0,4.0,8966.0,14.2,0.0,2016-12-14T19:45:00Z,14 Dec 19:45,0.0,0.0,90,0.0,0.0,12,0,0.0,0,0,9.0,0,16,0,291999,0.0,2.0,0.0,3,0,20.0,3,-23543,4415,27958,67,False,0.0,0,,,,,,3
16,16,0,69.0,1.0,0.0,0,20,1,9.0,51.0,32.7,2.0,0.0,208,0.0,0.0,163,0.0,0,0,6.4,9580.0,27.4,2.0,2016-12-19T20:00:00Z,19 Dec 20:00,0.0,0.0,90,0.0,1.0,6,0,0.0,0,0,3.0,0,17,0,264207,1.0,0.0,0.0,1,0,4.0,3,-28557,4813,33370,66,False,0.0,0,,,,,,3
