,Unnamed: 0,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
0,0,0,40.0,0.0,0.0,0,6,0,4.0,31.0,18.6,0.0,0.0,184,0.0,0.0,3,1.0,2,0,5.8,184.0,14.2,1.0,2018-08-11T14:00:00Z,11 Aug 15:00,0.0,0.0,90,1.0,0.0,7,0,0.0,0,0,3.0,0,1,0,472564,4.0,0.0,0.0,2,0,25.0,2,0,0,0,65,True,0.0,0,,,,,,2
1,1,1,15.0,1.0,1.0,0,13,0,0.0,12.0,16.7,1.0,0.0,184,0.0,0.0,19,0.0,3,0,9.5,709.0,21.4,1.0,2018-08-18T14:00:00Z,18 Aug 15:00,0.0,0.0,90,2.0,0.0,17,0,0.0,0,0,0.0,0,2,0,415133,2.0,0.0,0.0,1,3,57.0,5,-75071,4752,79823,65,False,0.0,0,,,,,,2
2,2,0,2.0,0.0,0.0,0,4,0,1.0,2.0,10.3,0.0,0.0,184,0.0,0.0,23,0.0,0,0,1.7,1236.0,4.2,1.0,2018-08-26T15:00:00Z,26 Aug 16:00,0.0,0.0,1,0.0,0.0,4,0,0.0,0,0,0.0,0,3,0,386798,0.0,0.0,0.0,2,4,2.0,1,-36216,12764,48980,64,True,0.0,0,,,,,,2
3,3,0,3.0,0.0,1.0,0,3,0,1.0,3.0,0.4,3.0,0.0,184,0.0,0.0,31,0.0,1,0,3.0,1767.0,10.2,0.0,2018-09-01T14:00:00Z,01 Sep 15:00,0.0,0.0,16,0.0,0.0,3,0,0.0,0,0,2.0,0,4,0,321174,0.0,0.0,0.0,2,2,19.0,1,-67065,4450,71515,64,False,0.0,0,,,,,,2
4,4,0,35.0,0.0,0.0,0,10,0,2.0,25.0,21.9,0.0,0.0,184,0.0,0.0,45,0.0,3,0,3.7,2304.0,8.8,2.0,2018-09-15T14:00:00Z,15 Sep 15:00,0.0,0.0,90,0.0,0.0,13,0,0.0,0,0,4.0,0,5,0,253130,2.0,0.0,0.0,0,3,6.0,2,-69802,1778,71580,63,False,0.0,0,,,,,,2
5,5,0,54.0,0.0,0.0,0,17,0,3.0,38.0,5.8,0.0,0.0,184,0.0,0.0,56,0.0,1,0,2.7,2841.0,16.8,0.0,2018-09-22T11:30:00Z,22 Sep 12:30,0.0,0.0,90,0.0,0.0,18,0,0.0,0,0,10.0,0,6,0,219583,1.0,3.0,0.0,1,1,4.0,2,-35309,1118,36427,62,True,0.0,0,,,,,,2
6,6,0,16.0,0.0,1.0,0,1,0,1.0,12.0,11.5,1.0,0.0,184,0.0,0.0,65,0.0,3,0,2.7,3379.0,5.8,1.0,2018-09-29T14:00:00Z,29 Sep 15:00,0.0,0.0,90,0.0,0.0,8,0,0.0,0,0,2.0,0,7,0,195136,5.0,1.0,1.0,0,3,10.0,2,-25193,633,25826,62,False,0.0,0,,,,,,2
7,7,0,33.0,0.0,0.0,0,15,0,6.0,26.0,25.5,0.0,0.0,184,0.0,0.0,74,0.0,5,0,4.5,3918.0,15.0,2.0,2018-10-07T11:00:00Z,07 Oct 12:00,0.0,0.0,90,1.0,0.0,1,0,0.0,0,0,10.0,0,8,0,182036,1.0,1.0,1.0,5,1,4.0,2,-13534,690,14224,61,True,0.0,0,,,,,,2
8,8,0,21.0,1.0,1.0,1,30,0,2.0,16.0,26.7,3.0,0.0,184,0.0,0.0,83,2.0,4,1,10.6,4460.0,48.8,2.0,2018-10-20T14:00:00Z,20 Oct 15:00,0.0,0.0,90,0.0,0.0,5,0,0.0,0,0,7.0,0,9,0,169979,0.0,0.0,0.0,2,4,30.0,8,-12731,1693,14424,61,False,0.0,0,,,,,,2
9,9,0,33.0,0.0,0.0,0,11,0,3.0,22.0,2.7,3.0,0.0,184,0.0,0.0,94,0.0,3,0,1.9,5006.0,10.2,0.0,2018-10-27T14:00:00Z,27 Oct 15:00,0.0,0.0,90,0.0,0.0,2,0,0.0,0,0,4.0,0,10,0,170043,0.0,0.0,0.0,3,0,6.0,2,-747,3618,4365,61,True,0.0,0,,,,,,2
10,10,0,47.0,0.0,0.0,0,8,0,4.0,25.0,1.5,3.0,0.0,184,0.0,0.0,106,1.0,1,0,1.5,5554.0,11.0,0.0,2018-11-05T20:00:00Z,05 Nov 20:00,0.0,0.0,90,1.0,0.0,10,0,0.0,0,0,10.0,0,11,0,159891,4.0,0.0,0.0,0,1,2.0,2,-9961,788,10749,60,False,0.0,0,,,,,,2
11,11,0,12.0,0.0,1.0,0,-3,0,1.0,9.0,1.0,0.0,0.0,184,0.0,0.0,117,1.0,2,0,1.7,6104.0,0.0,0.0,2018-11-11T12:00:00Z,11 Nov 12:00,0.0,0.0,90,0.0,0.0,12,0,0.0,0,0,2.0,0,12,0,150112,3.0,0.0,2.0,0,2,17.0,2,-9906,298,10204,60,False,0.0,0,,,,,,2
12,12,2,16.0,1.0,0.0,1,29,0,5.0,11.0,25.8,2.0,0.0,184,0.0,0.0,125,0.0,2,0,7.8,6656.0,45.6,2.0,2018-11-24T15:00:00Z,24 Nov 15:00,0.0,0.0,90,1.0,1.0,16,0,0.0,0,0,5.0,0,13,0,147845,4.0,0.0,1.0,2,3,7.0,9,-2913,2064,4977,60,True,0.0,0,,,,,,2
13,13,0,11.0,0.0,0.0,0,3,0,0.0,6.0,0.6,1.0,0.0,184,0.0,0.0,133,0.0,1,0,0.1,7209.0,0.2,0.0,2018-12-02T12:00:00Z,02 Dec 12:00,0.0,0.0,45,0.0,0.0,6,0,0.0,0,0,3.0,0,14,0,152971,2.0,0.0,0.0,0,2,0.0,1,4585,6616,2031,60,False,0.0,0,,,,,,2
14,14,0,22.0,0.0,0.0,0,10,0,2.0,11.0,72.9,2.0,0.0,184,0.0,0.0,144,0.0,1,0,11.3,7765.0,16.2,5.0,2018-12-05T19:45:00Z,05 Dec 19:45,0.0,0.0,90,0.0,0.0,11,0,0.0,0,0,2.0,0,15,0,153203,4.0,0.0,0.0,1,1,24.0,2,178,3515,3337,60,True,0.0,0,,,,,,2
15,15,0,21.0,0.0,0.0,0,0,0,1.0,19.0,27.7,2.0,0.0,184,0.0,0.0,158,4.0,4,0,6.2,8323.0,2.6,1.0,2018-12-08T15:00:00Z,08 Dec 15:00,0.0,0.0,90,2.0,0.0,14,0,0.0,0,0,4.0,0,16,0,150117,3.0,0.0,1.0,1,4,32.0,2,-2994,1216,4210,60,False,0.0,0,,,,,,2
16,16,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,184,0.0,0.0,163,0.0,0,0,0.0,8882.0,0.0,0.0,2018-12-15T17:30:00Z,15 Dec 17:30,0.0,0.0,0,0.0,0.0,19,0,0.0,0,0,0.0,0,17,0,146810,0.0,0.0,0.0,2,0,0.0,0,-3638,1495,5133,60,True,0.0,0,,,,,,2
17,17,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,184,0.0,0.0,178,0.0,0,0,0.0,9444.0,0.0,0.0,2018-12-22T15:00:00Z,22 Dec 15:00,0.0,0.0,0,0.0,0.0,15,0,0.0,0,0,0.0,0,18,0,135471,0.0,0.0,0.0,0,0,0.0,0,-11268,102,11370,60,False,0.0,0,,,,,,2
18,18,0,5.0,0.0,0.0,1,19,0,1.0,3.0,0.1,0.0,0.0,184,0.0,0.0,184,0.0,1,1,5.1,10009.0,34.0,0.0,2018-12-26T12:30:00Z,26 Dec 12:30,0.0,0.0,23,0.0,0.0,20,0,0.0,0,0,1.0,0,19,0,127878,2.0,0.0,0.0,1,1,17.0,7,-7703,53,7756,60,True,0.0,0,,,,,,2
19,19,1,2.0,0.0,0.0,0,12,0,1.0,2.0,30.5,0.0,0.0,184,0.0,0.0,194,0.0,0,0,5.8,10577.0,19.2,3.0,2018-12-29T15:00:00Z,29 Dec 15:00,0.0,0.0,13,1.0,0.0,10,0,0.0,0,0,0.0,0,20,0,129102,0.0,0.0,2.0,0,1,8.0,4,594,2356,1762,60,True,0.0,0,,,,,,2
20,20,1,23.0,1.0,2.0,0,14,0,1.0,20.0,27.8,0.0,0.0,184,0.0,0.0,201,1.0,4,0,5.7,11145.0,23.2,2.0,2019-01-01T15:00:00Z,01 Jan 15:00,0.0,0.0,90,1.0,0.0,1,0,0.0,0,0,8.0,0,21,0,128272,1.0,1.0,1.0,1,4,6.0,5,-831,1079,1910,60,False,0.0,0,,,,,,2
21,21,0,9.0,0.0,0.0,0,1,0,3.0,6.0,1.9,0.0,0.0,184,0.0,0.0,212,0.0,2,0,1.1,11715.0,3.4,0.0,2019-01-12T15:00:00Z,12 Jan 15:00,0.0,0.0,45,0.0,0.0,4,0,0.0,0,0,5.0,0,22,0,131156,5.0,1.0,1.0,1,2,6.0,1,2272,5381,3109,60,False,0.0,0,,,,,,2
22,22,0,3.0,0.0,0.0,0,-1,0,0.0,3.0,10.3,0.0,0.0,184,0.0,0.0,223,0.0,1,0,1.3,12289.0,2.2,1.0,2019-01-20T16:00:00Z,20 Jan 16:00,0.0,0.0,35,3.0,0.0,17,0,0.0,0,0,2.0,0,23,0,127723,2.0,0.0,0.0,2,1,0.0,1,-3396,913,4309,60,True,0.0,0,,,,,,2
23,23,0,6.0,0.0,0.0,0,7,0,2.0,3.0,10.3,0.0,0.0,184,0.0,0.0,233,0.0,0,0,2.1,12868.0,10.2,1.0,2019-01-29T19:45:00Z,29 Jan 19:45,0.0,0.0,13,0.0,0.0,3,0,0.0,0,0,1.0,0,24,0,126069,0.0,1.0,0.0,2,4,0.0,1,-1936,862,2798,60,True,0.0,0,,,,,,2
