,Unnamed: 0,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
0,0,0,36.0,0.0,0.0,0,14,0,2.0,32.0,5.6,1.0,0.0,22,0.0,0.0,8,0.0,4,0,1.1,22.0,5.6,0.0,2016-08-14T15:00:00Z,14 Aug 16:00,0.0,0.0,66,0.0,1.0,9,0,0.0,0,0,3.0,0,1,0,20952,0.0,0.0,0.0,4,3,0.0,2,0,0,0,50,True,0.0,0,,,,,,3
1,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,13,0.0,0,0,0.0,547.0,0.0,0.0,2016-08-20T16:30:00Z,20 Aug 17:30,0.0,0.0,0,0.0,0.0,8,0,0.0,0,0,0.0,0,2,0,29589,0.0,0.0,0.0,0,0,0.0,0,-955,2458,3413,50,False,0.0,0,,,,,,3
2,2,0,20.0,0.0,0.0,0,9,0,0.0,17.0,1.9,0.0,0.0,22,0.0,0.0,28,0.0,0,0,0.9,1087.0,7.4,0.0,2016-08-27T14:00:00Z,27 Aug 15:00,0.0,0.0,21,0.0,0.0,18,0,0.0,0,0,0.0,0,3,0,28417,0.0,3.0,0.0,3,1,0.0,1,-4890,1114,6004,49,False,0.0,0,,,,,,3
3,3,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,31,0.0,0,0,0.0,1637.0,0.0,0.0,2016-09-10T14:00:00Z,10 Sep 15:00,0.0,0.0,0,0.0,0.0,13,0,0.0,0,0,0.0,0,4,0,26190,0.0,0.0,0.0,1,2,0.0,0,-4334,729,5063,49,True,0.0,0,,,,,,3
4,4,1,19.0,0.0,0.0,0,13,0,0.0,18.0,12.0,0.0,0.0,22,0.0,0.0,43,0.0,1,0,3.2,2218.0,18.2,1.0,2016-09-17T14:00:00Z,17 Sep 15:00,0.0,0.0,14,0.0,0.0,7,0,0.0,0,0,1.0,0,5,0,23794,0.0,0.0,0.0,4,1,2.0,4,-3043,276,3319,48,False,0.0,0,,,,,,3
5,5,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,51,0.0,0,0,0.0,2802.0,0.0,0.0,2016-09-24T16:30:00Z,24 Sep 17:30,0.0,0.0,0,0.0,0.0,4,0,0.0,0,0,0.0,0,6,0,23021,0.0,0.0,0.0,0,3,0.0,0,-1497,611,2108,48,True,0.0,0,,,,,,3
6,6,0,28.0,0.0,0.0,0,3,0,0.0,27.0,2.9,0.0,0.0,22,0.0,0.0,61,0.0,0,0,2.5,3388.0,3.8,0.0,2016-10-02T15:30:00Z,02 Oct 16:30,0.0,0.0,20,0.0,0.0,3,0,0.0,0,0,0.0,0,7,0,21866,0.0,0.0,0.0,1,0,18.0,1,-1481,350,1831,47,False,0.0,0,,,,,,3
7,7,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,71,0.0,0,0,0.0,3977.0,0.0,0.0,2016-10-15T14:00:00Z,15 Oct 15:00,0.0,0.0,0,0.0,0.0,16,0,0.0,0,0,0.0,0,8,0,21289,0.0,0.0,0.0,2,3,0.0,0,-973,292,1265,47,True,0.0,0,,,,,,3
8,8,0,98.0,0.0,0.0,0,19,1,1.0,93.0,20.9,0.0,0.0,22,0.0,0.0,81,1.0,0,0,3.4,4569.0,12.4,1.0,2016-10-22T14:00:00Z,22 Oct 15:00,0.0,0.0,73,0.0,0.0,12,0,0.0,0,0,7.0,0,9,0,20557,0.0,3.0,1.0,0,0,1.0,3,-872,130,1002,47,True,0.0,0,,,,,,3
9,9,0,97.0,0.0,0.0,0,14,0,3.0,91.0,20.8,1.0,0.0,22,0.0,0.0,97,1.0,1,0,3.4,5163.0,12.6,1.0,2016-10-29T11:30:00Z,29 Oct 12:30,0.0,0.0,90,0.0,0.0,15,0,0.0,0,0,8.0,0,10,0,20394,1.0,0.0,1.0,4,1,1.0,2,-300,257,557,46,False,0.0,0,,,,,,3
10,10,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,101,0.0,0,0,0.0,5761.0,0.0,0.0,2016-11-06T12:00:00Z,06 Nov 12:00,0.0,0.0,0,0.0,0.0,17,0,0.0,0,0,0.0,0,11,0,20690,0.0,0.0,0.0,1,1,0.0,0,23,676,653,46,True,0.0,0,,,,,,3
