,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,position,player
0,0,0,0,0,0.0,726,329,0,0,0.0,0.0,2022-04-17T13:15:00Z,0,19,0,0,0,0,33,0,0,1,1,0.0,0,0,0,0,45,False,0,,,,,,3,197
1,0,0,0,0,0.0,726,292,0,0,0.0,0.0,2022-04-21T18:45:00Z,0,16,0,0,0,0,33,0,0,0,2,0.0,0,0,0,0,45,True,0,,,,,,3,197
2,0,0,0,0,0.0,726,334,0,0,0.0,0.0,2022-04-24T13:00:00Z,0,20,0,0,0,0,34,0,18,0,1,0.0,0,9,9,0,45,True,0,,,,,,3,197
3,0,0,0,0,0.0,726,348,0,0,0.0,0.0,2022-04-30T14:00:00Z,0,18,0,0,0,0,35,0,87,2,1,0.0,0,54,58,4,45,False,0,,,,,,3,197
4,0,0,0,0,0.0,726,354,0,0,0.0,0.0,2022-05-07T14:00:00Z,0,2,0,0,0,0,36,0,116,3,1,0.0,0,25,53,28,45,True,0,,,,,,3,197
5,0,0,0,0,0.0,726,367,0,0,0.0,0.0,2022-05-15T11:00:00Z,0,17,0,0,0,0,37,0,224,0,1,0.0,0,70,111,41,45,False,0,,,,,,3,197
6,0,0,0,0,0.0,726,171,0,0,0.0,0.0,2022-05-19T19:00:00Z,0,2,0,0,0,0,37,0,224,1,1,0.0,0,70,111,41,45,False,0,,,,,,3,197
7,0,0,0,0,0.0,726,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,14,0,0,0,0,38,0,148,2,1,0.0,0,-64,20,84,45,True,0,,,,,,3,197
8,0,0,10,0,5.0,197,19,3,0,2.3,7.4,2023-08-20T15:30:00Z,90,19,0,0,0,0,2,0,340133,1,3,11.0,1,59841,77309,17468,45,False,0,1.0,0.13,0.02,0.15,1.80,3,197
9,0,0,26,1,14.4,197,26,0,0,3.7,17.4,2023-08-25T19:00:00Z,90,12,0,0,0,0,3,0,384501,0,3,5.0,6,36683,67085,30402,45,True,0,1.0,0.11,0.15,0.26,0.43,3,197
10,0,0,12,0,2.6,197,35,1,0,1.2,7.4,2023-09-02T14:00:00Z,90,16,0,0,0,0,4,0,395606,1,0,2.0,2,4943,37019,32076,45,True,0,1.0,0.00,0.04,0.04,0.71,3,197
