,Unnamed: 0,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
0,0,0,27.0,0.0,0.0,0,17,0,3.0,22.0,32.8,2.0,0.0,120,0.0,0.0,2,1.0,1,0,10.2,120.0,23.2,2.0,2016-08-13T14:00:00Z,13 Aug 15:00,0.0,0.0,90,0.0,2.0,19,0,0.0,0,0,5.0,0,1,0,223526,2.0,4.0,2.0,1,0,46.0,2,0,0,0,65,True,0.0,0,,,,,,3
1,1,0,34.0,0.0,0.0,0,11,0,3.0,25.0,44.3,2.0,0.0,120,0.0,0.0,16,0.0,1,0,7.3,645.0,18.0,3.0,2016-08-20T14:00:00Z,20 Aug 15:00,0.0,0.0,90,0.0,1.0,17,0,0.0,0,0,5.0,0,2,0,214159,9.0,4.0,1.0,0,1,11.0,1,-17747,3495,21242,65,False,0.0,1,,,,,,3
2,2,0,31.0,0.0,1.0,0,9,0,1.0,29.0,26.4,2.0,0.0,120,0.0,0.0,22,1.0,1,0,7.0,1185.0,14.6,1.0,2016-08-27T14:00:00Z,27 Aug 15:00,0.0,0.0,90,0.0,2.0,2,0,0.0,0,0,5.0,0,3,0,205554,4.0,0.0,1.0,1,1,29.0,2,-11355,13720,25075,65,True,0.0,0,,,,,,3
3,3,0,24.0,0.0,0.0,0,15,0,2.0,20.0,21.6,2.0,0.0,120,0.0,0.0,36,0.0,1,0,6.4,1735.0,19.8,1.0,2016-09-10T14:00:00Z,10 Sep 15:00,0.0,0.0,76,0.0,2.0,12,0,0.0,0,0,6.0,0,4,0,165510,5.0,3.0,0.0,2,1,23.0,2,-41222,4464,45686,64,False,0.0,0,,,,,,3
4,4,1,36.0,0.0,0.0,3,42,1,4.0,30.0,38.3,4.0,0.0,120,0.0,0.0,47,2.0,0,1,12.0,2316.0,53.4,2.0,2016-09-18T13:15:00Z,18 Sep 14:15,0.0,0.0,84,0.0,3.0,14,0,0.0,0,0,6.0,0,5,0,142603,8.0,1.0,0.0,1,4,28.0,14,-23265,999,24264,64,True,0.0,0,,,,,,3
5,5,0,28.0,0.0,0.0,0,3,0,2.0,16.0,11.3,3.0,0.0,120,0.0,0.0,57,1.0,2,0,2.0,2900.0,0.0,0.0,2016-09-24T14:00:00Z,24 Sep 15:00,0.0,0.0,90,0.0,2.0,15,0,0.0,0,0,1.0,0,6,0,166019,5.0,0.0,3.0,3,2,11.0,2,20258,33250,12992,63,False,0.0,0,,,,,,3
6,6,0,23.0,0.0,0.0,0,7,0,2.0,20.0,8.0,2.0,0.0,120,0.0,0.0,62,0.0,1,0,4.1,3486.0,5.4,0.0,2016-09-30T19:00:00Z,30 Sep 20:00,0.0,0.0,90,0.0,1.0,6,0,0.0,0,0,3.0,0,7,0,158946,3.0,1.0,0.0,1,1,28.0,1,-8217,6871,15088,63,False,0.0,1,,,,,,3
7,7,0,22.0,1.0,0.0,0,11,0,0.0,19.0,45.0,2.0,0.0,120,0.0,0.0,74,0.0,1,0,8.0,4075.0,16.2,3.0,2016-10-15T16:30:00Z,15 Oct 17:30,0.0,0.0,90,0.0,2.0,20,0,0.0,0,0,5.0,0,8,0,157638,6.0,0.0,0.0,1,0,19.0,2,-2477,9762,12239,63,True,0.0,0,,,,,,3
8,8,0,23.0,0.0,0.0,0,11,0,2.0,12.0,41.6,2.0,0.0,120,0.0,0.0,86,0.0,2,0,7.6,4667.0,11.0,3.0,2016-10-22T14:00:00Z,22 Oct 15:00,0.0,0.0,71,0.0,0.0,8,0,0.0,0,0,8.0,0,9,0,141373,4.0,1.0,1.0,1,3,23.0,2,-16633,1560,18193,63,False,0.0,0,,,,,,3
9,9,0,12.0,0.0,0.0,0,2,0,2.0,9.0,1.2,0.0,0.0,120,0.0,0.0,91,1.0,1,0,0.3,5261.0,1.6,0.0,2016-10-29T16:30:00Z,29 Oct 17:30,0.0,0.0,25,1.0,0.0,9,0,0.0,0,0,3.0,0,10,0,128797,1.0,0.0,0.0,4,2,0.0,1,-12806,771,13577,62,True,0.0,0,,,,,,3
