,Unnamed: 0,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
0,0,0,12.0,0.0,0.0,0,7,0,1.0,6.0,0.0,0.0,0.0,294,0.0,0.0,7,0.0,1,0,0.2,294.0,2.0,0.0,2016-08-13T14:00:00Z,13 Aug 15:00,0.0,0.0,90,0.0,0.0,18,0,0.0,0,0,5.0,0,1,0,171065,0.0,0.0,0.0,1,1,0.0,2,0,0,0,50,True,0.0,0,,,,,,1
1,1,0,18.0,0.0,0.0,0,14,0,0.0,8.0,0.0,0.0,0.0,294,0.0,0.0,11,0.0,2,0,1.7,819.0,17.4,0.0,2016-08-19T19:00:00Z,19 Aug 20:00,0.0,0.0,90,0.0,0.0,11,0,0.0,0,0,8.0,0,2,3,181020,0.0,0.0,0.0,0,2,0.0,2,-3694,5169,8863,50,False,0.0,0,,,,,,1
2,2,0,23.0,0.0,0.0,0,10,0,0.0,15.0,0.0,0.0,0.0,294,0.0,0.0,26,0.0,1,0,0.6,1359.0,6.0,0.0,2016-08-27T14:00:00Z,27 Aug 15:00,0.0,0.0,90,0.0,0.0,15,0,0.0,0,0,8.0,0,3,1,183255,0.0,0.0,0.0,1,1,0.0,2,-3245,7039,10284,50,True,0.0,0,,,,,,1
3,3,0,32.0,0.0,0.0,0,5,0,0.0,15.0,0.0,0.0,0.0,294,0.0,0.0,31,0.0,2,0,0.1,1909.0,0.6,0.0,2016-09-10T14:00:00Z,10 Sep 15:00,0.0,0.0,90,0.0,0.0,1,0,0.0,0,0,6.0,0,4,0,163680,0.0,0.0,0.0,1,2,0.0,0,-21454,1902,23356,50,False,0.0,1,,,,,,1
4,4,0,31.0,0.0,0.0,0,26,1,0.0,15.0,0.0,0.0,0.0,294,0.0,0.0,48,0.0,0,0,2.6,2490.0,26.4,0.0,2016-09-18T13:15:00Z,18 Sep 14:15,0.0,0.0,90,0.0,0.0,16,0,0.0,0,0,8.0,0,5,3,159531,0.0,0.0,0.0,0,1,0.0,7,-5315,1736,7051,50,True,0.0,0,,,,,,1
5,5,0,25.0,0.0,0.0,0,21,1,1.0,13.0,0.0,1.0,0.0,294,0.0,0.0,59,0.0,0,0,0.3,3074.0,3.2,0.0,2016-09-25T15:00:00Z,25 Sep 16:00,0.0,0.0,90,0.0,0.0,20,0,0.0,0,0,7.0,0,6,0,158158,0.0,0.0,0.0,3,0,0.0,6,-3071,5364,8435,50,False,0.0,0,,,,,,1
6,6,0,35.0,0.0,0.0,0,21,1,0.0,21.0,0.0,0.0,0.0,294,0.0,0.0,64,0.0,0,0,0.7,3660.0,6.6,0.0,2016-10-02T13:15:00Z,02 Oct 14:15,0.0,0.0,90,0.0,0.0,8,0,0.0,0,0,3.0,0,7,1,163643,0.0,0.0,0.0,0,0,0.0,6,3743,8273,4530,50,False,0.0,0,,,,,,1
7,7,0,27.0,1.0,0.0,0,10,0,0.0,15.0,10.0,0.0,0.0,294,0.0,0.0,78,0.0,1,0,1.4,4249.0,4.2,1.0,2016-10-16T15:00:00Z,16 Oct 16:00,0.0,0.0,90,0.0,0.0,3,0,0.0,0,0,0.0,0,8,0,187309,0.0,0.0,0.0,1,3,0.0,2,19390,22500,3110,50,True,0.0,0,,,,,,1
8,8,0,30.0,0.0,0.0,0,9,0,0.0,13.0,0.0,0.0,0.0,294,0.0,0.0,88,0.0,1,0,1.6,4841.0,16.2,0.0,2016-10-23T12:30:00Z,23 Oct 13:30,0.0,0.0,90,0.0,0.0,10,0,0.0,0,0,6.0,0,9,2,185329,0.0,0.0,0.0,1,1,0.0,1,-3402,3871,7273,50,False,0.0,1,,,,,,1
9,9,0,16.0,0.0,0.0,0,17,0,0.0,9.0,0.0,0.0,0.0,294,0.0,0.0,95,0.0,2,0,3.3,5435.0,32.8,0.0,2016-10-30T16:00:00Z,30 Oct 16:00,0.0,0.0,90,0.0,0.0,4,0,0.0,0,0,4.0,0,10,5,183817,0.0,0.0,0.0,2,0,0.0,2,-2269,2193,4462,50,True,0.0,0,,,,,,1
