,Unnamed: 0,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
0,0,1,36.0,0.0,0.0,1,29,1,8.0,18.0,0.2,0.0,0.0,171,0.0,0.0,4,1.0,0,0,2.6,171.0,14.4,0.0,2017-08-12T14:00:00Z,12 Aug 15:00,0.0,0.0,90,0.0,0.0,6,0,0.0,0,0,2.0,0,1,0,5958,0.0,0.0,1.0,3,0,11.0,10,0,0,0,45,False,0.0,0,,,,,,2
1,1,0,41.0,0.0,0.0,0,21,1,3.0,30.0,0.1,0.0,0.0,171,0.0,0.0,18,0.0,0,0,1.6,682.0,15.8,0.0,2017-08-20T12:30:00Z,20 Aug 13:30,0.0,0.0,90,0.0,0.0,13,0,0.0,0,0,2.0,0,2,0,219013,0.0,0.0,0.0,0,1,0.0,6,115493,127290,11797,45,True,0.0,0,,,,,,2
2,2,0,29.0,0.0,0.0,0,23,1,8.0,15.0,0.4,0.0,0.0,171,0.0,0.0,24,0.0,0,0,3.6,1198.0,16.8,0.0,2017-08-26T14:00:00Z,26 Aug 15:00,0.0,0.0,90,0.0,0.0,14,0,0.0,0,0,3.0,0,3,0,360014,0.0,0.0,0.0,0,0,19.0,6,105153,126700,21547,46,True,0.0,0,,,,,,2
3,3,0,51.0,0.0,0.0,0,16,0,18.0,47.0,0.4,0.0,0.0,171,0.0,0.0,40,2.0,2,0,3.9,1729.0,38.4,0.0,2017-09-11T19:00:00Z,11 Sep 20:00,0.0,0.0,90,0.0,0.0,20,0,0.0,0,0,1.0,0,4,0,500573,0.0,0.0,0.0,0,2,0.0,0,98297,123654,25357,46,False,0.0,1,,,,,,2
4,4,0,32.0,0.0,0.0,0,10,0,6.0,25.0,0.1,0.0,0.0,171,0.0,0.0,43,1.0,1,0,3.6,2273.0,17.0,0.0,2017-09-16T14:00:00Z,16 Sep 15:00,0.0,0.0,90,0.0,0.0,9,0,0.0,0,0,1.0,0,5,0,494787,0.0,0.0,0.0,1,1,19.0,2,-11378,25730,37108,46,True,0.0,0,,,,,,2
5,5,0,42.0,0.0,0.0,2,28,1,9.0,31.0,0.0,0.0,0.0,171,0.0,0.0,51,1.0,0,0,1.8,2819.0,18.4,0.0,2017-09-23T14:00:00Z,23 Sep 15:00,0.0,0.0,90,0.0,0.0,4,0,0.0,0,0,5.0,0,6,0,468775,0.0,2.0,0.0,0,0,0.0,8,-28159,8689,36848,46,False,0.0,0,,,,,,2
6,6,0,34.0,0.0,0.0,0,20,0,10.0,28.0,10.3,0.0,0.0,171,0.0,0.0,63,1.0,4,0,3.8,3369.0,27.8,1.0,2017-09-30T11:30:00Z,30 Sep 12:30,0.0,0.0,90,0.0,0.0,17,0,0.0,0,0,4.0,0,7,0,470918,0.0,2.0,0.0,4,0,0.0,0,-1269,21131,22400,46,True,0.0,0,,,,,,2
7,7,0,73.0,0.0,0.0,0,13,0,6.0,63.0,0.4,1.0,0.0,171,0.0,1.0,78,1.0,2,0,1.4,3923.0,13.2,0.0,2017-10-14T14:00:00Z,14 Oct 15:00,0.0,0.0,90,0.0,0.0,16,0,0.0,0,0,6.0,0,8,0,443773,0.0,1.0,0.0,0,2,0.0,0,-28270,4961,33231,46,False,0.0,1,,,,,,2
8,8,0,12.0,0.0,0.0,0,12,0,15.0,7.0,0.1,0.0,0.0,171,0.0,0.0,83,1.0,1,0,2.6,4480.0,25.4,0.0,2017-10-21T14:00:00Z,21 Oct 15:00,0.0,0.0,90,0.0,0.0,12,0,0.0,0,0,0.0,0,9,0,414994,0.0,0.0,0.0,1,2,0.0,2,-29078,1046,30124,46,True,0.0,0,,,,,,2
9,9,0,23.0,0.0,0.0,0,11,0,12.0,13.0,0.2,0.0,0.0,171,0.0,0.0,97,2.0,3,0,1.5,5039.0,15.0,0.0,2017-10-28T14:00:00Z,28 Oct 15:00,0.0,0.0,90,0.0,0.0,10,0,0.0,0,0,3.0,0,10,0,396507,0.0,0.0,0.0,0,3,0.0,1,-19059,3648,22707,46,False,0.0,0,,,,,,2
10,10,0,46.0,0.0,0.0,0,27,1,8.0,37.0,3.3,0.0,0.0,171,0.0,0.0,103,0.0,0,0,2.8,5602.0,25.0,0.0,2017-11-04T15:00:00Z,04 Nov 15:00,0.0,0.0,90,0.0,0.0,19,0,0.0,0,0,3.0,0,11,0,388062,0.0,0.0,0.0,0,1,0.0,6,-9127,4943,14070,46,True,0.0,0,,,,,,2
