,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
0,0,0,0,0,0,0.0,627,268,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,15,0,0,0,0,27,0,419,1,1,0.0,0,401,410,9,55,False,0,,,,,,3
1,1,0,0,0,0,0.0,627,273,0,0,0.0,0.0,2020-02-29T12:30:00Z,0,7,0,0,0,0,28,0,564,1,0,0.0,0,112,153,41,55,True,0,,,,,,3
2,2,0,0,3,0,0.8,627,290,0,0,0.9,0.6,2020-03-07T15:00:00Z,10,20,0,0,0,0,29,0,549,0,0,8.0,1,-31,64,95,55,False,0,,,,,,3
3,3,0,0,5,0,0.5,627,293,0,0,0.3,2.2,2020-06-20T14:00:00Z,1,1,0,0,0,0,39,0,924,1,2,0.0,1,181,384,203,55,True,0,,,,,,3
4,4,0,0,4,0,0.4,627,303,0,0,1.4,1.2,2020-06-23T17:00:00Z,57,9,0,0,0,0,40,0,1028,0,0,12.0,1,26,87,61,55,False,0,,,,,,3
5,5,0,0,8,0,47.3,627,314,3,0,8.1,9.6,2020-06-30T19:15:00Z,80,12,0,0,0,0,41,0,1069,3,0,24.0,2,22,84,62,55,True,0,,,,,,3
6,6,0,0,3,0,0.6,627,327,0,0,0.5,4.2,2020-07-04T11:30:00Z,11,14,0,0,0,0,42,0,1165,1,0,0.0,1,48,188,140,55,False,0,,,,,,3
7,7,0,0,5,0,11.3,627,334,2,0,1.9,7.2,2020-07-08T19:15:00Z,70,10,0,0,0,0,43,0,1079,3,1,0.0,2,-106,41,147,55,True,0,,,,,,3
8,8,0,0,0,0,0.0,627,343,0,0,0.0,0.0,2020-07-11T19:00:00Z,0,11,0,0,0,0,44,0,1027,5,0,0.0,0,-76,49,125,55,True,0,,,,,,3
9,9,0,0,5,0,0.3,627,359,0,0,0.1,1.0,2020-07-16T19:15:00Z,14,16,0,0,0,0,45,0,993,1,1,0.0,1,-53,40,93,55,False,0,,,,,,3
10,10,0,0,2,0,1.6,627,363,0,0,0.3,1.4,2020-07-20T17:00:00Z,32,13,0,0,0,0,46,0,992,0,0,0.0,1,-17,32,49,54,True,0,,,,,,3
11,11,0,0,0,0,11.0,627,372,1,0,3.4,1.0,2020-07-26T15:00:00Z,73,5,0,0,0,0,47,0,969,2,1,22.0,2,-37,38,75,54,False,0,,,,,,3
12,12,0,0,0,0,0.0,80,7,0,0,0.0,0.0,2020-09-14T19:15:00Z,0,5,0,0,0,0,1,0,3939,3,1,0.0,0,0,0,0,55,True,0,,,,,,3
13,13,0,0,0,0,0.0,80,16,0,0,0.0,0.0,2020-09-20T13:00:00Z,0,14,0,0,0,0,2,0,4108,3,0,0.0,0,-533,156,689,55,False,0,,,,,,3
14,14,0,0,0,0,0.0,80,19,0,0,0.0,0.0,2020-09-26T11:30:00Z,0,13,0,0,0,0,3,0,3458,3,2,0.0,0,-864,83,947,54,True,0,,,,,,3
15,15,0,0,0,0,0.0,80,32,0,0,0.0,0.0,2020-10-03T14:00:00Z,0,7,0,0,0,0,4,0,3108,2,4,0.0,0,-443,93,536,54,False,0,,,,,,3
16,16,0,3,22,0,0.5,80,40,0,1,4.4,36.2,2020-10-18T13:00:00Z,12,6,0,0,0,0,5,0,2952,1,1,7.0,9,-272,84,356,53,False,0,,,,,,3
17,17,0,0,4,0,0.9,80,51,1,0,0.7,6.2,2020-10-26T17:30:00Z,20,18,0,0,0,0,6,0,4136,1,1,0.0,1,832,1142,310,53,True,0,,,,,,3
18,18,0,0,3,0,1.3,80,67,0,0,0.2,1.0,2020-11-01T19:15:00Z,11,17,0,0,0,0,7,0,3878,1,2,0.0,1,-234,194,428,53,False,0,,,,,,3
19,19,0,0,0,0,0.0,80,70,0,0,0.0,0.0,2020-11-06T17:30:00Z,0,4,0,0,0,0,8,0,4072,0,0,0.0,0,59,450,391,53,True,0,,,,,,3
20,20,0,0,0,0,0.0,80,79,0,0,0.0,0.0,2020-11-21T15:00:00Z,0,2,0,0,0,0,9,0,3538,2,1,0.0,0,-524,128,652,53,False,0,,,,,,3
21,21,0,0,0,0,0.0,80,90,0,0,0.0,0.0,2020-11-28T12:30:00Z,0,11,0,0,0,0,10,0,3269,1,1,0.0,0,-293,70,363,53,True,0,,,,,,3
22,22,0,0,0,0,0.0,80,100,0,0,0.0,0.0,2020-12-07T20:00:00Z,0,16,0,0,0,0,11,0,3040,2,1,0.0,0,-244,48,292,53,True,0,,,,,,3
23,23,0,0,3,0,0.3,80,114,0,0,1.0,2.0,2020-12-13T19:15:00Z,18,9,0,0,0,0,12,0,2947,0,3,8.0,1,-115,20,135,53,False,0,,,,,,3
24,24,0,0,0,0,0.0,80,121,0,0,0.0,0.0,2020-12-16T20:00:00Z,0,8,0,0,0,0,13,0,2906,0,0,0.0,0,-50,29,79,53,False,0,,,,,,3
25,25,0,0,0,0,0.0,80,129,0,0,0.0,0.0,2020-12-20T12:00:00Z,0,15,0,0,0,0,14,0,2915,1,1,0.0,0,-22,43,65,53,True,0,,,,,,3
26,26,0,0,0,0,0.0,80,147,0,0,0.0,0.0,2020-12-27T14:15:00Z,0,19,0,0,0,0,15,0,2875,2,2,0.0,0,-65,34,99,53,False,0,,,,,,3
27,27,0,0,4,0,12.5,80,149,1,0,2.2,0.0,2020-12-29T18:00:00Z,66,1,0,0,0,0,16,0,2863,1,0,11.0,2,-35,22,57,53,True,0,,,,,,3
28,28,0,0,0,0,0.0,80,159,0,0,0.0,0.0,2021-01-02T17:30:00Z,0,20,0,0,0,0,17,0,2854,3,3,0.0,0,-32,29,61,53,True,0,,,,,,3
29,29,0,0,10,0,12.8,80,178,1,0,3.1,14.8,2021-01-13T18:00:00Z,90,12,0,0,0,0,18,0,2882,0,1,3.0,2,-38,56,94,53,False,0,,,,,,3
30,30,1,0,21,1,25.3,80,182,0,0,5.0,19.0,2021-01-16T15:00:00Z,61,10,0,0,0,0,19,0,2885,1,0,6.0,6,1,65,64,53,False,0,,,,,,3
31,31,0,0,8,1,23.5,80,189,0,0,4.2,14.4,2021-01-27T19:30:00Z,82,8,0,0,0,0,20,0,3176,0,0,4.0,2,240,384,144,53,True,1,,,,,,3
32,32,0,0,13,1,25.3,80,200,0,0,8.8,10.6,2021-01-31T19:15:00Z,90,17,0,0,0,0,21,0,3029,0,1,52.0,3,-151,30,181,53,True,0,,,,,,3
33,33,0,0,0,0,0.0,80,216,0,0,0.0,0.0,2021-02-03T20:15:00Z,0,11,0,0,0,0,22,0,3036,1,0,0.0,0,-14,93,107,53,False,0,,,,,,3
