,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,position,player
0,0,4.0,0.0,0.0,0,1,0,0.0,3.0,10.5,2.0,0.0,217,0.0,0.0,8,1.0,0,0,1.4,217.0,3.2,1.0,2016-08-14T15:00:00Z,14 Aug 16:00,0.0,0.0,15,1.0,0.0,1,0,0.0,0,0,0.0,0,1,0,205220,3.0,0.0,0.0,4,3,0.0,1,0,0,0,70,False,0.0,0,,,,,,4,714
1,0,4.0,0.0,0.0,0,2,0,0.0,2.0,1.3,0.0,0.0,217,0.0,0.0,12,1.0,0,0,0.4,742.0,0.0,0.0,2016-08-20T14:00:00Z,20 Aug 15:00,0.0,0.0,26,0.0,0.0,3,0,0.0,0,0,1.0,0,2,0,188729,0.0,0.0,0.0,0,2,4.0,1,-35171,5923,41094,70,False,0.0,0,,,,,,4,714
2,0,2.0,0.0,0.0,0,2,0,0.0,1.0,0.1,0.0,0.0,217,0.0,0.0,27,0.0,1,0,0.0,1282.0,0.0,0.0,2016-08-27T11:30:00Z,27 Aug 12:30,0.0,0.0,22,1.0,0.0,17,0,0.0,0,0,1.0,0,3,0,124579,0.0,0.0,0.0,1,1,0.0,1,-68074,2136,70210,68,False,0.0,0,,,,,,4,714
3,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,217,0.0,0.0,34,0.0,0,0,0.0,1832.0,0.0,0.0,2016-09-10T16:30:00Z,10 Sep 17:30,0.0,0.0,0,0.0,0.0,8,0,0.0,0,0,0.0,0,4,0,108015,0.0,0.0,0.0,1,4,0.0,0,-19680,2615,22295,68,True,0.0,0,,,,,,4,714
4,0,9.0,0.0,1.0,0,0,0,0.0,7.0,2.3,1.0,0.0,217,0.0,0.0,41,0.0,1,0,4.2,2413.0,4.8,0.0,2016-09-16T19:00:00Z,16 Sep 20:00,0.0,0.0,34,0.0,0.0,4,0,0.0,0,0,0.0,0,5,0,91493,1.0,0.0,0.0,2,1,35.0,1,-17582,820,18402,67,False,0.0,0,,,,,,4,714
5,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,217,0.0,0.0,53,0.0,0,0,0.0,2997.0,0.0,0.0,2016-09-24T14:00:00Z,24 Sep 15:00,0.0,0.0,0,0.0,0.0,7,0,0.0,0,0,0.0,0,6,0,85994,0.0,0.0,0.0,1,5,0.0,0,-6726,3444,10170,67,True,0.0,0,,,,,,4,714
6,0,4.0,0.0,0.0,0,4,0,0.0,4.0,11.0,0.0,0.0,217,0.0,0.0,67,0.0,0,0,2.5,3583.0,5.4,1.0,2016-10-01T11:30:00Z,01 Oct 12:30,0.0,0.0,6,0.0,0.0,16,0,0.0,0,0,0.0,0,7,0,77472,0.0,0.0,0.0,2,1,9.0,1,-9148,839,9987,66,False,0.0,0,,,,,,4,714
7,0,4.0,0.0,0.0,0,4,0,0.0,2.0,0.3,1.0,0.0,217,0.0,0.0,75,0.0,0,0,0.4,4172.0,3.2,0.0,2016-10-17T19:00:00Z,17 Oct 20:00,0.0,0.0,6,0.0,0.0,11,0,0.0,0,0,0.0,0,8,0,73839,2.0,1.0,0.0,0,0,0.0,1,-4483,731,5214,66,True,0.0,0,,,,,,4,714
8,0,1.0,0.0,0.0,0,3,0,0.0,1.0,10.3,0.0,0.0,217,0.0,0.0,87,0.0,0,0,1.2,4764.0,2.0,1.0,2016-10-22T16:30:00Z,22 Oct 17:30,0.0,0.0,1,1.0,0.0,19,0,0.0,0,0,0.0,0,9,0,72603,0.0,0.0,0.0,1,2,0.0,1,-1765,889,2654,66,True,0.0,0,,,,,,4,714
9,0,2.0,0.0,0.0,0,3,0,0.0,1.0,1.3,0.0,0.0,217,0.0,0.0,91,0.0,0,0,0.1,5358.0,0.0,0.0,2016-10-29T16:30:00Z,29 Oct 17:30,0.0,0.0,2,0.0,0.0,5,0,0.0,0,0,0.0,0,10,0,71478,0.0,0.0,0.0,4,2,0.0,1,-1696,843,2539,66,False,0.0,0,,,,,,4,714
