,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
0,0,0,0,0,0,0.0,542,26,0,0,0.0,0.0,2020-09-27T13:00:00Z,0,14,0,0,0,0,3,0,10638,1,1,0.0,0,8063,12364,4301,55,True,0,,,,,,2
1,1,0,0,13,0,44.3,542,35,1,0,7.5,16.8,2020-10-04T15:30:00Z,90,13,0,0,0,0,4,0,37537,6,1,14.0,2,19247,23523,4276,55,False,0,,,,,,2
2,2,1,0,26,0,17.0,542,47,3,0,4.4,26.6,2020-10-18T15:30:00Z,90,19,0,0,0,0,5,0,145131,3,3,0.0,4,84744,102512,17768,55,True,0,,,,,,2
3,3,0,0,0,0,0.0,542,52,0,0,0.0,0.0,2020-10-26T20:00:00Z,0,4,0,0,0,0,6,0,260793,1,0,0.0,0,109764,123530,13766,55,False,0,,,,,,2
4,4,1,0,21,0,17.3,542,67,1,0,5.9,24.8,2020-11-01T19:15:00Z,90,3,0,0,0,0,7,0,292851,1,2,17.0,4,31709,55273,23564,56,True,1,,,,,,2
5,5,0,0,25,1,17.8,542,77,0,0,7.7,31.0,2020-11-08T12:00:00Z,90,18,0,0,0,0,8,0,301748,1,0,28.0,6,6110,44689,38579,56,False,0,,,,,,2
6,6,0,0,20,1,0.8,542,87,0,0,2.4,21.4,2020-11-21T17:30:00Z,90,12,0,0,0,0,9,0,319132,0,2,2.0,6,11924,43622,31698,56,True,0,,,,,,2
7,7,0,0,19,1,3.0,542,91,0,0,0.8,2.6,2020-11-29T16:30:00Z,90,5,0,0,0,0,10,0,362670,0,0,2.0,5,38587,52911,14324,56,False,1,,,,,,2
8,8,0,0,18,1,1.3,542,106,0,0,1.4,12.6,2020-12-06T16:30:00Z,90,1,0,0,0,0,11,0,388217,0,2,0.0,6,23931,55695,31764,56,True,0,,,,,,2
9,9,0,0,12,0,5.9,542,110,1,0,3.8,13.8,2020-12-13T14:15:00Z,83,6,0,0,0,0,12,0,471904,1,1,18.0,2,68833,82405,13572,57,False,0,,,,,,2
10,10,0,0,4,0,0.0,542,127,1,0,0.5,3.2,2020-12-16T20:00:00Z,14,11,0,0,0,0,13,0,464868,1,2,2.0,1,-2338,21696,24034,57,False,0,,,,,,2
11,11,0,0,8,0,6.9,542,137,2,0,2.6,11.2,2020-12-20T14:15:00Z,90,9,0,0,0,0,14,0,477292,2,0,8.0,1,7785,27762,19977,57,True,0,,,,,,2
12,12,0,0,15,1,2.7,542,148,0,0,3.2,4.0,2020-12-27T19:15:00Z,62,20,0,0,0,0,15,0,487024,1,1,25.0,6,6713,44111,37398,57,False,0,,,,,,2
13,13,0,0,0,0,0.0,542,167,0,0,0.0,0.0,2021-01-02T12:30:00Z,0,10,0,0,0,0,17,0,532198,0,3,0.0,0,-5481,29070,34551,57,True,0,,,,,,2
14,14,1,3,30,0,35.7,542,157,1,0,8.8,40.4,2021-01-13T20:15:00Z,90,8,0,0,0,0,18,0,523488,1,1,12.0,8,-41093,35219,76312,57,True,0,,,,,,2
15,15,0,0,14,0,2.6,542,186,1,0,1.4,9.2,2021-01-17T14:00:00Z,90,15,0,0,0,0,19,0,453870,3,1,2.0,2,-33215,20659,53874,57,False,0,,,,,,2
16,16,0,0,0,0,0.0,542,198,0,0,0.0,0.0,2021-01-28T20:00:00Z,0,11,0,0,0,0,20,0,440531,3,1,0.0,0,-30907,18104,49011,57,True,0,,,,,,2
