,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,position,player
0,0,0,8,0,0.6,425,5,3,0,1.0,9.6,2020-09-13T13:00:00Z,90,9,0,0,0,0,1,0,19684,3,0,0.0,1,0,0,0,45,True,0,,,,,,2,206
1,0,0,11,0,0.3,425,12,5,0,2.8,27.8,2020-09-19T11:30:00Z,90,7,0,0,0,0,2,0,19736,2,5,0.0,0,-2086,695,2781,45,False,0,,,,,,2,206
2,0,0,12,0,0.0,425,27,3,0,2.0,20.2,2020-09-26T16:30:00Z,90,5,0,0,0,0,3,0,17624,3,3,0.0,1,-2823,478,3301,45,True,0,,,,,,2,206
3,0,0,9,0,11.0,425,37,2,0,4.9,19.6,2020-10-04T11:00:00Z,90,16,0,0,0,0,4,0,16883,0,2,18.0,1,-1262,444,1706,44,False,0,,,,,,2,206
4,0,0,0,0,0.0,425,48,0,0,0.0,0.0,2020-10-19T16:30:00Z,0,4,0,0,0,0,5,0,16780,0,0,0.0,0,-583,1312,1895,44,True,0,,,,,,2,206
5,0,0,0,0,0.0,425,51,0,0,0.0,0.0,2020-10-26T17:30:00Z,0,3,0,0,0,0,6,0,15655,1,1,0.0,0,-1167,338,1505,44,False,0,,,,,,2,206
6,0,0,0,0,0.0,425,61,0,0,0.0,0.0,2020-11-02T17:30:00Z,0,8,0,0,0,0,7,0,14808,0,2,0.0,0,-1027,218,1245,44,False,0,,,,,,2,206
7,0,0,10,0,10.7,425,77,1,0,2.8,13.0,2020-11-08T12:00:00Z,90,17,0,0,0,0,8,0,13894,1,0,4.0,2,-976,143,1119,43,True,0,,,,,,2,206
8,0,0,0,0,0.0,425,84,0,0,0.0,0.0,2020-11-21T20:00:00Z,0,13,0,0,0,0,9,0,13834,0,1,0.0,0,-297,568,865,43,False,0,,,,,,2,206
9,0,0,0,0,0.0,425,97,0,0,0.0,0.0,2020-11-28T20:00:00Z,0,15,0,0,0,0,10,0,13608,0,1,0.0,0,-347,263,610,43,True,0,,,,,,2,206
10,0,0,3,0,11.4,425,107,1,0,1.5,3.2,2020-12-06T12:00:00Z,10,6,0,0,0,0,11,0,13049,5,1,0.0,1,-568,200,768,43,True,0,,,,,,2,206
11,0,0,14,0,1.8,425,116,2,0,2.9,23.4,2020-12-12T15:00:00Z,90,14,0,0,0,0,12,0,12819,1,2,4.0,1,-319,206,525,43,False,0,,,,,,2,206
12,0,0,12,0,0.1,425,128,1,0,3.6,35.4,2020-12-15T20:00:00Z,90,12,0,0,0,0,13,0,12703,1,1,0.0,2,-173,202,375,43,False,0,,,,,,2,206
13,0,0,13,0,0.1,425,138,3,0,2.0,19.8,2020-12-20T19:15:00Z,90,2,0,0,0,0,14,0,13032,3,0,0.0,1,239,572,333,43,True,0,,,,,,2,206
14,0,0,9,0,0.2,425,144,1,0,1.9,18.6,2020-12-27T16:30:00Z,90,11,0,0,0,0,15,0,13198,1,1,0.0,1,85,683,598,43,False,1,,,,,,2,206
15,0,0,11,0,0.2,425,158,5,0,2.2,17.4,2020-12-29T18:00:00Z,90,10,0,0,0,0,16,0,14392,5,0,4.0,0,1083,1485,402,43,True,0,,,,,,2,206
16,0,0,14,0,12.2,425,168,4,0,2.9,16.8,2021-01-02T20:00:00Z,90,1,0,0,0,0,17,0,14515,4,0,0.0,0,64,870,806,43,True,0,,,,,,2,206
17,0,0,10,0,1.1,425,188,2,0,1.8,14.4,2021-01-16T12:30:00Z,90,20,0,0,0,0,19,0,14567,3,2,2.0,1,235,908,673,43,False,0,,,,,,2,206
18,0,0,8,0,1.5,425,175,2,0,4.0,34.6,2021-01-19T18:00:00Z,90,19,0,0,0,0,19,0,14567,1,2,4.0,1,235,908,673,43,False,0,,,,,,2,206
19,0,0,6,0,0.0,425,193,5,0,1.5,15.0,2021-01-26T20:15:00Z,90,12,0,0,0,0,20,0,13945,5,0,0.0,-1,-408,414,822,43,True,1,,,,,,2,206
20,0,0,7,0,0.0,425,207,1,0,0.6,6.0,2021-01-30T15:00:00Z,23,8,0,0,0,0,21,0,13676,2,2,0.0,1,-325,325,650,43,True,0,,,,,,2,206
21,0,0,8,0,5.5,425,214,2,0,1.9,11.0,2021-02-02T18:00:00Z,90,15,0,0,0,0,22,0,13325,1,2,2.0,1,-380,134,514,43,False,0,,,,,,2,206
22,0,0,0,0,0.0,425,227,0,0,0.0,0.0,2021-02-07T12:00:00Z,0,17,0,0,0,0,23,0,12882,0,2,0.0,0,-482,88,570,43,False,0,,,,,,2,206
23,0,0,0,0,0.0,425,237,0,0,0.0,0.0,2021-02-14T14:00:00Z,0,13,0,0,0,0,24,0,12455,1,1,0.0,0,-461,129,590,42,True,0,,,,,,2,206
24,0,0,6,0,0.1,425,242,0,0,1.2,12.2,2021-02-20T15:00:00Z,58,4,0,0,0,0,25,0,12354,0,0,0.0,1,-182,170,352,42,False,0,,,,,,2,206
25,0,1,23,1,0.1,425,258,0,0,1.8,17.4,2021-02-27T15:00:00Z,90,3,0,0,0,0,26,0,12360,0,1,0.0,7,-69,381,450,42,True,0,,,,,,2,206
26,0,0,13,0,10.7,425,287,1,0,3.9,28.0,2021-03-04T18:00:00Z,90,7,0,0,0,0,26,0,12360,1,0,0.0,1,-69,381,450,42,True,1,,,,,,2,206
27,0,0,21,1,0.7,425,267,0,0,1.0,9.4,2021-03-07T12:00:00Z,90,14,0,0,0,0,27,0,12962,0,0,0.0,6,517,791,274,42,True,0,,,,,,2,206
28,0,0,12,0,1.0,425,270,1,0,2.0,15.4,2021-03-13T15:00:00Z,90,6,0,0,0,0,28,0,13371,0,1,4.0,2,357,698,341,42,False,0,,,,,,2,206
29,0,0,3,0,0.0,425,291,0,0,0.1,0.6,2021-04-03T11:30:00Z,23,5,0,0,0,0,30,0,13310,5,2,0.0,1,199,501,302,42,False,0,,,,,,2,206
30,0,0,22,1,0.2,425,307,0,0,1.6,14.0,2021-04-12T17:00:00Z,90,16,0,0,0,0,31,0,12831,0,3,2.0,6,-472,101,573,42,True,0,,,,,,2,206
31,0,0,12,0,0.5,425,314,3,0,2.1,20.2,2021-04-22T19:00:00Z,90,9,0,0,0,0,32,0,14071,0,3,0.0,1,1124,1485,361,42,False,0,,,,,,2,206
32,0,0,3,0,0.0,425,320,1,0,0.0,0.0,2021-04-25T18:00:00Z,4,2,0,0,0,0,33,0,14590,2,2,0.0,1,467,809,342,42,False,0,,,,,,2,206
33,0,0,3,0,0.4,425,338,0,0,0.4,3.4,2021-05-03T17:00:00Z,32,20,0,0,0,0,34,0,14796,1,1,0.0,1,257,584,327,42,True,0,,,,,,2,206
34,0,0,0,0,0.0,425,339,0,0,0.0,0.0,2021-05-09T18:00:00Z,0,1,0,0,0,0,35,0,14561,1,3,0.0,0,-230,363,593,42,False,0,,,,,,2,206
35,0,0,0,0,0.0,425,353,0,0,0.0,0.0,2021-05-16T15:30:00Z,0,11,0,0,0,0,36,0,14350,2,1,0.0,0,-234,84,318,42,True,0,,,,,,2,206
