,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,position,player
0,0,0,2,0,0.6,607,55,0,0,0.3,2.2,2021-09-25T14:00:00Z,1,15,0,0,0,0,6,0,0,0,2,0.0,1,0,0,0,45,True,0,,,,,,3,339
1,0,0,3,0,0.0,607,67,0,0,0.0,0.0,2021-10-02T11:30:00Z,1,13,0,0,0,0,7,0,13192,1,1,0.0,1,10762,13006,2244,45,False,0,,,,,,3,339
2,0,0,0,0,0.0,607,74,0,0,0.0,0.0,2021-10-17T13:00:00Z,0,19,0,0,0,0,8,0,29514,1,0,0.0,0,13640,18477,4837,45,True,0,,,,,,3,339
3,0,0,0,0,0.0,607,86,0,0,0.0,0.0,2021-10-23T14:00:00Z,0,18,0,0,0,0,9,0,34686,5,2,0.0,0,4900,9281,4381,45,True,0,,,,,,3,339
4,0,0,0,0,0.0,607,100,0,0,0.0,0.0,2021-11-01T20:00:00Z,0,20,0,0,0,0,10,0,33304,1,2,0.0,0,-1674,3534,5208,45,False,0,,,,,,3,339
5,0,0,0,0,0.0,607,106,0,0,0.0,0.0,2021-11-07T14:00:00Z,0,17,0,0,0,0,11,0,32445,0,0,0.0,0,-1288,1612,2900,45,True,0,,,,,,3,339
6,0,0,0,0,0.0,607,115,0,0,0.0,0.0,2021-11-21T14:00:00Z,0,12,0,0,0,0,12,0,31567,0,3,0.0,0,-1343,1257,2600,45,False,0,,,,,,3,339
7,0,0,0,0,0.0,607,122,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,3,0,0,0,0,13,0,30401,0,1,0.0,0,-1451,893,2344,45,False,0,,,,,,3,339
8,0,0,0,0,0.0,607,132,0,0,0.0,0.0,2021-12-01T20:15:00Z,0,11,0,0,0,0,14,0,30022,4,1,0.0,0,-575,772,1347,45,True,0,,,,,,3,339
9,0,0,0,0,0.0,607,142,0,0,0.0,0.0,2021-12-06T20:00:00Z,0,1,0,0,0,0,15,0,29583,1,2,0.0,0,-635,1204,1839,45,True,0,,,,,,3,339
10,0,0,0,0,0.0,607,156,0,0,0.0,0.0,2021-12-12T16:30:00Z,0,7,0,0,0,0,16,0,29406,1,3,0.0,0,-507,1322,1829,45,False,0,,,,,,3,339
11,0,0,1,0,0.3,607,168,1,0,0.5,0.2,2021-12-16T19:45:00Z,28,6,0,0,0,0,17,0,28588,1,1,4.0,0,-857,939,1796,45,False,1,,,,,,3,339
12,0,0,0,0,0.0,607,205,0,0,0.0,0.0,2022-01-02T14:00:00Z,0,4,0,0,0,0,21,0,31331,3,2,0.0,0,-968,2064,3032,45,True,0,,,,,,3,339
13,0,0,0,0,0.0,607,217,0,0,0.0,0.0,2022-01-15T15:00:00Z,0,15,0,0,0,0,22,0,28742,1,2,0.0,0,-2472,1960,4432,45,False,0,,,,,,3,339
14,0,0,0,0,0.0,607,225,0,0,0.0,0.0,2022-01-22T12:30:00Z,0,2,0,0,0,0,23,0,28864,1,0,0.0,0,-701,1324,2025,45,True,0,,,,,,3,339
15,0,0,0,0,0.0,607,239,0,0,0.0,0.0,2022-02-08T19:45:00Z,0,14,0,0,0,0,24,0,34771,1,3,0.0,0,4897,7284,2387,45,False,0,,,,,,3,339
16,0,0,0,0,0.0,607,244,0,0,0.0,0.0,2022-02-12T15:00:00Z,0,10,0,0,0,0,25,0,44446,0,3,0.0,0,8218,10767,2549,45,True,0,,,,,,3,339
17,0,0,0,0,0.0,607,258,0,0,0.0,0.0,2022-02-19T15:00:00Z,0,16,0,0,0,0,26,0,52208,0,2,0.0,0,4441,8923,4482,45,False,0,,,,,,3,339
18,0,0,0,0,0.0,607,266,0,0,0.0,0.0,2022-02-26T17:30:00Z,0,12,0,0,0,0,27,0,48099,1,0,0.0,0,-1524,3599,5123,45,True,0,,,,,,3,339
19,0,0,0,0,0.0,607,278,0,0,0.0,0.0,2022-03-07T20:00:00Z,0,17,0,0,0,0,28,0,45876,0,5,0.0,0,-306,3907,4213,45,False,0,,,,,,3,339
20,0,0,0,0,0.0,607,286,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,20,0,0,0,0,29,0,60918,1,0,0.0,0,8906,12720,3814,45,True,0,,,,,,3,339
21,0,0,0,0,0.0,607,195,0,0,0.0,0.0,2022-03-17T19:45:00Z,0,14,0,0,0,0,29,0,60918,0,1,0.0,0,8906,12720,3814,45,True,0,,,,,,3,339
22,0,0,0,0,0.0,607,309,0,0,0.0,0.0,2022-04-03T13:00:00Z,0,19,0,0,0,0,31,0,57434,1,2,0.0,0,2453,5058,2605,45,False,0,,,,,,3,339
23,0,0,0,0,0.0,607,183,0,0,0.0,0.0,2022-04-06T18:30:00Z,0,5,0,0,0,0,31,0,57434,2,3,0.0,0,2453,5058,2605,45,False,0,,,,,,3,339
24,0,0,0,0,0.0,607,314,0,0,0.0,0.0,2022-04-09T11:30:00Z,0,13,0,0,0,0,32,0,58669,0,1,0.0,0,1250,3570,2320,45,True,0,,,,,,3,339
25,0,0,0,0,0.0,607,172,0,0,0.0,0.0,2022-04-20T18:45:00Z,0,9,0,0,0,0,33,0,64751,1,1,0.0,0,2420,6416,3996,45,True,0,,,,,,3,339
26,0,0,0,0,0.0,607,338,0,0,0.0,0.0,2022-04-24T15:30:00Z,0,11,0,0,0,0,34,0,78166,0,2,0.0,0,13430,16726,3296,45,False,0,,,,,,3,339
27,0,0,0,0,0.0,607,342,0,0,0.0,0.0,2022-05-01T13:00:00Z,0,6,0,0,0,0,35,0,82947,0,1,0.0,0,6741,11019,4278,45,True,0,,,,,,3,339
28,0,0,0,0,0.0,607,357,0,0,0.0,0.0,2022-05-08T13:00:00Z,0,9,0,0,0,0,36,0,94242,2,1,0.0,0,3721,11842,8121,45,False,0,,,,,,3,339
29,0,0,0,0,0.0,607,299,0,0,0.0,0.0,2022-05-11T18:45:00Z,0,18,0,0,0,0,36,0,94242,0,0,0.0,0,3721,11842,8121,45,False,0,,,,,,3,339
30,0,0,0,0,0.0,607,362,0,0,0.0,0.0,2022-05-15T15:30:00Z,0,3,0,0,0,0,37,0,78268,3,2,0.0,0,-4024,3988,8012,45,True,0,,,,,,3,339
31,0,0,0,0,0.0,607,322,0,0,0.0,0.0,2022-05-19T18:45:00Z,0,7,0,0,0,0,37,0,78268,2,3,0.0,0,-4024,3988,8012,45,True,0,,,,,,3,339
32,0,0,0,0,0.0,607,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,1,0,0,0,0,38,0,88237,1,5,0.0,0,2543,8416,5873,45,False,0,,,,,,3,339
33,0,0,0,0,0.0,339,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,7,0,0,0,0,3,0,30538,0,3,0.0,0,-3920,904,4824,45,False,0,0.0,0.00,0.00,0.00,0.00,3,339
34,0,0,0,0,0.0,339,38,0,0,0.0,0.0,2023-09-01T19:00:00Z,0,19,0,0,0,0,4,0,28091,2,1,0.0,0,-2939,787,3726,44,True,0,0.0,0.00,0.00,0.00,0.00,3,339
35,0,0,0,0,0.0,339,44,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,10,0,0,0,0,5,0,23055,0,1,0.0,0,-5003,31,5034,44,False,0,0.0,0.00,0.00,0.00,0.00,3,339
36,0,0,0,0,0.0,339,58,0,0,0.0,0.0,2023-09-23T14:00:00Z,0,20,0,0,0,0,6,0,21273,1,1,0.0,0,-1929,0,1929,44,True,0,0.0,0.00,0.00,0.00,0.00,3,339
37,0,0,0,0,0.0,339,63,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,9,0,0,0,0,7,0,19457,2,1,0.0,0,-1769,0,1769,44,False,0,0.0,0.00,0.00,0.00,0.00,3,339
38,0,0,0,0,0.0,339,15,0,0,0.0,0.0,2023-10-03T18:30:00Z,0,6,0,0,0,0,7,0,19457,2,1,0.0,0,-1769,0,1769,44,True,0,0.0,0.00,0.00,0.00,0.00,3,339
39,0,0,0,0,0.0,339,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,18,0,0,0,0,8,0,18197,1,0,0.0,0,-1271,0,1271,44,True,0,0.0,0.00,0.00,0.00,0.00,3,339
40,0,0,0,0,0.0,339,88,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,16,0,0,0,0,9,0,17378,2,2,0.0,0,-893,0,893,44,False,0,0.0,0.00,0.00,0.00,0.00,3,339
41,0,0,0,0,0.0,339,92,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,2,0,0,0,0,10,0,16653,1,3,0.0,0,-732,0,732,44,False,0,0.0,0.00,0.00,0.00,0.00,3,339
42,0,0,0,0,0.0,339,105,0,0,0.0,0.0,2023-11-05T16:30:00Z,0,11,0,0,0,0,11,0,16120,1,1,0.0,0,-554,0,554,44,True,0,0.0,0.00,0.00,0.00,0.00,3,339
43,0,0,0,0,0.0,339,118,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,14,0,0,0,0,12,0,15551,0,1,0.0,0,-539,0,539,44,False,0,0.0,0.00,0.00,0.00,0.00,3,339
44,0,0,0,0,0.0,339,125,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,8,0,0,0,0,13,0,15067,1,2,0.0,0,-504,0,504,44,True,0,0.0,0.00,0.00,0.00,0.00,3,339
45,0,0,0,0,0.0,339,133,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,4,0,0,0,0,14,0,14819,1,3,0.0,0,-285,0,285,44,False,0,0.0,0.00,0.00,0.00,0.00,3,339
46,0,0,0,0,0.0,339,146,0,0,0.0,0.0,2023-12-05T20:15:00Z,0,1,0,0,0,0,15,0,14616,4,3,0.0,0,-205,0,205,44,True,0,0.0,0.00,0.00,0.00,0.00,3,339
47,0,0,0,0,0.0,339,156,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,13,0,0,0,0,16,0,14415,2,1,0.0,0,-198,0,198,44,True,0,0.0,0.00,0.00,0.00,0.00,3,339
48,0,0,0,0,0.0,339,175,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,15,0,0,0,0,18,0,13769,0,1,0.0,0,-249,0,249,44,True,0,0.0,0.00,0.00,0.00,0.00,3,339
49,0,0,0,0,0.0,339,190,0,0,0.0,0.0,2023-12-26T15:00:00Z,0,17,0,0,0,0,19,0,13659,3,2,0.0,0,-157,0,157,44,False,0,0.0,0.00,0.00,0.00,0.00,3,339
50,0,0,0,0,0.0,339,195,0,0,0.0,0.0,2023-12-30T12:30:00Z,0,7,0,0,0,0,20,0,13416,3,2,0.0,0,-243,0,243,44,True,0,0.0,0.00,0.00,0.00,0.00,3,339
51,0,0,0,0,0.0,339,205,0,0,0.0,0.0,2024-01-12T19:45:00Z,0,6,0,0,0,0,21,0,12898,1,1,0.0,0,-493,0,493,44,False,0,0.0,0.00,0.00,0.00,0.00,3,339
