,Unnamed: 0,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
0,0,0,53.0,1.0,0.0,0,18,1,4.0,42.0,33.4,0.0,0.0,367,0.0,0.0,1,2.0,0,0,5.8,367.0,17.0,3.0,2016-08-13T14:00:00Z,13 Aug 15:00,0.0,0.0,90,1.0,0.0,3,0,0.0,0,0,10.0,0,1,0,4204,2.0,2.0,0.0,1,0,8.0,3,0,0,0,50,False,0.0,0,,,,,,3
1,1,0,90.0,0.0,0.0,0,26,0,9.0,79.0,17.8,1.0,0.0,367,0.0,0.0,15,0.0,2,0,4.9,892.0,28.6,2.0,2016-08-20T14:00:00Z,20 Aug 15:00,0.0,0.0,90,0.0,0.0,7,0,0.0,0,0,13.0,0,2,0,4800,0.0,3.0,1.0,2,0,3.0,2,-61,274,335,50,True,0.0,0,,,,,,3
2,2,0,50.0,0.0,0.0,0,12,0,11.0,36.0,11.3,0.0,0.0,367,0.0,0.0,25,1.0,2,0,2.9,1432.0,17.2,1.0,2016-08-27T14:00:00Z,27 Aug 15:00,0.0,0.0,85,0.0,0.0,8,0,0.0,0,0,5.0,0,3,0,4706,2.0,0.0,0.0,1,2,0.0,2,-348,200,548,50,False,0.0,0,,,,,,3
3,3,0,67.0,0.0,0.0,0,13,0,5.0,60.0,1.8,0.0,0.0,367,0.0,0.0,39,0.0,2,0,1.6,1982.0,12.2,0.0,2016-09-11T15:00:00Z,11 Sep 16:00,0.0,0.0,90,0.0,0.0,4,0,0.0,0,0,8.0,0,4,0,4309,5.0,2.0,0.0,2,2,2.0,2,-524,98,622,50,True,0.0,0,,,,,,3
4,4,0,52.0,0.0,0.0,0,19,0,2.0,45.0,4.8,3.0,0.0,367,0.0,0.0,48,0.0,1,0,1.7,2563.0,10.4,0.0,2016-09-18T13:15:00Z,18 Sep 14:15,0.0,0.0,81,0.0,0.0,13,0,0.0,0,0,5.0,0,5,0,4084,0.0,2.0,0.0,0,1,2.0,2,-276,106,382,49,False,0.0,0,,,,,,3
5,5,0,29.0,0.0,0.0,0,8,0,1.0,22.0,11.8,0.0,0.0,367,0.0,0.0,58,1.0,2,0,1.6,3147.0,0.4,1.0,2016-09-24T14:00:00Z,24 Sep 15:00,0.0,0.0,72,0.0,0.0,10,0,0.0,0,0,7.0,0,6,0,3791,0.0,0.0,0.0,3,1,4.0,2,-345,74,419,49,True,0.0,0,,,,,,3
6,6,0,43.0,0.0,1.0,0,4,0,5.0,36.0,3.8,0.0,0.0,367,0.0,0.0,67,2.0,2,0,3.7,3733.0,13.8,0.0,2016-10-01T11:30:00Z,01 Oct 12:30,0.0,0.0,90,0.0,0.0,9,0,0.0,0,0,6.0,0,7,0,3715,2.0,0.0,0.0,2,1,19.0,1,-120,89,209,49,True,0.0,1,,,,,,3
7,7,0,44.0,0.0,0.0,0,22,0,4.0,38.0,5.7,2.0,0.0,367,0.0,0.0,71,1.0,3,0,1.9,4322.0,12.4,0.0,2016-10-15T14:00:00Z,15 Oct 15:00,0.0,0.0,70,0.0,0.0,1,0,0.0,0,0,9.0,0,8,0,3635,1.0,4.0,1.0,2,3,1.0,2,-129,90,219,48,False,0.0,0,,,,,,3
8,8,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,367,0.0,0.0,89,0.0,0,0,0.0,4914.0,0.0,0.0,2016-10-22T14:00:00Z,22 Oct 15:00,0.0,0.0,0,0.0,0.0,18,0,0.0,0,0,0.0,0,9,0,3551,0.0,0.0,0.0,0,0,0.0,0,-102,66,168,48,True,0.0,0,,,,,,3
9,9,0,7.0,0.0,0.0,0,2,0,1.0,4.0,0.0,0.0,0.0,367,0.0,0.0,96,0.0,0,0,0.2,5508.0,1.6,0.0,2016-10-31T20:00:00Z,31 Oct 20:00,0.0,0.0,4,0.0,0.0,14,0,0.0,0,0,0.0,0,10,0,3443,1.0,0.0,0.0,1,3,0.0,1,-125,29,154,48,False,0.0,0,,,,,,3
