,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,position,player
0,0,25.0,0.0,0.0,0,8,0,6.0,21.0,14.7,0.0,0.0,496,0.0,0.0,10,2.0,2,0,3.3,496.0,16.6,1.0,2017-08-13T12:30:00Z,13 Aug 13:30,0.0,0.0,90,0.0,1.0,17,0,0.0,0,0,2.0,0,1,0,6798,3.0,1.0,0.0,2,0,2.0,2,0,0,0,45,True,0.0,0,,,,,,3,547
1,0,36.0,0.0,0.0,0,4,0,2.0,26.0,2.0,1.0,0.0,496,0.0,0.0,18,3.0,1,0,1.3,1007.0,8.0,0.0,2017-08-20T12:30:00Z,20 Aug 13:30,0.0,0.0,75,0.0,0.0,8,0,0.0,0,0,4.0,0,2,0,9942,4.0,2.0,1.0,0,1,3.0,1,801,1904,1103,45,False,0.0,1,,,,,,3,547
2,0,22.0,0.0,0.0,0,9,1,4.0,17.0,29.3,0.0,0.0,496,0.0,0.0,26,2.0,0,0,4.3,1523.0,10.6,2.0,2017-08-26T14:00:00Z,26 Aug 15:00,0.0,0.0,81,0.0,2.0,20,0,0.0,0,0,3.0,0,3,0,10441,1.0,0.0,1.0,0,3,3.0,3,-144,1110,1254,45,True,0.0,0,,,,,,3,547
3,0,24.0,0.0,0.0,0,3,1,1.0,16.0,1.5,0.0,0.0,496,0.0,0.0,39,1.0,0,0,3.4,2054.0,8.4,0.0,2017-09-10T15:00:00Z,10 Sep 16:00,0.0,0.0,68,0.0,0.0,16,0,0.0,0,0,4.0,0,4,0,12712,2.0,1.0,0.0,1,0,24.0,2,1063,2665,1602,45,False,0.0,1,,,,,,3,547
4,0,31.0,0.0,0.0,0,12,0,2.0,25.0,15.7,0.0,0.0,496,0.0,0.0,45,2.0,1,0,2.5,2598.0,9.4,1.0,2017-09-16T14:00:00Z,16 Sep 15:00,0.0,0.0,68,0.0,1.0,15,0,0.0,0,0,3.0,0,5,0,13657,1.0,2.0,0.0,1,2,0.0,1,592,1888,1296,45,True,0.0,1,,,,,,3,547
5,0,37.0,0.0,0.0,0,10,0,3.0,29.0,6.6,0.0,0.0,496,0.0,0.0,59,0.0,1,0,2.5,3144.0,14.4,0.0,2017-09-24T15:00:00Z,24 Sep 16:00,0.0,0.0,67,0.0,0.0,3,0,0.0,0,0,2.0,0,6,0,13812,1.0,1.0,0.0,0,1,4.0,2,-141,1326,1467,45,False,0.0,0,,,,,,3,547
6,0,3.0,0.0,0.0,0,3,0,2.0,1.0,0.1,0.0,0.0,496,0.0,0.0,70,1.0,0,0,0.2,3694.0,2.2,0.0,2017-10-01T15:30:00Z,01 Oct 16:30,0.0,0.0,16,0.0,0.0,10,0,0.0,0,0,0.0,0,7,0,14181,0.0,0.0,0.0,1,1,0.0,1,124,1499,1375,45,True,0.0,0,,,,,,3,547
7,0,28.0,0.0,0.0,0,20,0,3.0,25.0,12.6,0.0,0.0,496,0.0,0.0,77,3.0,2,1,7.3,4248.0,49.6,1.0,2017-10-15T15:00:00Z,15 Oct 16:00,0.0,0.0,90,0.0,0.0,14,0,0.0,0,0,2.0,0,8,0,14729,0.0,0.0,0.0,2,2,11.0,6,297,1672,1375,45,False,0.0,1,,,,,,3,547
8,0,30.0,0.0,0.0,0,8,0,3.0,23.0,1.0,0.0,0.0,496,0.0,0.0,85,0.0,0,0,1.2,4805.0,10.8,0.0,2017-10-21T14:00:00Z,21 Oct 15:00,0.0,0.0,55,0.0,0.0,6,0,0.0,0,0,2.0,0,9,0,20028,0.0,1.0,0.0,0,1,0.0,1,4943,6403,1460,45,True,0.0,0,,,,,,3,547
9,0,8.0,0.0,0.0,0,2,0,1.0,4.0,0.4,0.0,0.0,496,0.0,0.0,94,1.0,0,0,1.3,5364.0,3.2,0.0,2017-10-30T20:00:00Z,30 Oct 20:00,0.0,0.0,14,0.0,0.0,4,0,0.0,0,0,0.0,0,10,0,20549,0.0,0.0,0.0,0,1,9.0,1,224,2568,2344,45,False,0.0,0,,,,,,3,547
10,0,43.0,0.0,0.0,0,15,0,7.0,34.0,23.9,0.0,0.0,496,0.0,0.0,104,2.0,1,0,4.5,5927.0,16.4,2.0,2017-11-04T15:00:00Z,04 Nov 15:00,0.0,0.0,90,0.0,0.0,2,0,0.0,0,0,6.0,0,11,0,19905,1.0,2.0,1.0,1,0,5.0,2,-738,813,1551,45,True,0.0,0,,,,,,3,547
11,0,36.0,0.0,1.0,0,7,0,3.0,31.0,22.8,2.0,0.0,496,0.0,0.0,118,2.0,4,0,6.9,6493.0,25.4,2.0,2017-11-18T17:30:00Z,18 Nov 17:30,0.0,0.0,90,0.0,0.0,12,0,0.0,0,0,6.0,0,12,0,19261,2.0,0.0,0.0,1,4,21.0,1,-782,667,1449,45,False,0.0,1,,,,,,3,547
12,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,496,0.0,0.0,125,0.0,0,0,0.0,7062.0,0.0,0.0,2017-11-25T15:00:00Z,25 Nov 15:00,0.0,0.0,0,0.0,0.0,18,0,0.0,0,0,0.0,0,13,0,16652,0.0,0.0,0.0,3,0,0.0,0,-2615,76,2691,45,True,0.0,0,,,,,,3,547
