assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,664,220,0,0,0.0,0.0,2021-02-06T15:00:00Z,0,4,0,0,0,0,23,0,55,1,1,0.0,0,46,51,5,50,False,0
0,0,0,0,0.0,664,230,0,0,0.0,0.0,2021-02-13T20:00:00Z,0,2,0,0,0,0,24,0,145,0,0,0.0,0,50,82,32,50,True,0
0,0,0,0,0.0,664,241,0,0,0.0,0.0,2021-02-22T20:00:00Z,0,6,0,0,0,0,25,0,168,2,1,0.0,0,2,32,30,50,True,0
0,0,0,0,0.0,664,258,0,0,0.0,0.0,2021-02-27T15:00:00Z,0,18,0,0,0,0,26,0,196,0,1,0.0,0,-7,45,52,50,False,0
0,0,0,0,0.0,664,260,0,0,0.0,0.0,2021-03-06T20:00:00Z,0,9,0,0,0,0,27,0,231,2,1,0.0,0,2,25,23,50,True,0
0,0,0,0,0.0,664,277,0,0,0.0,0.0,2021-03-14T12:00:00Z,0,16,0,0,0,0,28,0,248,2,1,0.0,0,-11,21,32,50,False,0
0,0,0,0,0.0,664,279,0,0,0.0,0.0,2021-03-20T20:00:00Z,0,14,0,0,0,0,29,0,286,0,3,0.0,0,8,26,18,50,True,0
0,0,0,0,0.0,664,295,0,0,0.0,0.0,2021-04-04T18:30:00Z,0,13,0,0,0,0,30,0,291,1,2,0.0,0,-6,19,25,50,False,0
0,0,0,0,0.0,664,299,0,0,0.0,0.0,2021-04-12T19:15:00Z,0,7,0,0,0,0,31,0,310,0,0,0.0,0,0,22,22,50,True,0
0,0,0,0,0.0,664,311,0,0,0.0,0.0,2021-04-20T19:15:00Z,0,5,0,0,0,0,32,0,327,0,0,0.0,0,2,21,19,50,False,0
0,0,0,0,0.0,664,326,0,0,0.0,0.0,2021-04-24T19:00:00Z,0,15,0,0,0,0,33,0,362,0,1,0.0,0,10,27,17,50,False,0
