assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
0,0,0,0,0.0,692,322,0,0,0.0,0.0,2021-04-25T13:00:00Z,0,13,0,0,0,0,33,0,0,0,0,0.0,0,0,0,0,45,True,0,,,,,
0,0,0,0,0.0,692,329,0,0,0.0,0.0,2021-05-01T14:00:00Z,0,3,0,0,0,0,34,0,285,0,2,0.0,0,169,204,35,45,False,0,,,,,
0,0,0,0,0.0,692,342,0,0,0.0,0.0,2021-05-08T11:30:00Z,0,17,0,0,0,0,35,0,755,1,3,0.0,0,294,398,104,45,True,0,,,,,
0,0,0,0,0.0,692,350,0,0,0.0,0.0,2021-05-15T11:30:00Z,0,4,0,0,0,0,36,0,969,4,0,0.0,0,51,274,223,45,False,0,,,,,
0,0,0,0,0.0,692,366,0,0,0.0,0.0,2021-05-18T17:00:00Z,0,16,0,0,0,0,37,0,1174,2,0,0.0,0,136,271,135,45,False,0,,,,,
0,0,0,0,0.0,692,372,0,0,0.0,0.0,2021-05-23T15:00:00Z,0,18,0,0,0,0,38,0,1403,1,3,0.0,0,99,328,229,45,True,0,,,,,
0,0,0,0,0.0,550,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,13,0,0,0,0,1,0,0,1,5,0.0,0,0,0,0,45,False,0,,,,,
0,0,0,0,0.0,550,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,8,0,0,0,0,2,0,53807,2,2,0.0,0,23118,28684,5566,45,True,0,,,,,
0,0,0,0,0.0,550,29,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,5,0,0,0,0,3,0,79315,1,1,0.0,0,13609,28990,15381,45,False,0,,,,,
0,0,0,0,0.0,550,36,0,0,0.0,0.0,2021-09-12T15:30:00Z,0,11,0,0,0,0,4,0,137242,3,0,0.0,0,40066,80392,40326,45,True,0,,,,,
0,0,0,0,0.0,550,46,0,0,0.0,0.0,2021-09-17T19:00:00Z,0,14,0,0,0,0,5,0,182162,1,1,0.0,0,37122,59656,22534,45,False,0,,,,,
0,0,0,0,0.0,550,56,0,0,0.0,0.0,2021-09-25T14:00:00Z,0,19,0,0,0,0,6,0,188740,2,1,0.0,0,3828,25130,21302,45,True,0,,,,,
0,0,0,0,0.0,550,65,0,0,0.0,0.0,2021-10-02T14:00:00Z,0,18,0,0,0,0,7,0,177983,0,1,0.0,0,-12285,8086,20371,45,True,0,,,,,
0,0,0,0,0.0,550,79,0,0,0.0,0.0,2021-10-16T14:00:00Z,0,16,0,0,0,0,8,0,174650,0,1,0.0,0,-7117,7801,14918,45,False,0,,,,,
0,0,0,0,0.0,550,87,0,0,0.0,0.0,2021-10-23T14:00:00Z,0,20,0,0,0,0,9,0,172396,1,1,0.0,0,-4095,6164,10259,45,True,0,,,,,
