assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,213,0.0,0.0,8,0.0,0,0,0.0,213.0,0.0,0.0,2016-08-14T15:00:00Z,14 Aug 16:00,0.0,0.0,0,0.0,0.0,1,0,0.0,0,0,0.0,0,1,0,80353,0.0,0.0,0.0,4,3,0.0,0,0,0,0,75,False,0.0,0,,,,,
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,213,0.0,0.0,16,0.0,0,0,0.0,1063.0,0.0,0.0,2016-08-20T14:00:00Z,20 Aug 15:00,0.0,0.0,0,0.0,0.0,17,0,0.0,0,0,0.0,0,2,0,85297,0.0,0.0,0.0,0,1,0.0,0,-13924,17642,7803,74,False,0.0,0,,,,,
0,27.0,0.0,0.0,0,-1,0,2.0,21.0,29.9,0.0,0.0,213,0.0,0.0,22,2.0,1,0,5.5,1278.0,0.0,2.0,2016-08-27T14:00:00Z,27 Aug 15:00,0.0,0.0,90,5.0,0.0,2,0,0.0,0,0,1.0,0,3,0,119733,0.0,0.0,3.0,1,1,26.0,2,30989,39866,8877,74,True,0.0,0,,,,,
0,24.0,0.0,0.0,1,27,0,1.0,15.0,19.1,1.0,0.0,213,0.0,0.0,36,2.0,1,1,9.7,1828.0,34.4,1.0,2016-09-10T14:00:00Z,10 Sep 15:00,0.0,0.0,83,0.0,0.0,12,0,0.0,0,0,1.0,0,4,0,166496,3.0,0.0,0.0,2,1,43.0,7,42180,65964,23784,75,False,0.0,0,,,,,
0,37.0,0.0,0.0,0,-1,0,0.0,28.0,18.0,2.0,0.0,213,0.0,0.0,47,5.0,1,0,2.6,2409.0,0.0,1.0,2016-09-18T13:15:00Z,18 Sep 14:15,0.0,0.0,90,2.0,0.0,14,0,0.0,0,0,4.0,0,5,0,231468,6.0,0.0,0.0,1,4,8.0,2,60884,70248,9364,75,True,0.0,0,,,,,
0,23.0,0.0,0.0,1,29,0,3.0,12.0,13.2,0.0,0.0,213,0.0,0.0,57,2.0,2,1,12.8,2993.0,33.8,3.0,2016-09-24T14:00:00Z,24 Sep 15:00,0.0,0.0,90,2.0,0.0,15,0,0.0,0,0,1.0,0,6,0,238783,1.0,1.0,5.0,3,2,81.0,7,4698,38989,34291,76,False,1.0,0,,,,,
0,26.0,0.0,0.0,0,22,0,1.0,16.0,3.3,1.0,0.0,213,0.0,0.0,62,2.0,1,1,10.9,3579.0,31.0,0.0,2016-09-30T19:00:00Z,30 Sep 20:00,0.0,0.0,90,0.0,0.0,6,0,0.0,0,0,2.0,0,7,0,242561,3.0,0.0,1.0,1,1,75.0,5,1770,24369,22599,76,False,0.0,1,,,,,
0,23.0,0.0,2.0,0,-18,0,1.0,12.0,4.5,0.0,0.0,213,0.0,0.0,74,2.0,1,0,3.2,4168.0,0.0,0.0,2016-10-15T16:30:00Z,15 Oct 17:30,0.0,0.0,90,1.0,0.0,20,0,0.0,1,0,0.0,0,8,0,350918,2.0,0.0,4.0,1,0,37.0,-1,101073,108993,7920,77,True,0.0,1,,,,,
0,34.0,0.0,1.0,0,5,0,1.0,22.0,41.7,2.0,0.0,213,0.0,0.0,86,1.0,3,0,12.6,4760.0,9.8,3.0,2016-10-22T14:00:00Z,22 Oct 15:00,0.0,0.0,90,2.0,0.0,8,0,0.0,0,0,4.0,0,9,0,341032,1.0,1.0,2.0,1,3,74.0,2,-11893,21749,33642,77,False,0.0,0,,,,,
0,38.0,0.0,0.0,0,1,0,0.0,25.0,5.7,0.0,0.0,213,0.0,0.0,91,3.0,4,0,7.5,5354.0,8.6,0.0,2016-10-29T16:30:00Z,29 Oct 17:30,0.0,0.0,90,1.0,0.0,9,0,0.0,0,0,1.0,0,10,0,323658,1.0,0.0,0.0,4,2,61.0,2,-19052,14197,33249,77,True,0.0,0,,,,,
0,28.0,0.0,0.0,0,26,0,2.0,21.0,24.6,2.0,0.0,213,0.0,0.0,103,1.0,3,1,14.7,5952.0,44.6,2.0,2016-11-05T15:00:00Z,05 Nov 15:00,0.0,0.0,90,2.0,0.0,3,0,0.0,0,0,3.0,0,11,0,294390,6.0,0.0,1.0,2,3,78.0,6,-30715,13034,43749,76,False,0.0,0,,,,,
0,17.0,0.0,0.0,0,1,0,0.0,6.0,1.6,0.0,0.0,213,0.0,0.0,111,2.0,1,0,4.1,6551.0,0.0,0.0,2016-11-19T15:00:00Z,19 Nov 15:00,0.0,0.0,80,0.0,0.0,10,0,0.0,0,0,0.0,0,12,0,271025,1.0,0.0,2.0,2,1,44.0,2,-25323,9240,34563,76,True,0.0,0,,,,,
1,37.0,1.0,0.0,1,43,0,1.0,23.0,35.2,1.0,0.0,213,0.0,0.0,129,1.0,5,1,14.2,7152.0,54.4,3.0,2016-11-26T15:00:00Z,26 Nov 15:00,0.0,0.0,90,0.0,0.0,16,0,0.0,0,0,0.0,0,13,0,256587,1.0,0.0,1.0,4,5,52.0,10,-15213,9220,24433,75,False,0.0,0,,,,,
0,34.0,0.0,0.0,3,45,1,3.0,22.0,5.8,1.0,0.0,213,0.0,0.0,132,3.0,0,2,15.6,7756.0,67.8,0.0,2016-12-03T15:00:00Z,03 Dec 15:00,0.0,0.0,90,0.0,0.0,13,0,0.0,0,0,0.0,0,14,0,257534,8.0,1.0,2.0,0,3,82.0,12,-197,14205,14402,75,True,1.0,1,,,,,
0,27.0,0.0,0.0,0,27,0,1.0,17.0,2.8,1.0,0.0,213,0.0,0.0,144,1.0,3,1,6.6,8361.0,34.0,0.0,2016-12-10T15:00:00Z,10 Dec 15:00,0.0,0.0,90,0.0,0.0,7,0,0.0,0,0,2.0,0,15,0,408228,2.0,0.0,1.0,3,3,29.0,6,145640,151720,6080,76,False,0.0,0,,,,,
0,27.0,0.0,0.0,0,4,0,0.0,15.0,25.3,0.0,0.0,213,0.0,0.0,155,3.0,2,0,3.5,8971.0,0.0,2.0,2016-12-14T20:00:00Z,14 Dec 20:00,0.0,0.0,90,0.0,0.0,11,0,0.0,0,0,4.0,0,16,0,435327,1.0,0.0,1.0,2,1,10.0,2,24355,52940,28585,77,True,0.0,0,,,,,
