assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
0,37.0,0.0,0.0,0,13,0,9.0,30.0,10.3,0.0,0.0,12,0.0,0.0,1,2.0,2,0,2.7,12.0,16.6,1.0,2018-08-12T15:00:00Z,12 Aug 16:00,0.0,0.0,90,0.0,0.0,13,0,0.0,0,0,5.0,0,1,0,122791,0.0,1.0,0.0,2,0,0.0,0,0,0,0,55,True,0.0,1
0,44.0,0.0,0.0,0,13,0,7.0,38.0,0.2,0.0,0.0,12,0.0,1.0,14,0.0,3,0,2.2,537.0,22.0,0.0,2018-08-18T16:30:00Z,18 Aug 17:30,0.0,0.0,90,0.0,0.0,6,0,0.0,0,0,5.0,0,2,0,120917,0.0,0.0,0.0,2,3,0.0,1,-15695,2039,17734,55,False,0.0,0
0,44.0,0.0,0.0,0,10,0,7.0,37.0,0.2,0.0,0.0,12,0.0,0.0,21,1.0,1,0,1.8,1064.0,17.8,0.0,2018-08-25T14:00:00Z,25 Aug 15:00,0.0,0.0,90,0.0,0.0,19,0,0.0,0,0,5.0,0,3,0,109545,0.0,0.0,0.0,1,3,0.0,1,-15011,3385,18396,54,True,0.0,1
0,75.0,0.0,0.0,0,12,0,4.0,69.0,0.8,0.0,0.0,12,0.0,0.0,33,1.0,2,0,1.4,1595.0,10.8,0.0,2018-09-02T12:30:00Z,02 Sep 13:30,0.0,0.0,90,0.0,0.0,5,0,0.0,0,0,0.0,0,4,0,100104,1.0,0.0,0.0,3,2,2.0,1,-11689,1864,13553,54,False,0.0,0
0,66.0,0.0,0.0,0,13,0,6.0,59.0,0.4,0.0,0.0,12,0.0,0.0,46,1.0,1,0,2.4,2132.0,19.6,0.0,2018-09-15T14:00:00Z,15 Sep 15:00,0.0,0.0,90,0.0,0.0,15,0,0.0,0,0,3.0,0,5,0,91179,1.0,1.0,1.0,2,1,4.0,2,-10449,1090,11539,53,False,0.0,0
0,29.0,0.0,0.0,0,-1,0,2.0,24.0,0.2,0.0,0.0,12,0.0,0.0,51,2.0,0,0,0.6,2669.0,5.4,0.0,2018-09-23T15:00:00Z,23 Sep 16:00,0.0,0.0,38,0.0,0.0,8,0,0.0,0,0,3.0,0,6,0,88907,1.0,0.0,0.0,0,2,0.0,0,-3610,1485,5095,53,True,0.0,1
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,61,0.0,0,0,0.0,3207.0,0.0,0.0,2018-09-29T14:00:00Z,29 Sep 15:00,0.0,0.0,0,0.0,0.0,18,0,0.0,0,0,0.0,0,7,0,80910,0.0,0.0,0.0,0,2,0.0,0,-8438,761,9199,53,True,0.0,0
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,74,0.0,0,0,0.0,3746.0,0.0,0.0,2018-10-07T11:00:00Z,07 Oct 12:00,0.0,0.0,0,0.0,0.0,9,0,0.0,0,0,0.0,0,8,0,78950,0.0,0.0,0.0,5,1,0.0,0,-2638,1076,3714,52,False,0.0,0
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,81,0.0,0,0,0.0,4288.0,0.0,0.0,2018-10-22T19:00:00Z,22 Oct 20:00,0.0,0.0,0,0.0,0.0,11,0,0.0,0,0,0.0,0,9,0,73392,0.0,0.0,0.0,1,3,0.0,0,-5929,896,6825,52,True,0.0,0
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,93,0.0,0,0,0.0,4834.0,0.0,0.0,2018-10-28T13:30:00Z,28 Oct 13:30,0.0,0.0,0,0.0,0.0,7,0,0.0,0,0,0.0,0,10,0,70195,0.0,0.0,0.0,2,2,0.0,0,-3543,273,3816,52,False,0.0,0
