assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
0,2.0,0.0,1.0,0,0,0,2.0,2.0,0.3,0.0,0.0,241,0.0,0.0,5,1.0,0,0,3.1,241.0,2.4,0.0,2016-08-13T16:30:00Z,13 Aug 17:30,0.0,0.0,11,0.0,0.0,15,0,0.0,0,0,0.0,0,1,0,62986,0.0,0.0,0.0,1,2,28.0,1,0,0,0,70,True,0.0,0,,,,,
1,6.0,1.0,0.0,0,18,0,0.0,5.0,20.7,1.0,0.0,241,0.0,0.0,14,0.0,0,0,4.7,766.0,22.0,2.0,2016-08-20T11:30:00Z,20 Aug 12:30,0.0,0.0,8,0.0,0.0,14,0,0.0,0,0,0.0,0,2,0,56367,2.0,1.0,0.0,4,1,4.0,4,-12291,1526,13817,69,False,0.0,0,,,,,
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,241,0.0,0.0,29,0.0,0,0,0.0,1306.0,0.0,0.0,2016-08-28T15:00:00Z,28 Aug 16:00,0.0,0.0,0,0.0,0.0,20,0,0.0,0,0,0.0,0,3,0,51414,0.0,0.0,0.0,1,3,0.0,0,-8585,4750,13335,69,True,0.0,0,,,,,
1,28.0,1.0,0.0,2,39,0,0.0,21.0,30.8,0.0,0.0,241,0.0,0.0,35,1.0,1,1,12.2,1856.0,50.6,2.0,2016-09-10T11:30:00Z,10 Sep 12:30,0.0,0.0,52,1.0,0.0,11,0,0.0,0,0,3.0,0,4,0,70176,4.0,0.0,0.0,2,1,41.0,10,15062,27275,12213,69,False,1.0,0,,,,,
1,24.0,1.0,0.0,1,46,1,0.0,20.0,56.2,0.0,0.0,241,0.0,0.0,45,1.0,0,1,17.1,2437.0,57.6,4.0,2016-09-17T14:00:00Z,17 Sep 15:00,0.0,0.0,90,0.0,0.0,2,0,0.0,0,0,3.0,0,5,0,244775,3.0,2.0,1.0,0,4,57.0,10,165367,172500,7133,70,True,0.0,0,,,,,
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,241,0.0,0.0,58,0.0,0,0,0.0,3021.0,0.0,0.0,2016-09-24T14:00:00Z,24 Sep 15:00,0.0,0.0,0,0.0,0.0,16,0,0.0,0,0,0.0,0,6,0,346769,0.0,0.0,0.0,3,1,0.0,0,87523,173282,85759,71,False,0.0,0,,,,,
0,7.0,0.0,1.0,0,-2,0,0.0,5.0,14.7,1.0,0.0,241,0.0,0.0,68,0.0,0,0,6.4,3607.0,6.2,1.0,2016-10-02T13:15:00Z,02 Oct 14:15,0.0,0.0,26,1.0,0.0,17,0,0.0,0,0,2.0,0,7,0,215982,3.0,0.0,0.0,0,2,43.0,1,-134716,13216,147932,70,False,0.0,0,,,,,
0,26.0,0.0,0.0,0,2,0,0.0,21.0,10.9,1.0,0.0,241,0.0,0.0,76,0.0,0,0,8.1,4196.0,3.4,0.0,2016-10-15T14:00:00Z,15 Oct 15:00,0.0,0.0,55,0.0,0.0,6,0,0.0,0,0,1.0,0,8,0,175529,2.0,0.0,0.0,1,1,67.0,1,-44776,10059,54835,69,True,0.0,0,,,,,
0,21.0,0.0,0.0,3,27,0,0.0,14.0,18.4,1.0,0.0,241,0.0,0.0,88,0.0,0,1,12.6,4788.0,36.8,1.0,2016-10-23T12:30:00Z,23 Oct 13:30,0.0,0.0,45,0.0,0.0,13,0,0.0,0,0,2.0,0,9,0,156444,2.0,0.0,0.0,1,1,71.0,8,-20827,5605,26432,68,True,0.0,0,,,,,
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,241,0.0,0.0,100,0.0,0,0,0.0,5382.0,0.0,0.0,2016-10-29T14:00:00Z,29 Oct 15:00,0.0,0.0,0,0.0,0.0,19,0,0.0,0,0,0.0,0,10,0,188900,0.0,0.0,0.0,4,0,0.0,0,28499,36726,8227,68,False,0.0,0,,,,,
