kickoff_time_0,position_0,minutes_0,value_0,bps_0,ict_index_0,points_0,kickoff_time_1,position_1,minutes_1,value_1,bps_1,ict_index_1,points_1,kickoff_time_2,position_2,minutes_2,value_2,bps_2,ict_index_2,points_2,player
285018300,3,26,48,2,1,1,283869000.0,3,45.0,48.0,1.0,2.0,1.0,283532400.0,3,0.0,48.0,0.0,0.0,0.0,586
283960800,2,0,46,0,0,0,283724100.0,2,0.0,46.0,0.0,0.0,0.0,283282200.0,2,0.0,46.0,0.0,0.0,0.0,585
285170400,2,0,47,0,0,0,283878000.0,2,28.0,47.0,7.0,0.0,1.0,283550400.0,2,0.0,47.0,0.0,0.0,0.0,584
285179400,3,0,51,0,0,0,283960800.0,3,0.0,51.0,0.0,0.0,0.0,283721400.0,3,0.0,51.0,0.0,0.0,0.0,583
285018300,3,0,47,0,0,0,283869000.0,3,0.0,47.0,0.0,0.0,0.0,283532400.0,3,6.0,47.0,3.0,0.0,1.0,582
285096600,2,0,39,0,0,0,284068800.0,2,0.0,39.0,0.0,0.0,0.0,283523400.0,2,0.0,39.0,0.0,0.0,0.0,581
285096600,1,0,39,0,0,0,284068800.0,1,0.0,39.0,0.0,0.0,0.0,283523400.0,1,0.0,39.0,0.0,0.0,0.0,580
285170400,1,0,39,0,0,0,283878000.0,1,0.0,39.0,0.0,0.0,0.0,283637700.0,1,0.0,39.0,0.0,0.0,0.0,579
283960800,3,13,48,3,0,1,283724100.0,3,26.0,48.0,-2.0,1.0,0.0,283282200.0,3,0.0,48.0,0.0,0.0,0.0,578
284153400,2,90,43,26,1,3,283724100.0,2,90.0,43.0,24.0,3.0,3.0,283264200.0,2,0.0,43.0,0.0,0.0,0.0,577
283878000,2,90,44,8,1,2,283532400.0,2,85.0,44.0,-3.0,1.0,-1.0,283204800.0,2,90.0,44.0,10.0,1.0,2.0,576
285018300,2,0,43,0,0,0,283869000.0,2,0.0,43.0,0.0,0.0,0.0,283532400.0,2,0.0,43.0,0.0,0.0,0.0,575
283878000,3,5,43,5,1,1,283635000.0,3,0.0,43.0,0.0,0.0,0.0,283352400.0,3,0.0,43.0,0.0,0.0,0.0,574
283878000,2,90,44,22,1,3,283635000.0,2,90.0,44.0,27.0,5.0,5.0,283352400.0,2,90.0,44.0,11.0,5.0,2.0,573
283878000,2,84,45,24,4,3,283635000.0,2,63.0,45.0,7.0,0.0,2.0,283352400.0,2,90.0,45.0,7.0,1.0,2.0,572
283878000,1,0,40,0,0,0,283635000.0,1,0.0,40.0,0.0,0.0,0.0,283352400.0,1,0.0,40.0,0.0,0.0,0.0,571
283878000,3,79,47,10,4,2,283635000.0,3,64.0,47.0,19.0,7.0,5.0,283352400.0,3,74.0,47.0,18.0,9.0,6.0,570
283878000,1,90,50,20,0,6,283635000.0,1,90.0,50.0,17.0,2.0,2.0,283352400.0,1,90.0,50.0,15.0,2.0,2.0,569
283878000,3,0,53,0,0,0,283635000.0,3,0.0,53.0,0.0,0.0,0.0,283352400.0,3,0.0,53.0,0.0,0.0,0.0,568
283878000,3,10,56,-1,0,1,283635000.0,3,0.0,56.0,0.0,0.0,0.0,283352400.0,3,0.0,56.0,0.0,0.0,0.0,567
285096600,3,0,48,0,0,0,283878000.0,3,0.0,48.0,0.0,0.0,0.0,283637700.0,3,64.0,48.0,4.0,3.0,2.0,566
283878000,3,0,49,0,0,0,283635000.0,3,90.0,49.0,37.0,8.0,8.0,283352400.0,3,90.0,49.0,35.0,8.0,8.0,565
283878000,1,0,39,0,0,0,283635000.0,1,0.0,39.0,0.0,0.0,0.0,283352400.0,1,0.0,39.0,0.0,0.0,0.0,564
283878000,2,90,45,39,8,9,283635000.0,2,90.0,45.0,10.0,3.0,1.0,283352400.0,2,90.0,45.0,11.0,2.0,2.0,563
283878000,4,0,49,0,0,0,283635000.0,4,0.0,49.0,0.0,0.0,0.0,283352400.0,4,0.0,49.0,0.0,0.0,0.0,562
283878000,3,0,43,0,0,0,283635000.0,3,0.0,43.0,0.0,0.0,0.0,283352400.0,3,0.0,43.0,0.0,0.0,0.0,561
283878000,2,0,43,0,0,0,283635000.0,2,0.0,43.0,0.0,0.0,0.0,283352400.0,2,0.0,43.0,0.0,0.0,0.0,560
283878000,3,84,49,10,3,2,283635000.0,3,90.0,49.0,10.0,3.0,2.0,283352400.0,3,90.0,49.0,16.0,5.0,2.0,559
285078600,4,90,52,1,4,2,283960800.0,4,90.0,52.0,22.0,9.0,3.0,283532400.0,4,0.0,52.0,0.0,0.0,0.0,558
283878000,3,90,57,11,8,5,283635000.0,3,45.0,57.0,39.0,12.0,12.0,283352400.0,3,90.0,58.0,-2.0,3.0,2.0,557
283878000,2,0,40,0,0,0,283635000.0,2,0.0,40.0,0.0,0.0,0.0,283352400.0,2,0.0,40.0,0.0,0.0,0.0,556
283878000,3,0,44,0,0,0,283635000.0,3,0.0,44.0,0.0,0.0,0.0,283352400.0,3,0.0,44.0,0.0,0.0,0.0,555
283878000,3,0,54,0,0,0,283635000.0,3,0.0,54.0,0.0,0.0,0.0,283352400.0,3,0.0,54.0,0.0,0.0,0.0,554
285018300,2,0,43,0,0,0,283869000.0,2,0.0,43.0,0.0,0.0,0.0,283532400.0,2,71.0,43.0,15.0,2.0,2.0,553
283878000,4,0,52,0,0,0,283635000.0,4,0.0,53.0,0.0,0.0,0.0,283352400.0,4,0.0,53.0,0.0,0.0,0.0,552
283878000,2,90,45,46,7,10,283635000.0,2,0.0,45.0,0.0,0.0,0.0,283352400.0,2,69.0,45.0,18.0,2.0,4.0,551
283878000,3,0,45,0,0,0,283635000.0,3,0.0,45.0,0.0,0.0,0.0,283352400.0,3,0.0,45.0,0.0,0.0,0.0,550
283878000,3,0,45,0,0,0,283635000.0,3,0.0,45.0,0.0,0.0,0.0,283352400.0,3,0.0,45.0,0.0,0.0,0.0,549
283878000,2,17,44,3,0,1,283635000.0,2,10.0,44.0,4.0,1.0,1.0,283352400.0,2,3.0,44.0,1.0,0.0,0.0,548
283878000,2,0,40,0,0,0,283635000.0,2,0.0,40.0,0.0,0.0,0.0,283352400.0,2,0.0,40.0,0.0,0.0,0.0,547
283878000,1,0,39,0,0,0,283635000.0,1,0.0,39.0,0.0,0.0,0.0,283352400.0,1,0.0,39.0,0.0,0.0,0.0,546
283878000,2,72,45,26,2,2,283635000.0,2,79.0,45.0,16.0,3.0,2.0,283352400.0,2,86.0,45.0,18.0,1.0,4.0,545
284153400,2,0,45,0,0,0,283724100.0,2,0.0,45.0,0.0,0.0,0.0,283264200.0,2,90.0,45.0,19.0,1.0,3.0,544
284153400,3,0,45,0,0,0,283724100.0,3,0.0,45.0,0.0,0.0,0.0,283264200.0,3,0.0,45.0,0.0,0.0,0.0,543
284153400,3,90,49,8,1,2,283724100.0,3,90.0,49.0,31.0,9.0,7.0,283264200.0,3,90.0,49.0,5.0,1.0,2.0,542
284153400,4,0,60,0,0,0,283724100.0,4,0.0,60.0,0.0,0.0,0.0,283264200.0,4,0.0,60.0,0.0,0.0,0.0,541
283960800,3,90,54,20,5,2,283724100.0,3,90.0,54.0,12.0,5.0,2.0,283282200.0,3,90.0,54.0,14.0,2.0,1.0,540
284153400,3,0,60,0,0,0,283724100.0,3,32.0,60.0,-1.0,0.0,1.0,283264200.0,3,90.0,60.0,18.0,8.0,4.0,539
284153400,4,17,43,2,0,1,283724100.0,4,0.0,43.0,0.0,0.0,0.0,283264200.0,4,0.0,43.0,0.0,0.0,0.0,538
284153400,2,0,43,0,0,0,283724100.0,2,0.0,43.0,0.0,0.0,0.0,283264200.0,2,0.0,43.0,0.0,0.0,0.0,537
284153400,2,90,44,23,1,2,283724100.0,2,0.0,44.0,0.0,0.0,0.0,283264200.0,2,1.0,44.0,2.0,0.0,1.0,536
284153400,4,0,56,0,0,0,283724100.0,4,0.0,56.0,0.0,0.0,0.0,283264200.0,4,0.0,56.0,0.0,0.0,0.0,535
284153400,3,90,46,8,1,2,283724100.0,3,0.0,46.0,0.0,0.0,0.0,283264200.0,3,2.0,46.0,2.0,0.0,1.0,534
284153400,1,0,42,0,0,0,283724100.0,1,0.0,42.0,0.0,0.0,0.0,283264200.0,1,0.0,42.0,0.0,0.0,0.0,533
284153400,2,90,45,23,3,3,283724100.0,2,90.0,45.0,21.0,3.0,3.0,283264200.0,2,90.0,45.0,29.0,4.0,6.0,532
284153400,3,0,50,0,0,0,283724100.0,3,0.0,50.0,0.0,0.0,0.0,283264200.0,3,0.0,50.0,0.0,0.0,0.0,531
284153400,2,0,42,0,0,0,283724100.0,2,0.0,42.0,0.0,0.0,0.0,283264200.0,2,0.0,42.0,0.0,0.0,0.0,530
284153400,3,0,43,0,0,0,283724100.0,3,0.0,44.0,0.0,0.0,0.0,283264200.0,3,0.0,44.0,0.0,0.0,0.0,529
284153400,2,0,46,0,0,0,283724100.0,2,90.0,46.0,18.0,1.0,3.0,283264200.0,2,90.0,46.0,26.0,2.0,4.0,528
284153400,3,0,52,0,0,0,283724100.0,3,0.0,52.0,0.0,0.0,0.0,283264200.0,3,0.0,52.0,0.0,0.0,0.0,527
284153400,3,90,79,10,5,2,283724100.0,3,90.0,78.0,14.0,3.0,5.0,283264200.0,3,87.0,78.0,24.0,13.0,6.0,526
284153400,3,72,56,17,3,2,283724100.0,3,57.0,56.0,-5.0,4.0,-1.0,283264200.0,3,0.0,56.0,0.0,0.0,0.0,525
284153400,1,90,42,37,6,9,283724100.0,1,90.0,42.0,37.0,5.0,8.0,283264200.0,1,90.0,42.0,26.0,1.0,7.0,524
284153400,4,0,57,0,0,0,283724100.0,4,0.0,57.0,0.0,0.0,0.0,283264200.0,4,0.0,57.0,0.0,0.0,0.0,523
284153400,2,0,45,0,0,0,283724100.0,2,0.0,45.0,0.0,0.0,0.0,283264200.0,2,0.0,45.0,0.0,0.0,0.0,522
285179400,1,0,39,0,0,0,283960800.0,1,0.0,39.0,0.0,0.0,0.0,283721400.0,1,0.0,39.0,0.0,0.0,0.0,521
285179400,1,90,53,16,0,1,283960800.0,1,90.0,53.0,15.0,2.0,2.0,283721400.0,1,90.0,53.0,21.0,4.0,0.0,520
285179400,2,90,48,14,4,2,283960800.0,2,90.0,48.0,10.0,2.0,2.0,283721400.0,2,90.0,48.0,14.0,10.0,2.0,519
285179400,2,0,40,0,0,0,283960800.0,2,0.0,40.0,0.0,0.0,0.0,283721400.0,2,0.0,40.0,0.0,0.0,0.0,518
285179400,2,0,40,0,0,0,283960800.0,2,0.0,40.0,0.0,0.0,0.0,283721400.0,2,0.0,40.0,0.0,0.0,0.0,517
285179400,3,0,98,0,0,0,283960800.0,3,90.0,99.0,31.0,13.0,8.0,283721400.0,3,90.0,99.0,18.0,7.0,5.0,516
285179400,3,84,46,12,4,2,283960800.0,3,58.0,46.0,-2.0,0.0,0.0,283721400.0,3,0.0,46.0,0.0,0.0,0.0,515
285179400,2,0,44,0,0,0,283960800.0,2,0.0,44.0,0.0,0.0,0.0,283721400.0,2,0.0,44.0,0.0,0.0,0.0,514
285179400,3,0,45,0,0,0,283960800.0,3,31.0,45.0,22.0,6.0,5.0,283721400.0,3,64.0,45.0,18.0,1.0,2.0,513
285179400,2,0,44,0,0,0,283960800.0,2,0.0,44.0,0.0,0.0,0.0,283721400.0,2,0.0,44.0,0.0,0.0,0.0,512
285179400,2,90,49,10,2,2,283960800.0,2,0.0,50.0,0.0,0.0,0.0,283721400.0,2,0.0,50.0,0.0,0.0,0.0,511
285179400,2,0,40,0,0,0,283960800.0,2,0.0,40.0,0.0,0.0,0.0,283721400.0,2,0.0,40.0,0.0,0.0,0.0,510
285179400,3,90,69,27,11,7,283960800.0,3,81.0,68.0,16.0,11.0,6.0,283721400.0,3,64.0,68.0,0.0,3.0,1.0,509
285179400,2,0,44,0,0,0,283887000.0,2,1.0,44.0,5.0,2.0,1.0,283550400.0,2,0.0,44.0,0.0,0.0,0.0,508
285179400,2,0,47,0,0,0,283960800.0,2,0.0,47.0,0.0,0.0,0.0,283721400.0,2,0.0,47.0,0.0,0.0,0.0,507
285179400,2,90,58,32,13,7,283960800.0,2,90.0,57.0,15.0,6.0,2.0,283721400.0,2,90.0,56.0,28.0,9.0,7.0,506
285179400,3,0,44,0,0,0,283960800.0,3,0.0,44.0,0.0,0.0,0.0,283721400.0,3,0.0,44.0,0.0,0.0,0.0,505
285179400,3,0,78,0,0,0,283960800.0,3,0.0,78.0,0.0,0.0,0.0,283721400.0,3,0.0,78.0,0.0,0.0,0.0,504
285179400,3,0,48,0,0,0,283960800.0,3,81.0,48.0,33.0,7.0,10.0,283721400.0,3,25.0,48.0,8.0,3.0,1.0,503
285179400,1,0,48,0,0,0,283960800.0,1,0.0,48.0,0.0,0.0,0.0,283721400.0,1,0.0,48.0,0.0,0.0,0.0,502
285179400,3,0,71,0,0,0,283960800.0,3,0.0,72.0,0.0,0.0,0.0,283721400.0,3,90.0,72.0,0.0,2.0,1.0,501
285179400,4,0,125,0,0,0,283960800.0,4,0.0,125.0,0.0,0.0,0.0,283721400.0,4,0.0,125.0,0.0,0.0,0.0,500
285179400,3,90,52,8,2,2,283960800.0,3,32.0,52.0,11.0,2.0,1.0,283721400.0,3,90.0,52.0,18.0,3.0,2.0,499
285179400,1,0,39,0,0,0,283960800.0,1,0.0,39.0,0.0,0.0,0.0,283721400.0,1,0.0,39.0,0.0,0.0,0.0,498
285179400,2,1,44,3,0,1,283960800.0,2,90.0,44.0,10.0,3.0,1.0,283721400.0,2,90.0,44.0,15.0,3.0,2.0,497
285179400,2,0,42,0,0,0,283960800.0,2,8.0,42.0,3.0,0.0,1.0,283721400.0,2,0.0,42.0,0.0,0.0,0.0,496
285179400,2,0,43,0,0,0,283960800.0,2,90.0,43.0,13.0,2.0,2.0,283721400.0,2,90.0,43.0,25.0,8.0,7.0,495
285179400,3,10,49,2,0,1,283960800.0,3,8.0,49.0,0.0,0.0,1.0,283721400.0,3,25.0,49.0,3.0,3.0,1.0,494
285179400,3,0,50,0,0,0,283960800.0,3,0.0,50.0,0.0,0.0,0.0,283721400.0,3,0.0,50.0,0.0,0.0,0.0,493
285179400,3,90,54,22,10,5,283960800.0,3,57.0,54.0,5.0,1.0,1.0,283721400.0,3,0.0,54.0,0.0,0.0,0.0,492
285179400,1,0,39,0,0,0,283960800.0,1,0.0,39.0,0.0,0.0,0.0,283721400.0,1,0.0,39.0,0.0,0.0,0.0,491
283878000,4,66,43,2,2,2,283532400.0,4,4.0,43.0,3.0,2.0,1.0,283204800.0,4,0.0,43.0,0.0,0.0,0.0,490
283878000,3,10,48,4,0,1,283532400.0,3,0.0,48.0,0.0,0.0,0.0,283204800.0,3,0.0,48.0,0.0,0.0,0.0,489
283878000,3,90,48,7,2,2,283532400.0,3,4.0,48.0,0.0,0.0,0.0,283204800.0,3,90.0,48.0,10.0,5.0,2.0,488
283878000,2,1,39,3,0,1,283532400.0,2,0.0,39.0,0.0,0.0,0.0,283204800.0,2,0.0,39.0,0.0,0.0,0.0,487
283878000,4,0,55,0,0,0,283532400.0,4,0.0,55.0,0.0,0.0,0.0,283204800.0,4,0.0,55.0,0.0,0.0,0.0,486
283878000,4,0,54,0,0,0,283532400.0,4,90.0,54.0,33.0,9.0,5.0,283204800.0,4,1.0,54.0,0.0,0.0,1.0,485
283878000,2,0,43,0,0,0,283532400.0,2,45.0,43.0,-3.0,1.0,1.0,283204800.0,2,32.0,43.0,4.0,1.0,1.0,484
283878000,4,0,48,0,0,0,283532400.0,4,0.0,48.0,0.0,0.0,0.0,283204800.0,4,0.0,48.0,0.0,0.0,0.0,483
283878000,1,90,45,12,1,1,283532400.0,1,90.0,45.0,12.0,1.0,1.0,283204800.0,1,90.0,45.0,12.0,2.0,2.0,482
283878000,3,0,49,0,0,0,283532400.0,3,0.0,49.0,0.0,0.0,0.0,283204800.0,3,0.0,49.0,0.0,0.0,0.0,481
283878000,2,0,43,0,0,0,283532400.0,2,0.0,43.0,0.0,0.0,0.0,283204800.0,2,0.0,43.0,0.0,0.0,0.0,480
283878000,1,0,40,0,0,0,283532400.0,1,0.0,40.0,0.0,0.0,0.0,283204800.0,1,0.0,40.0,0.0,0.0,0.0,479
283878000,3,0,44,0,0,0,283532400.0,3,0.0,44.0,0.0,0.0,0.0,283204800.0,3,0.0,44.0,0.0,0.0,0.0,478
283878000,4,23,49,3,0,1,283532400.0,4,4.0,49.0,3.0,0.0,1.0,283204800.0,4,0.0,49.0,0.0,0.0,0.0,477
283878000,2,90,45,7,6,1,283532400.0,2,0.0,45.0,0.0,0.0,0.0,283204800.0,2,90.0,45.0,4.0,2.0,1.0,476
285018300,3,0,47,0,0,0,283878000.0,3,55.0,47.0,-7.0,0.0,-2.0,283541400.0,3,90.0,47.0,4.0,2.0,1.0,475
283878000,2,0,39,0,0,0,283532400.0,2,0.0,39.0,0.0,0.0,0.0,283204800.0,2,0.0,39.0,0.0,0.0,0.0,474
283878000,2,90,39,9,2,2,283532400.0,2,90.0,39.0,14.0,4.0,1.0,283204800.0,2,90.0,39.0,6.0,1.0,2.0,473
283878000,1,0,39,0,0,0,283532400.0,1,0.0,39.0,0.0,0.0,0.0,283204800.0,1,0.0,39.0,0.0,0.0,0.0,472
283878000,2,0,43,0,0,0,283532400.0,2,90.0,43.0,26.0,7.0,8.0,283204800.0,2,0.0,43.0,0.0,0.0,0.0,471
283887000,3,90,48,12,2,2,283523400.0,3,20.0,48.0,3.0,0.0,1.0,283273200.0,3,90.0,48.0,5.0,3.0,2.0,470
283887000,2,0,44,0,0,0,283523400.0,2,1.0,44.0,5.0,0.0,1.0,283273200.0,2,0.0,44.0,0.0,0.0,0.0,469
283887000,4,90,49,5,0,2,283523400.0,4,90.0,49.0,85.0,20.0,5.0,283273200.0,4,90.0,49.0,47.0,13.0,7.0,468
283887000,2,16,43,5,0,1,283523400.0,2,20.0,43.0,3.0,0.0,0.0,283273200.0,2,90.0,43.0,19.0,7.0,2.0,467
283887000,4,0,44,0,0,0,283523400.0,4,0.0,44.0,0.0,0.0,0.0,283273200.0,4,0.0,44.0,0.0,0.0,0.0,466
283887000,2,3,44,3,0,1,283523400.0,2,0.0,44.0,0.0,0.0,0.0,283273200.0,2,84.0,44.0,10.0,2.0,2.0,465
283887000,4,0,45,0,0,0,283523400.0,4,0.0,45.0,0.0,0.0,0.0,283273200.0,4,0.0,45.0,0.0,0.0,0.0,464
283887000,3,0,48,0,0,0,283523400.0,3,0.0,48.0,0.0,0.0,0.0,283273200.0,3,0.0,48.0,0.0,0.0,0.0,463
283887000,3,0,45,0,0,0,283523400.0,3,0.0,45.0,0.0,0.0,0.0,283273200.0,3,0.0,45.0,0.0,0.0,0.0,462
283887000,2,0,44,0,0,0,283523400.0,2,0.0,44.0,0.0,0.0,0.0,283273200.0,2,0.0,44.0,0.0,0.0,0.0,461
283887000,2,0,40,0,0,0,283523400.0,2,0.0,40.0,0.0,0.0,0.0,283273200.0,2,0.0,40.0,0.0,0.0,0.0,460
283887000,3,0,45,0,0,0,283523400.0,3,0.0,45.0,0.0,0.0,0.0,283273200.0,3,0.0,45.0,0.0,0.0,0.0,459
283887000,3,0,49,0,0,0,283523400.0,3,0.0,49.0,0.0,0.0,0.0,283273200.0,3,0.0,49.0,0.0,0.0,0.0,458
283887000,2,90,45,22,2,2,283523400.0,2,90.0,45.0,15.0,2.0,2.0,283273200.0,2,64.0,45.0,12.0,2.0,2.0,457
283887000,3,0,44,0,0,0,283523400.0,3,0.0,44.0,0.0,0.0,0.0,283273200.0,3,0.0,44.0,0.0,0.0,0.0,456
283887000,2,0,44,0,0,0,283523400.0,2,0.0,44.0,0.0,0.0,0.0,283273200.0,2,0.0,44.0,0.0,0.0,0.0,455
283887000,2,0,40,0,0,0,283523400.0,2,0.0,40.0,0.0,0.0,0.0,283273200.0,2,0.0,40.0,0.0,0.0,0.0,454
283887000,3,3,50,-1,0,0,283523400.0,3,0.0,50.0,0.0,0.0,0.0,283273200.0,3,45.0,50.0,7.0,1.0,1.0,453
283887000,2,0,45,0,0,0,283523400.0,2,0.0,45.0,0.0,0.0,0.0,283273200.0,2,0.0,45.0,0.0,0.0,0.0,452
283887000,3,0,48,0,0,0,283523400.0,3,1.0,48.0,3.0,0.0,1.0,283273200.0,3,0.0,48.0,0.0,0.0,0.0,451
285179400,3,90,58,7,6,2,283960800.0,3,81.0,58.0,20.0,4.0,5.0,283721400.0,3,69.0,58.0,7.0,3.0,2.0,450
283887000,1,0,43,0,0,0,283523400.0,1,0.0,43.0,0.0,0.0,0.0,283273200.0,1,0.0,43.0,0.0,0.0,0.0,449
283887000,1,0,40,0,0,0,283523400.0,1,0.0,40.0,0.0,0.0,0.0,283273200.0,1,0.0,40.0,0.0,0.0,0.0,448
283887000,3,90,57,23,6,6,283523400.0,3,90.0,57.0,9.0,8.0,2.0,283273200.0,3,90.0,57.0,25.0,5.0,5.0,447
283887000,3,0,49,0,0,0,283523400.0,3,0.0,49.0,0.0,0.0,0.0,283273200.0,3,0.0,49.0,0.0,0.0,0.0,446
283887000,2,0,44,0,0,0,283523400.0,2,0.0,44.0,0.0,0.0,0.0,283273200.0,2,0.0,44.0,0.0,0.0,0.0,445
283887000,2,0,40,0,0,0,283523400.0,2,0.0,40.0,0.0,0.0,0.0,283273200.0,2,0.0,40.0,0.0,0.0,0.0,444
283887000,4,0,48,0,0,0,283523400.0,4,0.0,48.0,0.0,0.0,0.0,283273200.0,4,0.0,48.0,0.0,0.0,0.0,443
283887000,3,86,53,14,1,2,283523400.0,3,89.0,53.0,9.0,1.0,2.0,283273200.0,3,1.0,53.0,3.0,0.0,1.0,442
283887000,2,0,45,0,0,0,283523400.0,2,0.0,45.0,0.0,0.0,0.0,283273200.0,2,0.0,45.0,0.0,0.0,0.0,441
283887000,3,0,45,0,0,0,283523400.0,3,0.0,45.0,0.0,0.0,0.0,283273200.0,3,0.0,45.0,0.0,0.0,0.0,440
283887000,2,3,45,4,0,1,283523400.0,2,0.0,45.0,0.0,0.0,0.0,283273200.0,2,22.0,45.0,-8.0,0.0,-2.0,439
283887000,2,0,39,0,0,0,283523400.0,2,0.0,39.0,0.0,0.0,0.0,283273200.0,2,0.0,39.0,0.0,0.0,0.0,438
283887000,4,0,63,0,0,0,283523400.0,4,0.0,63.0,0.0,0.0,0.0,283273200.0,4,0.0,63.0,0.0,0.0,0.0,437
283887000,2,0,45,0,0,0,283523400.0,2,0.0,45.0,0.0,0.0,0.0,283273200.0,2,0.0,45.0,0.0,0.0,0.0,436
283887000,3,0,43,0,0,0,283523400.0,3,0.0,43.0,0.0,0.0,0.0,283273200.0,3,0.0,43.0,0.0,0.0,0.0,435
283887000,3,0,45,0,0,0,283523400.0,3,0.0,45.0,0.0,0.0,0.0,283273200.0,3,0.0,45.0,0.0,0.0,0.0,434
285096600,4,0,78,0,0,0,284068800.0,4,0.0,78.0,0.0,0.0,0.0,283523400.0,4,35.0,79.0,3.0,0.0,1.0,433
285096600,3,0,53,0,0,0,284068800.0,3,0.0,53.0,0.0,0.0,0.0,283523400.0,3,0.0,53.0,0.0,0.0,0.0,432
285096600,2,0,40,0,0,0,284068800.0,2,0.0,40.0,0.0,0.0,0.0,283523400.0,2,0.0,40.0,0.0,0.0,0.0,431
285096600,2,90,67,14,5,2,284068800.0,2,0.0,68.0,0.0,0.0,0.0,283523400.0,2,90.0,69.0,17.0,6.0,2.0,430
285096600,3,0,52,0,0,0,284068800.0,3,0.0,52.0,0.0,0.0,0.0,283523400.0,3,0.0,52.0,0.0,0.0,0.0,429
285096600,2,0,42,0,0,0,284068800.0,2,0.0,42.0,0.0,0.0,0.0,283523400.0,2,0.0,42.0,0.0,0.0,0.0,428
285096600,2,90,52,15,5,2,284068800.0,2,90.0,53.0,15.0,5.0,2.0,283523400.0,2,90.0,53.0,13.0,3.0,1.0,427
285096600,3,0,60,0,0,0,284068800.0,3,0.0,60.0,0.0,0.0,0.0,283523400.0,3,0.0,60.0,0.0,0.0,0.0,426
285096600,3,0,43,0,0,0,284068800.0,3,0.0,43.0,0.0,0.0,0.0,283523400.0,3,0.0,44.0,0.0,0.0,0.0,425
285096600,1,0,53,0,0,0,284068800.0,1,0.0,54.0,0.0,0.0,0.0,283523400.0,1,0.0,54.0,0.0,0.0,0.0,424
285096600,3,0,48,0,0,0,284068800.0,3,0.0,48.0,0.0,0.0,0.0,283523400.0,3,0.0,48.0,0.0,0.0,0.0,423
285096600,2,0,40,0,0,0,284068800.0,2,0.0,40.0,0.0,0.0,0.0,283523400.0,2,0.0,40.0,0.0,0.0,0.0,422
285096600,3,90,48,3,0,2,284068800.0,3,90.0,48.0,24.0,5.0,4.0,283523400.0,3,70.0,49.0,11.0,0.0,2.0,421
285096600,2,0,40,0,0,0,284068800.0,2,0.0,40.0,0.0,0.0,0.0,283523400.0,2,0.0,40.0,0.0,0.0,0.0,420
285096600,2,0,41,0,0,0,284068800.0,2,8.0,42.0,3.0,0.0,1.0,283523400.0,2,0.0,42.0,0.0,0.0,0.0,419
285096600,3,0,45,0,0,0,284068800.0,3,0.0,45.0,0.0,0.0,0.0,283523400.0,3,0.0,45.0,0.0,0.0,0.0,418
285096600,2,0,44,0,0,0,284068800.0,2,0.0,44.0,0.0,0.0,0.0,283523400.0,2,0.0,44.0,0.0,0.0,0.0,417
285096600,3,0,58,0,0,0,284068800.0,3,81.0,58.0,11.0,2.0,1.0,283523400.0,3,19.0,58.0,2.0,0.0,1.0,416
285096600,4,90,76,23,11,2,284068800.0,4,90.0,76.0,29.0,7.0,2.0,283523400.0,4,90.0,76.0,30.0,19.0,3.0,415
285096600,3,0,44,0,0,0,284068800.0,3,0.0,44.0,0.0,0.0,0.0,283523400.0,3,0.0,44.0,0.0,0.0,0.0,414
285096600,3,0,44,0,0,0,284068800.0,3,0.0,44.0,0.0,0.0,0.0,283523400.0,3,0.0,44.0,0.0,0.0,0.0,413
285096600,3,85,61,24,7,6,284068800.0,3,90.0,61.0,21.0,5.0,5.0,283523400.0,3,90.0,62.0,-5.0,3.0,1.0,412
285096600,1,0,39,0,0,0,284068800.0,1,0.0,39.0,0.0,0.0,0.0,283523400.0,1,0.0,39.0,0.0,0.0,0.0,411
285096600,3,0,49,0,0,0,284068800.0,3,0.0,49.0,0.0,0.0,0.0,283523400.0,3,0.0,49.0,0.0,0.0,0.0,410
285096600,1,90,42,25,5,1,284068800.0,1,90.0,42.0,36.0,8.0,0.0,283523400.0,1,90.0,42.0,16.0,4.0,1.0,409
285096600,1,0,40,0,0,0,284068800.0,1,0.0,40.0,0.0,0.0,0.0,283523400.0,1,0.0,40.0,0.0,0.0,0.0,408
285096600,2,90,44,23,5,5,284068800.0,2,81.0,44.0,9.0,2.0,2.0,283523400.0,2,54.0,44.0,4.0,1.0,1.0,407
285096600,3,90,58,17,6,4,284068800.0,3,90.0,58.0,6.0,0.0,1.0,283523400.0,3,90.0,58.0,6.0,3.0,1.0,406
285096600,2,90,45,17,2,2,284068800.0,2,90.0,45.0,19.0,8.0,7.0,283523400.0,2,78.0,45.0,13.0,1.0,2.0,405
285096600,2,0,40,0,0,0,284068800.0,2,0.0,40.0,0.0,0.0,0.0,283523400.0,2,0.0,40.0,0.0,0.0,0.0,404
285096600,3,0,42,0,0,0,284068800.0,3,0.0,42.0,0.0,0.0,0.0,283523400.0,3,0.0,42.0,0.0,0.0,0.0,403
285096600,3,90,62,9,6,2,284068800.0,3,36.0,62.0,3.0,0.0,1.0,283523400.0,3,54.0,62.0,12.0,5.0,1.0,402
285179400,2,90,44,13,2,1,283887000.0,2,89.0,44.0,12.0,4.0,2.0,283550400.0,2,90.0,44.0,17.0,1.0,2.0,401
285179400,3,0,47,0,0,0,283887000.0,3,0.0,47.0,0.0,0.0,0.0,283550400.0,3,0.0,47.0,0.0,0.0,0.0,400
